Malignant cells	Immune cells	Stromal cells
COL26A1	0.01034	0.00333	0
COL27A1	0.27187	0.04143	0.0096
COL28A1	0.00366	0.00203	0.0011
COL3A1	0.0079	0	0.00119
COL4A1	0.02035	0.00581	0
COL4A2	0.01833	0.00012	0
COL4A3	0.00365	0.00495	0.00069
COL4A3BP	0.15486	0.22616	0.28536
COL4A4	0.00733	0.02575	0.02579
COL4A5	0.03287	0.00616	0
COL5A1	0.00149	0.01528	0.00451
COL5A2	0.07609	0.01386	0.00643
COL5A3	0.05405	0.01712	0.00081
COL6A1	0.10745	0.02815	0
COL6A2	0.01253	0.00853	0
COL6A3	0.00557	0.00461	0.00055
COL6A4P1	0.00208	0.00031	0
COL6A4P2	0.00541	0.01276	0.0188
COL7A1	0.14618	0.01217	0.00086
COL8A2	0.00202	0.00778	5e-04
COL9A2	0.0066	0.01915	0.01601
COL9A3	0.01809	0.02663	0.00677
COLCA1	0.01603	0.01443	0.01553
COLCA2	0.02417	0.00318	0
COLEC11	0.03081	0.00502	0.00093
COLEC12	0.00754	0.09235	0
COLGALT1	0.16578	0.17824	0.10645
COLGALT2	0.00504	0.01074	0
COLQ	0.03452	0.01997	0.00139
COMMD1	0.17647	0.19369	0.34576
COMMD10	0.06499	0.08149	0.0953
COMMD2	0.49157	0.45083	0.46854
COMMD3	0.25121	0.16679	0.21682
COMMD4	0.25638	0.13837	0.3275
COMMD5	0.07883	0.07577	0.07929
COMMD6	0.23919	0.36405	0.50931
COMMD7	0.25109	0.23164	0.35091
COMMD8	0.07731	0.08668	0.19665
COMMD9	0.28768	0.25269	0.26109
COMT	0.08498	0.06932	0.03774
COMTD1	0.07344	0.07024	0.09626
COPA	0.59754	0.42288	0.48336
COPB1	0.5244	0.35822	0.57387
COPB2	0.33277	0.23827	0.4461
COPE	0.06265	0.11273	0.15437
COPG1	0.18028	0.12756	0.12798
COPG2	0.01382	0.01529	0.11083
COPRS	0.42073	0.1593	0.14571
COPS2	0.15599	0.18581	0.28007
COPS3	0.04387	0.05552	0.19169
COPS4	0.06016	0.07808	0.11983
COPS5	0.13862	0.1044	0.18454
COPS6	0.49508	0.35233	0.86798
COPS7A	0.0451	0.045	0.0463
COPS7B	0.06252	0.03621	0.08614
COPS8	0.11813	0.05539	0.10921
COPZ1	0.33789	0.30638	0.52264
COPZ2	0.04444	0.04148	0.02867
COQ10A	0.11475	0.04733	0.05389
COQ10B	0.23326	0.23679	0.16898
COQ2	0.01691	0.02838	0.04968
COQ3	0.04763	0.01507	0.04457
COQ4	0.13383	0.12672	0.11187
COQ5	0.1237	0.07023	0.13032
COQ6	0.04725	0.04395	0.04173
COQ7	0.03069	0.01138	0.1166
COQ9	0.15514	0.07577	0.08109
CORIN	0.0033	0	0
CORO1A	0.00202	0.09228	0.39562
CORO1B	0.00392	0.00819	0.00639
CORO1C	0.19519	0.18193	0.38569
CORO2A	0.36162	0.37777	0.36906
CORO6	0.00292	0.00582	0
CORO7	0.02534	0.1327	0.12633
COTL1	0.03653	0.4762	1.11452
COX10	0.05924	0.05969	0.13078
COX10-AS1	0.03535	0.03929	0.01167
COX11	0.10943	0.08368	0.08934
COX14	0.50449	0.40152	0.27173
COX15	0.15398	0.10495	0.19781
COX16	0.08032	0.10634	0.24654
COX17	0.41247	0.3209	0.57586
COX18	0.08361	0.12484	0.15819
COX19	0.17193	0.15685	0.26322
COX20	0.49415	0.3154	0.54266
COX4I1	1.27052	1.29451	1.9725
COX5A	0.6057	0.56152	1.17007
COX5B	1.1799	0.98828	1.49415
COX6A1	1.23604	0.86758	1.42307
COX6A2	0.01729	0.00573	0
COX6B1	1.09606	0.90721	1.4444
COX6B2	0.00342	0.00277	0
COX6C	0.69569	0.51296	0.81495
COX7A2	0.96323	0.78685	1.3926
COX7A2L	0.25676	0.13584	0.20429
COX7B	0.6191	0.44309	0.74862
COX7B2	0.08263	0.0042	0.00257
COX7C	1.02252	1.01156	1.42543
COX8A	0.51277	0.45525	1.04341
COX8C	0.00033	0.00014	0
CP	2.00659	0.50224	0.07548
CPA2	0.01237	0.00074	0.0011
CPA4	0.0032	0.00512	0.00125
CPA5	0.00028	0.00799	0.022
CPA6	0.00213	0.00032	0
CPAMD8	0.00692	0.0063	0.00073
CPB2	0.84326	0.13686	0.03432
CPB2-AS1	0.04416	0.04329	0.03248
CPD	0.39265	0.18066	0.20628
CPE	0.23867	0.07827	0.02567
CPEB1	0.00813	0.01216	0.00056
CPEB2	0.10343	0.03736	0.03414
CPEB3	0.05847	0.03582	0.01475
CPEB4	0.39537	0.47596	0.17578
CPED1	0.05648	0.02951	0.00679
CPLX1	0.04992	0.01483	0.02681
CPLX2	0.14166	0.05628	0.02968
CPM	0.41045	0.39801	0.19532
CPN1	0.03498	0.00113	0.00037
CPN2	0.33186	0.0487	0.00556
CPNE1	0.47756	0.40214	0.72436
CPNE2	0.0273	0.0244	0.00628
CPNE3	0.47134	0.34223	0.47853
CPNE5	0.0158	0.29356	0.24559
CPNE7	0.00628	0.01816	0.02231
CPNE8	0.13806	0.05662	0.05143
CPOX	0.07611	0.02653	0.11241
CPPED1	0.45422	0.30408	0.2341
CPQ	0.14137	0.06726	0.03205
CPS1	0.78397	0.18547	0.14052
CPSF1	0.20659	0.15783	0.29984
CPSF2	0.17854	0.22053	0.36999
CPSF3	0.21562	0.14447	0.44004
INTS11	0.2522	0.19474	0.36291
CPSF4	0.05818	0.05153	0.03371
CPSF6	0.18987	0.10988	0.26416
CPSF7	0.34471	0.15181	0.15165
CPT1A	0.63535	0.34087	0.51005
CPT1B	8e-04	0.00044	0
CPT1C	0.00225	0.00057	0.0124
CPT2	0.29451	0.24525	0.23805
CPVL	0.1023	0.21434	0.11071
CPXM2	0.00748	0.00248	0
CR1	0.00699	0.03621	0.00247
CR1L	0.00187	0.00014	0
CR2	0.00077	0.00366	0.02732
CRADD	0.04976	0.02582	0.03413
CRAT	0.19304	0.0789	0.04774
CRB1	0.00243	0.00261	0.00029
CRB3	0.02291	0.00622	0
CRBN	0.19073	0.19386	0.20986
CRCP	0.29573	0.34674	0.33894
CREB1	0.12312	0.14757	0.33445
CREB3	0.0781	0.1049	0.1639
CREB3L1	0.00478	0.00068	0.00056
CREB3L2	0.14759	0.43161	0.31792
CREB3L3	0.22728	0.03249	0.04505
CREB3L4	0.11198	0.04727	0.0499
CREB5	0.00365	0.02563	0.05364
CREBBP	0.32477	0.41634	0.6395
CREBL2	0.11861	0.17183	0.1425
CREBRF	0.27337	0.32736	0.22847
CREBZF	0.31054	0.11688	0.1365
CREG1	0.25871	0.16938	0.04223
CRELD1	0.19628	0.05147	0.04404
CRELD2	0.17417	0.19972	0.25607
CREM	0.09607	0.22872	0.20614
LINC02210	0.1249	0.12212	0.09612
CRIM1	0.15307	0.08509	0.26867
CRIP1	0.07779	0.64037	2.25141
CRIP2	0.12106	0.02616	0
CRIP3	0.04495	0.00395	0.0038
CRIPT	0.16201	0.1476	0.12628
CRISPLD1	0.00399	0.00351	0
CRISPLD2	0.0059	0.00181	0.0011
CRK	0.37075	0.31526	0.37936
CRKL	0.11319	0.09569	0.165
CRLF1	0.00256	0.00055	0
CRLF3	0.03877	0.07627	0.25554
CRLS1	0.47805	0.11603	0.04953
CRNDE	0.05903	0.01322	0.00419
CRNKL1	0.18257	0.15122	0.27199
CROCC	0.02179	0.03507	0.00165
CROCCP2	0.30669	0.14345	0.08467
CROCCP3	0.02052	0.01409	0.01417
CROT	0.22888	0.05918	0.02199
CRP	1.07906	0.21891	0.02061
CRTAM	0.06786	0.24554	0.3591
CRTAP	0.3429	0.15594	0.14822
CRTC1	0.08638	0.06491	0.03059
CRTC2	0.0685	0.04051	0.02871
CRTC3	0.06529	0.05533	0.04171
CRX	0.10871	0.0945	0.07636
CRY1	0.06909	0.03768	0.0163
CRY2	0.15909	0.0515	0.03631
CRYAB	0.04853	0.02841	0.00206
CRYBB2	0.01978	0.01776	0
CRYBB2P1	0.09346	0.10474	0.13882
CRYBB3	0.00549	0.00033	0
CRYBG3	0.10403	0.11652	0.04728
CRYGS	0.04797	0.03881	0.03185
CRYL1	0.29895	0.07787	0.02888
CRYM	0.03406	0.00181	0
CRYM-AS1	0.05928	0.06667	0.01747
CRYZ	0.1947	0.07778	0.06478
CRYZL1	0.04975	0.03595	0.05354
CS	0.29775	0.13461	0.26645
CSAD	0.22374	0.12029	0.05171
CSAG1	0.01359	0.00355	0
CSAG4	0.00058	0	0
CSDE1	0.78494	0.87695	1.06808
CSE1L	0.27902	0.1162	0.45912
CSF1	0.04162	0.09186	0.02673
CSF1R	0.01965	0.19632	0.07349
CSF2RA	0.00052	0.00047	0
CSF2RB	0.00558	0.06524	0.02203
CSF3R	0.00339	0.05983	0.01756
CSGALNACT1	0.00449	0.07494	0.0092
CSGALNACT2	0.10015	0.2068	0.17838
CSK	0.0891	0.15968	0.3679
CSMD1	0.01619	0.00178	0
CSMD2	0.00382	0.00198	0
CSMD3	0.0213	0.00806	0.00057
CSNK1A1	0.26356	0.38967	0.5082
CSNK1D	0.26559	0.19619	0.17623
CSNK1G1	0.40343	0.42234	0.5038
CSNK1G2	0.10413	0.1366	0.14908
CSNK1G2-AS1	0.00255	0.00183	0
CSNK1G3	0.12619	0.17045	0.21816
CSNK2A1	0.12614	0.11876	0.21922
CSNK2A2	0.05856	0.06026	0.07157
CSNK2B	0.61114	0.42469	0.81546
CSPG4	0.00375	0.00491	0
CSPG5	0.0063	0	0
CSPP1	0.24328	0.17768	0.20082
CSRNP1	0.04197	0.15684	0.15537
CSRNP2	0.05597	0.02449	0.05766
CSRNP3	0.02626	0.00219	0
CSRP1	0.19272	0.14563	0.32166
CSRP2	0.2748	0.09149	0.00414
CSRP3	0.00718	0.00879	0.00224
CST1	0.05195	0.01252	0.00461
CST11	0.0074	0	0
CST2	0.00069	0	0
CST3	0.80997	0.71283	0.34331
CST4	0.00694	0.00108	0
CST7	0.01705	0.35441	0.51136
CSTA	0.03335	0.03513	0.02163
CSTB	0.41389	0.43439	0.32734
CSTF1	0.06156	0.0407	0.16747
CSTF2	0.03424	0.03869	0.16542
CSTF2T	0.04329	0.04553	0.00734
CSTF3	0.14187	0.07575	0.12932
CSTF3-DT	0.00285	0.00162	9e-04
CSTL1	0.00646	0.0039	0
CT55	0.00326	0.00498	0
CTAG2	0.00851	0.00515	0
CTAGE1	0.00075	0	0
CTAGE10P	0.00813	0.00267	0
CTAGE11P	0.00887	0.00291	0.01066
CTAGE7P	0.00085	0	0
CTAGE8	0.01088	0.00419	0
CTAGE9	0.00411	0.00037	0
LINC01933	0.00192	0	0
CTB-178M22.2	0.00404	0	0
LINC01947	0.00267	0.00131	0
CTBP1	0.38583	0.23619	0.28175
CTBP1-DT	0.05342	0.04155	0.02621
CTBP2	0.01589	0.07245	0.05882
CTBS	0.10357	0.08811	0.02523
CTC-338M12.4	0.0087	0.00711	0.00622
CTC1	0.09638	0.10652	0.16795
CTCF	0.25044	0.36452	0.88571
CTCFL	0.02705	0.02589	0.01166
LINC02113	0.00103	0.00046	0
CTD-2194D22.4	0.00071	7e-05	0.00144
CTD-2201I18.1	0.00331	0.00052	0.00175
CTD-2270F17.1	0.03645	0.02681	0.01995
CTD-2297D10.2	0.01988	0.00178	0
CTD-3080P12.3	0.00301	0.00326	0.00039
CTDNEP1	0.16048	0.32132	0.55466
CTDP1	0.0346	0.04303	0.06395
CTDSP1	0.35499	0.28221	0.54919
CTDSP2	0.22155	0.09753	0.1118
CTDSPL	0.1809	0.03053	0
CTDSPL2	0.12559	0.20175	0.384
CTGF	0.10548	0.00696	0
CTH	0.09683	0.0159	0.01061
CTHRC1	0.00977	0.00064	0
CTIF	0.08704	0.03605	0.00173
CTLA4	0.00824	0.17667	0.31531
CTNNA1	0.45919	0.20831	0.14632
CTNNA2	0.00692	0.00069	0
CTNNA3	0.0024	0.00134	0
CTNNAL1	0.06102	0.01384	0.1218
CTNNB1	0.4157	0.20637	0.09273
CTNNBIP1	0.04173	0.03447	0.02871
CTNNBL1	0.22763	0.25053	0.253
CTNND1	0.10397	0.09883	0.07393
CTNND2	0.0576	0.01096	0.00069
CTNS	0.18542	0.19599	0.13624
CTPS1	0.18126	0.11479	0.28398
CTPS2	0.06509	0.0222	0.03122
CTR9	0.41976	0.3251	0.56771
CTRL	0.00399	0.0202	0.00403
CTSA	1.26773	0.60695	0.40081
CTSB	1.88344	1.54011	0.69073
CTSC	0.12239	0.41058	0.46499
CTSD	2.35539	1.57644	0.70159
CTSF	0.4691	0.10039	0.00418
CTSH	0.34138	0.4848	0.46804
CTSK	0.02275	0.02312	0.00059
CTSL	0.19382	0.24704	0.05656
CTSO	0.07906	0.0543	0.00314
CTSS	0.29862	1.31204	0.67874
CTSV	0.02523	0.01074	0.01169
CTSW	0.00377	0.1204	0.12633
CTSZ	0.04954	0.0985	0.05696
CTTN	0.36894	0.09003	0.0356
CTTNBP2	0.00498	0.0134	0.00335
CTTNBP2NL	0.05588	0.09843	0.01013
CTU1	0.01015	0.0049	0.0234
CTU2	0.02216	0.01285	0.01327
CTXN2	0.00384	0.00041	0
CUBN	0.04589	0.0548	0.02375
CUEDC1	0.0644	0.0631	0.01794
CUEDC2	0.15791	0.13501	0.34273
CUL1	0.18912	0.19671	0.20973
CUL2	0.10822	0.07564	0.13309
CUL3	0.16506	0.16924	0.34444
CUL4A	0.18389	0.15781	0.13714
CUL4B	0.22355	0.17312	0.39524
CUL5	0.27134	0.19273	0.2185
CUL7	0.085	0.03867	0.01942
CUL9	0.12203	0.0914	0.05115
CUTA	1.17761	0.75742	0.87886
CUTC	0.09434	0.04189	0.19363
CUX1	0.36281	0.25799	0.23153
CUX2	0.05045	0.01495	0
CWC15	0.33878	0.25408	0.51329
CWC22	0.21157	0.19181	0.37586
CWC27	0.1428	0.15669	0.39492
CWF19L1	0.29813	0.28154	0.27273
CWF19L2	0.45313	0.40974	0.62396
CX3CL1	0.03087	0.00418	5e-04
CX3CR1	0.00261	0.00788	0.0042
CXADR	0.32499	0.05073	0.02181
CXADRP2	0.00062	0	0
CXCL1	0.00897	0.00295	0
CXCL10	0.20658	0.1392	0.03032
CXCL11	0.0319	0.01403	0
CXCL12	0.03277	0.02183	0.01829
CXCL13	0.00947	0.05695	0.12516
CXCL14	0.35702	0.25583	0.13169
CXCL16	0.16784	0.14655	0.03371
CXCL2	0.03907	0.09738	0
CXCL3	0.00277	0.03573	0.00076
CXCL6	0.00554	0.00035	0
CXCL9	0.05359	0.12413	0.0711
CXCR2	0.08974	0.07411	0.05203
CXCR2P1	0.00245	0.01519	0
CXCR3	0.0079	0.12292	0.1843
CXCR4	0.04389	0.77701	1.00664
CXCR5	0.00231	0.01116	0.02808
CXCR6	0.00315	0.11341	0.18826
CXXC1	0.18405	0.14878	0.20674
CXXC4	0.02463	0.00387	0.0183
CXXC5	0.43507	0.23512	0.1636
CXorf21	0.05276	0.0899	0.05652
BCLAF3	0.12887	0.11568	0.1599
CXorf36	0.0767	0.07973	0.04446
CXorf38	0.28836	0.34409	0.26683
CXorf40A	0.01698	0.08656	0.04949
CXorf40B	0.00995	0.01672	0.02148
CXorf56	0.1782	0.16354	0.1326
CXorf57	0.01592	0.00449	0.03449
CXorf65	0.0015	0.02236	0.0215
CXorf67	0.00227	0.00442	0
CYB561	0.09223	0.06837	0.00548
CYB561A3	0.12763	0.07652	0.13375
CYB561D1	0.0216	0.02454	0.00176
CYB561D2	0.08109	0.08352	0.11758
CYB5A	0.7903	0.18258	0.08378
CYB5B	0.18838	0.09852	0.13313
CYB5D1	0.04315	0.03848	0.02699
CYB5D2	0.11779	0.15175	0.16289
CYB5R1	0.25686	0.12527	0.03624
CYB5R2	0.00693	0.00115	0.0011
CYB5R3	0.52468	0.23189	0.25568
CYB5R4	0.05342	0.12156	0.1913
CYB5RL	0.05485	0.02078	0.01247
CYBA	0.10003	1.2449	1.14341
CYBB	0.03919	0.52394	0.16267
CYBRD1	0.02996	0.01391	0.0056
CYC1	0.54357	0.27797	0.64317
CYCS	0.50826	0.62546	0.83776
CYFIP2	0.13907	0.31484	0.82207
CYGB	0.00641	0.00401	0
CYHR1	0.26865	0.13521	0.05767
CYLC2	0.00163	0.002	0
CYLD	0.25126	0.425	0.5492
CYP11A1	0.01844	0.00405	0
CYP17A1	0.28444	0.12445	0.03585
CYP19A1	0.00364	0	0
CYP1A1	0.0096	0.00108	0
CYP1A2	0.05766	0.01406	0
CYP1B1	0.10966	0.03904	0
CYP20A1	0.86213	0.83662	0.71111
CYP21A2	0.02043	0.00031	0
CYP26B1	0.00536	0.00231	0
CYP27A1	0.43672	0.05816	0.01622
CYP27C1	0.11235	0.09404	0.08913
CYP2A6	0.02366	0.00514	0
CYP2A7	0.00196	0.00362	0
CYP2B6	0.1037	0.02232	0.04472
CYP2B7P	0.07691	0.02988	0.00503
CYP2C18	0.20407	0.04647	0.0111
CYP2C19	0.02384	0.00249	0
CYP2C8	0.74212	0.09051	0.0503
CYP2C9	0.08765	0.01778	0
CYP2E1	1.20909	0.18071	0.0982
CYP2J2	0.0964	0.01415	0.00227
CYP2R1	0.08716	0.05277	0.05001
CYP2S1	0.01159	0.02668	0.01612
CYP2U1	0.02812	0.01462	0.00017
CYP2W1	0.03094	0.03966	0.02513
CYP39A1	0.01885	0.00486	0
CYP3A4	0.17809	0.06029	0.05515
CYP3A43	0.04468	0.01377	0.00893
CYP3A5	1.06393	0.20881	0.06073
CYP3A7	0.33703	0.06426	0.00712
CYP46A1	0.00381	0.00022	0
CYP4A11	0.37496	0.05053	0.01743
CYP4A22	0.03919	0.00543	0
CYP4F11	0.12544	0.0286	0.01283
CYP4F12	0.31484	0.03583	0.00146
CYP4F2	0.18059	0.0199	0.00158
CYP4F22	0.06016	0.01903	0
CYP4F3	0.1877	0.04605	0.00843
CYP4V2	0.25738	0.10278	0.06038
CYP4X1	0.01042	0.00072	0
CYP51A1	0.77891	0.25506	0.20788
CYP7A1	0.22447	0.03593	0.00917
CYP7B1	0.07356	0.01516	0.00228
CYP8B1	0.41026	0.0498	0.03745
CYR61	0.03115	0.00113	0
CYSLTR1	0.0031	0.07739	0.04647
CYSLTR2	0.00028	0.01401	0.00098
CYSTM1	0.38872	0.15241	0.05772
CYTH1	0.20737	0.39924	0.39677
CYTH2	0.08104	0.06577	0.09962
CYTH3	0.04981	0.03122	0
CYTH4	0.02273	0.38998	0.16445
CYTIP	0.01004	0.30366	0.44543
D2HGDH	0.26235	0.10334	0.14004
DAAM1	0.33599	0.16964	0.2714
DAAM2	0.01746	0.00367	0.02554
DAB2	0.13756	0.45829	0.08365
DAB2IP	0.04077	0.0443	0.03046
DACT2	0.00311	0	0
DAD1	0.62156	0.55653	0.80488
DAG1	0.205	0.04804	0.04844
DAGLA	0.01272	0.01115	0
DAGLB	0.04641	0.04136	0.04706
DALRD3	0.12959	0.05602	0.13119
DANCR	0.11623	0.22535	0.28368
DAND5	0.00545	0.00723	0.00582
DAO	0.06595	0.01229	0.00037
DAP	0.31443	0.13378	0.13273
DAP3	0.39918	0.26095	0.2944
DAPK1	0.06033	0.06785	0
DAPK2	0.07612	0.08526	0.12982
DAPK3	0.03554	0.02347	0.00357
DAPP1	0.03297	0.13715	0.08809
DARS	0.38915	0.44173	0.77745
DARS2	0.05913	0.0302	0.10439
DAW1	0.00233	0.00145	0.0029
DAXX	0.16237	0.17764	0.31972
DAZAP1	0.24494	0.17902	0.63848
DAZAP2	0.54718	0.6288	0.49255
DBF4	0.07496	0.18074	0.61807
DBF4B	0.01807	0.00817	0.04912
DBH-AS1	0.0974	0.02059	0.00266
DBI	0.65413	0.51006	0.75226
DBIL5P2	0.00979	0.0065	0.0048
DBN1	0.04084	0.01996	0.01093
DBNDD1	0.12222	0.04047	0.01119
DBNL	0.20839	0.34816	0.65543
DBP	0.04996	0.04753	0.03933
DBR1	0.04184	0.03587	0.04463
DBT	0.51431	0.36651	0.32401
DCAF10	0.40922	0.39319	0.31102
DCAF11	0.46633	0.32687	0.44068
DCAF12	0.0693	0.11993	0.12718
DCAF13	0.14202	0.11647	0.25233
DCAF13P3	0.00369	0.00178	0
DCAF15	0.00189	0.00241	0.00419
DCAF16	0.29851	0.22555	0.34717
DCAF17	0.10256	0.06209	0.04625
DCAF4	0.04183	0.02805	0.02986
DCAF4L1	0.01226	0.00335	0
DCAF4L2	0.13224	0.05105	0.0174
DCAF5	0.20241	0.18594	0.17597
DCAF6	0.31704	0.13668	0.07689
DCAF7	0.66635	0.72018	1.05346
DCAF8	0.62127	0.26558	0.30682
DCAF8L2	0.00464	0.003	0.00142
DCAKD	0.11178	0.05422	0.05142
DCBLD1	0.02433	0.02139	0.02371
DCBLD2	0.10058	0.01299	0.00234
DCDC1	0.00159	0.00106	0
DCDC2	0.0843	0.03892	0.01586
DCHS1	0.00259	0.00282	0
DCHS2	0.00494	0.00113	0
DCK	0.01578	0.04961	0.11031
DCLRE1A	0.03714	0.03056	0.01393
DCLRE1B	0.01248	0.00351	0.09111
DCLRE1C	0.62994	0.64758	0.66365
DCN	0.00176	0	0
DCP1B	0.10267	0.07084	0.11925
DCP2	0.21741	0.35467	0.93435
DCPS	0.1595	0.05355	0.08429
DCST2	0.00068	0.00087	0
DCT	0.00856	0.00432	0.00425
DCTD	0.05397	0.04786	0.06851
DCTN1	0.40105	0.34407	0.40481
DCTN2	0.30382	0.2602	0.42433
DCTN3	0.08001	0.11007	0.43947
DCTN4	0.20061	0.14074	0.15277
DCTN5	0.29601	0.32708	0.40173
DCTN6	0.02914	0.03125	0.03183
DCTPP1	0.11706	0.09512	0.2828
DCUN1D1	0.22886	0.13536	0.25668
DCUN1D2	0.16151	0.12158	0.11801
DCUN1D3	0.02063	0.02947	0.02295
DCUN1D4	0.27782	0.09142	0.04772
DCUN1D5	0.10183	0.07099	0.10732
DCX	0.0036	0.0048	0.00443
DCXR	1.71183	0.46108	0.7599
DDA1	0.09046	0.09173	0.18435
DDAH1	0.5267	0.15563	0.02084
DDAH2	0.2766	0.26806	0.11803
DDB1	0.47376	0.29072	0.43405
DDB2	0.06397	0.10183	0.41139
DDC	0.11205	0.04162	0.00912
DDHD1	0.15042	0.24219	0.35171
DDHD2	0.04407	0.08209	0.03988
DDI2	0.04291	0.01712	0.00386
DDIT3	0.41034	0.22408	0.163
DDIT4	0.25955	0.31828	0.29985
DDO	0.03431	0.00107	0
DDOST	0.26243	0.22142	0.19586
DDR1	0.07216	0.03565	0
DDR2	0.00725	0.00967	0.01813
DDRGK1	0.22647	0.22682	0.33993
DDT	0.58435	0.25076	0.56488
DDTL	0.00607	0.00227	0.00736
DDX1	0.39029	0.35037	0.6551
DDX10	0.24267	0.18587	0.33662
DDX11	0.06305	0.02804	0.15054
DDX11-AS1	0.00211	0	0.00277
DDX11L2	0.00117	0.00029	0
DDX12P	0.00966	0.01326	0.05587
DDX17	0.77696	1.04656	0.95903
DDX18	0.36845	0.44185	0.62734
DDX19A	0.10105	0.11253	0.15557
DDX19B	0.0614	0.07713	0.12562
DDX20	0.04524	0.03876	0.09315
DDX21	0.41693	0.54503	0.8065
DDX23	0.22556	0.15716	0.4724
DDX24	0.45131	0.9749	1.16089
DDX27	0.32871	0.37096	0.6626
DDX28	0.03282	0.01646	0.06109
DDX31	0.04411	0.05984	0.01429
DDX39A	0.1156	0.18654	0.69746
DDX39B-AS1	0.00312	0.00244	0.00593
DDX3X	0.44205	0.86898	1.0666
DDX3Y	0.1209	0.24884	0.02995
DDX41	0.25	0.19032	0.24921
DDX42	0.22891	0.19639	0.31639
DDX43	0.03285	0.01068	0
DDX46	0.51284	0.52197	1.00232
DDX47	0.05588	0.06874	0.08419
DDX49	0.19797	0.1095	0.25631
DDX5	1.04242	2.07063	2.02473
DDX50	0.15151	0.12988	0.28059
DDX51	0.4352	0.36675	0.28415
DDX54	0.20852	0.15645	0.14596
DDX55	0.23872	0.17668	0.308
DDX56	0.21387	0.14443	0.37077
DDX58	0.04647	0.10413	0.05338
DDX59	0.07726	0.08804	0.08357
DDX6	0.3389	0.51598	0.79895
DDX60	0.04505	0.08194	0.20519
DDX60L	0.04516	0.12971	0.10321
DEAF1	0.04797	0.03974	0.06528
DECR1	0.34777	0.2359	0.43154
DECR2	0.18457	0.03233	0.01606
DEDD	0.12529	0.07938	0.13553
DEDD2	0.11347	0.22019	0.16514
DEF6	0.01438	0.27584	0.5036
DEF8	0.10823	0.10951	0.21721
DEFB1	0.09546	0.01739	0.00128
DEGS1	0.11235	0.10422	0.13101
DEK	0.70292	0.77826	2.02418
DENND1A	0.08986	0.07763	0.09637
DENND1B	0.16067	0.17818	0.24979
DENND1C	0.01716	0.11484	0.29267
DENND2A	0.31589	0.28843	0.21583
DENND2C	0.02857	0.00396	0.01095
DENND2D	0.04795	0.30378	0.45213
DENND3	0.00663	0.12339	0.10638
DENND4A	0.67583	0.55624	0.50943
DENND4B	0.14396	0.18332	0.21541
DENND4C	0.28051	0.35098	0.19314
DENND5A	0.08428	0.04879	0.0103
DENND5B	0.38076	0.33645	0.18663
DENND6A	0.1329	0.14173	0.1326
DENND6B	0.0181	0.05231	0.04992
DENR	0.37492	0.22775	0.36665
DEPDC1	0.02831	0.01013	0.28947
DEPDC1B	0.01424	0.01281	0.26094
DEPDC4	0.20099	0.22693	0.13766
DEPDC5	0.05309	0.05222	0.05143
DEPDC7	0.12113	0.02571	0.00716
DEPTOR	0.03508	0.01738	0.00056
DERA	0.07746	0.03903	0.0612
DERL1	0.20324	0.23821	0.35153
DERL2	0.18871	0.17562	0.30404
DERL3	0.02697	0.32067	0.11869
DESI1	0.39754	0.31909	0.24331
DESI2	0.10473	0.05164	0.14687
DET1	0.00886	0.00464	0.00056
DEXI	0.08404	0.04956	0.10505
DFFA	0.51842	0.46589	0.39559
DFFB	0.01577	0.02388	0.02918
GSDME	0.04364	0.0172	0.01021
PJVK	0.036	0.0052	0.02056
DGAT1	0.38836	0.20406	0.20886
DGAT2	0.35677	0.06805	0.03881
DGCR11	0.01538	0.00767	0.0072
ESS2	0.05255	0.08444	0.10861
DGCR2	0.20595	0.11233	0.08607
DGCR5	0.00947	0.00525	0
DGCR6	0.0698	0.02887	0.00339
DGCR6L	0.14896	0.14589	0.21557
DGCR8	0.105	0.09986	0.16282
DGKA	0.02364	0.20932	0.54921
DGKB	0.17316	0.1552	0.10853
DGKD	0.07431	0.15251	0.2071
DGKE	0.09524	0.12254	0.10543
DGKG	0.02667	0.01029	0
DGKH	0.6532	0.67461	0.71099
DGKI	0.00087	0.00796	0
DGKQ	0.09993	0.06271	0.05182
DGKZ	0.03654	0.10307	0.17213
DGUOK	0.12151	0.12372	0.28027
DGUOK-AS1	0.00252	0.00416	0
DHCR24	1.98059	0.44986	0.38139
DHCR7	0.46213	0.07503	0.05111
DHDDS	0.08629	0.04995	0.02414
DHDH	0.00885	0.00167	0
DHFR	0.25308	0.08158	0.77304
DHH	8e-04	0.00496	0.00026
DHODH	0.1474	0.0887	0.12083
DHPS	0.09708	0.1236	0.15232
DHRS1	0.1976	0.10692	0.05677
DHRS12	0.11503	0.05114	0.09059
DHRS13	0.10412	0.06184	0.05083
DHRS2	0.2359	0.12951	0.03598
DHRS3	0.70448	0.19243	0.1566
DHRS4	0.06304	0.07345	0.13736
DHRS4-AS1	0.2131	0.16937	0.19765
DHRS4L2	0.09841	0.05213	0.05438
DHRS7	0.5617	0.31624	0.19625
DHRS7B	0.02604	0.0213	0.00096
DHRS9	0.00218	0.02939	0.03909
DHTKD1	1.03611	0.4758	0.35688
DHX15	0.19174	0.15628	0.36024
DHX16	0.15374	0.13523	0.24764
DHX29	0.28624	0.18176	0.28969
DHX30	0.19231	0.1599	0.23962
DHX32	0.06476	0.02608	0.03973
DHX33	0.15284	0.08206	0.19591
