CD8T	Malignant	Mono/Macro	Tprolif	B
FBLL1	0.00012	0.04863	2e-04	0.00399	0.00276
FBLN1	0.00216	0.09678	0.01914	0	0.00299
FBLN5	0.01289	0.02337	5e-04	0	0
FBLN7	0.02384	0.02635	0.00462	0.02683	0.00807
FBN1	0.00247	0.01917	0.01115	0.07427	0.00581
FBP1	0.04585	0.33441	0.19454	0.01349	0.03503
FBRS	0.07488	0.05799	0.0647	0.19582	0.10169
FBRSL1	0.03928	0.11341	0.08404	0.01435	0.0573
FBXL12	0.02012	0.02496	0.02568	0.01053	0.02047
FBXL13	0.0878	0.07552	0.11086	0.07049	0.08853
FBXL14	0	0.00249	0	0	0
FBXL15	0.15075	0.11312	0.10588	0.19599	0.14505
FBXL17	0.10262	0.07453	0.06267	0.03527	0.04776
FBXL18	0.42689	0.49316	0.51119	0.36496	0.47076
FBXL19	0.01194	0.01156	0.00415	0.00273	0.00054
FBXL19-AS1	0.14947	0.18819	0.16377	0.14332	0.15398
FBXL2	0.00178	0.00976	0.00163	0	0
FBXL20	0.39945	0.41996	0.4439	0.29591	0.46747
FBXL21	0	0.006	0	0	0
FBXL22	0.00237	0.00639	0.0021	0.01239	0.04507
FBXL3	0.08858	0.05692	0.1142	0.09341	0.09063
FBXL4	0.05931	0.09079	0.07274	0.06728	0.0504
FBXL5	0.18837	0.20716	0.14386	0.14021	0.10031
FBXL6	0.00139	0.00443	0.00273	0.00342	0.00489
FBXL7	0	0.02108	0.00465	0.00044	0
FBXL8	0.00818	0.00234	0.00157	0	0.012
FBXO10	0.00213	0.00889	0.01423	0.02894	0.04584
FBXO11	0.0994	0.16941	0.22143	0.23525	0.18105
FBXO15	0	0.00725	0.00202	0	0
FBXO16	0	0.0095	0	0.01808	0.03069
FBXO17	0.05103	0.23948	0.07061	0.04672	0.02451
FBH1	0.08734	0.18321	0.16001	0.19614	0.62891
FBXO2	0.05672	0.18985	0.06411	0.04988	0.05899
FBXO21	0.1252	0.15784	0.09688	0.13497	0.12719
FBXO22	0.05538	0.10457	0.03867	0.08047	0.00997
FBXO24	0	0.00336	0.00552	0.00343	0.00066
FBXO25	0.09547	0.11057	0.10286	0.13573	0.11412
FBXO27	0.25362	0.4215	0.37877	0.24426	0.36631
FBXO28	0.05285	0.08443	0.03223	0.07738	0.0518
FBXO3	0.02879	0.05647	0.01779	0.04829	0.01768
FBXO30	0.05445	0.04483	0.04887	0.06372	0.01848
FBXO31	0.09605	0.42475	0.09783	0.14189	0.03672
FBXO32	0.13991	0.06983	0.03323	0.10377	0.10782
FBXO33	0.13447	0.08947	0.05599	0.18416	0.11224
FBXO34	0.09829	0.06026	0.05182	0.13346	0.06691
FBXO36	0.01381	0.01613	0.01549	0.00319	0
FBXO38	0.12874	0.1152	0.06008	0.05351	0.09626
FBXO4	0.01956	0.06153	0.01135	0.03816	0.01423
FBXO40	0.00099	0.00146	0.00766	0.00107	0.00045
FBXO41	0.03484	0.00963	0.02714	0.02894	0.05372
FBXO42	0.06551	0.09159	0.11349	0.12789	0.11008
FBXO43	0.0028	0.01808	0.01192	0.06535	0.01223
FBXO44	0.04938	0.11659	0.07103	0.03134	0.05221
FBXO45	0.06036	0.10678	0.05488	0.08818	0.04534
FBXO46	0.0622	0.0324	0.01231	0.05763	0.04503
FBXO48	0.07922	0.06961	0.06583	0.10109	0.11237
FBXO5	0.04028	0.01746	0.00905	0.61255	0.03108
FBXO6	0.22989	0.18993	0.226	0.26622	0.1928
FBXO7	0.272	0.41225	0.23008	0.32834	0.26629
FBXO8	0.03302	0.03278	0.02257	0.00915	0.03537
FBXO9	0.26043	0.51645	0.24644	0.26996	0.32462
FBXW10	0	0.00828	0.00241	0	0.01099
FBXW11	0.1613	0.21578	0.10859	0.12295	0.15915
FBXW2	0.13278	0.11707	0.10992	0.10774	0.06734
FBXW4	0.11558	0.10682	0.04268	0.07746	0.08386
FBXW4P1	0.0188	0.01233	0.00455	0	0.00373
FBXW5	0.44002	0.36921	0.33039	0.60897	0.45847
FBXW7	0.34808	0.19165	0.19452	0.48041	1.35444
FBXW8	0.04059	0.04156	0.06701	0.04435	0.04473
FBXW9	0.01246	0.0295	0.01533	0.05487	0.02634
FCAMR	0.00535	0.0195	0.01968	0	0.00421
FCAR	0.00789	0.01522	0.045	0.00762	0.03178
FCER1A	0	0.00035	0.02463	0.00399	0
FCER1G	0.24847	0.04297	1.04226	0.16993	0.05428
FCF1	0.20707	0.23748	0.22151	0.28235	0.18888
FCF1P2	0.02781	0.03342	0.08236	0.00171	0.00939
FCGR1A	0.00593	0.00628	0.12957	0.00252	0.00531
FCGR1B	0.00337	0.00072	0.01336	0	0
FCGR2A	0.0047	0.01387	0.58048	0.00475	0.0514
FCGR2B	0.01751	0.00732	0.16004	0.03072	0.21441
FCGR2C	0.00081	0.00118	0.09174	0.00493	0.06109
FCGR3A	0.08623	0.0201	0.55031	0.06054	0.00654
FCGRT	0.14827	0.51727	1.39273	0.15443	0.24774
FCHO1	0.03061	0.00276	0.00734	0.00443	0.01891
FCHO2	0.0292	0.10528	0.58744	0.01849	0.0336
FCHSD1	0.05697	0.02724	0.05034	0.03373	0.03672
FCHSD2	0.13898	0.10708	0.3605	0.29136	0.69645
FCN1	0.34852	0.34341	0.47083	0.18612	0.33728
FCRL1	0.00255	0.00044	0	0.01961	0.0256
FCRL2	0.00034	0.00191	0	0.00078	0.06488
FCRL3	0.50487	0.01191	0.00362	0.25903	0.18342
FCRL4	5e-04	0.00116	0.00042	0.02728	0.02793
FCRL5	0.00934	0.0043	0.006	0.09469	0.56933
FCRL6	0.05484	0.00047	0.00233	0.13739	0.02797
FCRLA	0.00241	0.00079	0.00132	0.04638	0.10292
FCRLB	0.00453	0.00193	0	0	0.00066
FDFT1	0.18722	0.22262	0.09757	0.34293	0.11903
FDPS	0.28186	0.77011	0.29698	0.67526	0.47948
FDPSP2	0.28956	0.31162	0.32399	0.23193	0.31013
FDX1	0.05601	0.12995	0.09875	0.11446	0.08621
FDX2	0.01966	0.05247	0.06617	0.08785	0.04455
FDXACB1	0.02196	0.02371	0.01272	0.03129	0.00358
FDXR	0.03582	0.03118	0.02335	0.165	0.02203
FECH	0.08806	0.10169	0.07222	0.15549	0.04141
FEM1A	0.04828	0.0452	0.03867	0.07389	0.04772
FEM1B	0.14623	0.30069	0.26654	0.10063	0.15057
FEM1C	0.04718	0.05792	0.09813	0.04118	0.05026
FEN1	0.02845	0.05711	0.01925	0.20622	0.01148
FENDRR	0.09659	0.11533	0.08206	0.05169	0.1108
FER	0.09564	0.18473	0.21039	0.16842	0.19526
FER1L4	0.02339	0.05534	0.01835	0.10041	0.45722
FER1L6	0	0.01593	0	0	0
FERMT1	0.00453	0.07601	0.02203	0	0.00208
FERMT2	0.04689	0.16734	0.04779	0.00885	0.00433
FERMT3	0.23149	0.01752	0.37798	0.33086	0.07605
FES	0.03246	0.02415	0.13103	0.01263	0.04655
FETUB	0.01708	0.14862	0.02487	0	0.00262
FEZ1	0.00215	0.0068	0.02708	0	0.00705
FEZ2	0.07488	0.15759	0.24319	0.06735	0.10468
FEZF1-AS1	0.00022	0.00624	0.00059	0	0
FFAR2	0.05944	0.06257	0.06603	0.06021	0.07251
FFAR4	0.07089	0.10168	0.08031	0.0458	0.07926
FGA	0.52584	2.2587	0.90499	0.10558	0.09616
FGB	0.49251	1.9045	0.80368	0.26188	0.15228
FGD1	0	0.00596	0.00038	0.00277	0.00336
FGD2	0.00839	0.0043	0.22845	0.07447	0.10871
FGD3	0.30377	0.014	0.08242	0.37182	0.20402
FGD4	0.13823	0.24385	0.3439	0.11302	0.25619
FGD5	0.00112	0.06456	0.044	0.00896	0
FGD5-AS1	0.3233	0.36676	0.38949	0.3717	0.22905
FGD6	0.08739	0.18757	0.20863	0.12472	0.10965
FGF1	0	0.00473	0.00079	0	0
FGF11	0.00227	0.00388	0.01362	0	0.0046
FGF12	0.00116	0.02932	0	0	0.00227
FGF13	0.00058	0.02529	0.02431	0	0.00125
FGF13-AS1	0.00244	0.00051	0.00021	0	0.00051
FGF14	0	0.00451	0.00085	0	0.00172
FGF18	0	0.00197	0	0	0.02663
FGF19	0.00345	0.0059	0.00156	0	0
FGF2	0.00871	0.01946	0.0046	0.00314	0.00899
FGF21	0.00154	0.04853	0.01921	0	0
FGF5	0.01538	0.00819	0.01087	0.0129	0.00131
FGFBP3	0.01072	0.0083	0.00914	0.00129	0.01199
FGFR1	0.05331	0.01822	0.04409	0.04528	0.01222
FGFR1OP	0.06115	0.17043	0.06227	0.17127	0.0629
FGFR1OP2	0.34848	0.09512	0.14958	0.38052	0.576
FGFR2	0.11685	0.17824	0.11925	0.05922	0.07396
FGFR3	0.05586	0.50678	0.10994	0.00141	0.00106
FGFR4	0.01845	0.19281	0.04704	0.00129	0.00538
FGFRL1	0.01916	0.19535	0.03674	0.00247	0.01477
FGG	0.35909	1.94821	0.78955	0.13873	0.06605
FGGY	0.03752	0.24986	0.15759	0.07921	0.04382
FGL1	0.11118	0.49435	0.14518	0.01354	0.03845
FGL2	0.15069	0.09439	1.31052	0.37724	0.14788
FGR	0.08992	0.0126	0.26588	0.10185	0.07991
FH	0.09535	0.2694	0.12465	0.13805	0.07328
FHAD1	0.04425	0.05393	0.03448	0.01836	0.05737
FHDC1	0.00088	0.00593	0.00949	0.00042	0.00494
FHIT	0.0966	0.19073	0.12344	0.03503	0.0966
FHL1	0.02111	0.01894	0.00826	0.06366	0.01061
FHL2	0.00217	0.00586	0.00212	0.02915	0
FHL3	0.04946	0.02816	0.0299	0.0419	0.00534
FHL5	0.00746	0.00747	0.00152	0.01187	0.00298
FHOD1	0.05922	0.01839	0.1475	0.09678	0.07274
FHOD3	0	0.01208	0	0.00516	0
FIBP	0.27735	0.29406	0.22132	0.54422	0.24522
FICD	0.0024	0.03655	0.0354	0.00676	0.11463
FIG4	0.03773	0.04903	0.08654	0.02802	0.01957
FIGN	0	0.0691	0.00689	0	0
FIGNL1	0.06892	0.0894	0.09108	0.16006	0.03714
FILIP1	0.06794	0.08095	0.06339	0.05619	0.05358
FILIP1L	0.03003	0.02254	0.09862	0.00045	0.00209
FIP1L1	0.38283	0.18009	0.26914	0.4868	0.2291
FIS1	0.57547	0.6798	0.42934	0.56094	0.71497
FITM1	0	0.00515	0.0018	0.02942	0.00138
FITM2	0.31377	0.39693	0.38504	0.27974	0.38027
FIZ1	0.0135	0.05871	0.02723	0.01918	0.05013
FJX1	0	0.00588	0	0.00839	0
FKBP10	0	0.00466	0	0	0
FKBP11	0.19954	0.1281	0.05541	0.6067	1.75434
FKBP14	0.38038	0.4215	0.47229	0.24767	0.58395
FKBP15	0.12409	0.09736	0.42449	0.29957	0.06089
FKBP1A	0.33455	0.33827	0.51809	0.62965	0.33116
FKBP1B	0.01574	0.0162	0.0185	0.04448	0
FKBP2	0.35342	0.80652	0.50996	0.75273	1.83001
FKBP3	0.27047	0.27635	0.2413	0.54995	0.25564
FKBP4	0.09379	0.20152	0.14665	0.11884	0.06759
FKBP5	1.2268	0.56282	0.55745	1.37297	1.04025
FKBP7	0.01354	0.0267	0.00739	0.00769	0.0163
FKBP8	0.02157	0.01871	0.04826	0.03788	0.01068
FKBP9	0.01415	0.05124	0.0412	0.01326	0.00359
FKBPL	0.01776	0.02653	0.01001	0.04077	0.01498
FKRP	0.04853	0.06396	0.05415	0.05206	0.08701
FKTN	0.03942	0.08098	0.0841	0.0325	0.05383
FLAD1	0.11442	0.23312	0.13066	0.27622	0.13072
FLCN	0.02156	0.04542	0.04434	0.03043	0.03768
FLG-AS1	0.01421	0.00848	0.0017	0	0
FLG2	0.13826	0.14809	0.12156	0.10414	0.15513
FLI1	0.19291	0.0182	0.1318	0.16439	0.18825
FLII	0.18367	0.11066	0.28163	0.45834	0.14848
LINC01973	0.06109	0.08227	0.08621	0.04014	0.06433
FLNA	0.26839	0.03646	0.12704	0.48389	0.14318
FLNB	0.11737	0.49937	0.1589	0.1284	0.05798
FLNB-AS1	0.02595	0.05404	0.01405	0.04302	0.02221
FLNC	0.11312	0.14847	0.14043	0.00154	0
FLOT1	0.05074	0.28088	0.13266	0.13394	0.12071
FLOT2	0.26728	0.18785	0.11379	0.45321	0.24905
FLRT3	0.00447	0.02467	0.00367	0	0
FLT1	0.11987	0.11511	0.13366	0.12143	0.15785
FLT3	0.00965	0.00108	0.02211	0.06045	0.04131
FLT3LG	0.08892	0.02065	0.0152	0.08344	0.0091
FLT4	0.01202	0.00704	0	0	0.00731
FLVCR1	0.81707	0.91123	0.96324	0.69594	0.92318
FLVCR1-DT	0.00653	0.03245	0.00336	0.0248	0.00398
FLVCR2	0.00482	0.02871	0.07566	0.03433	0.00334
FLYWCH1	0.03142	0.04257	0.03241	0.022	0.01739
FLYWCH2	0.03122	0.01955	0.0064	0.04157	0.00306
FMN1	0.02991	0.03818	0.21004	0.02587	0.00824
FMN2	0	0.01691	0	0	0
FMNL1	0.107	0.00179	0.05425	0.13423	0.05741
FMNL2	0.01092	0.03231	0.45188	0.01823	0.06645
FMNL3	0.11461	0.01548	0.07363	0.08122	0.0351
FMO1	0.00052	0.00963	0.0012	0.00086	0.00706
FMO3	0.07851	0.41782	0.06474	0.02928	0.06486
FMO4	0.01128	0.10466	0.01381	0.01105	0.00188
FMO5	0.09762	0.89023	0.16888	0.01331	0.02147
FMOD	0	0.00838	0.00168	0	0
FMR1	0.23125	0.47144	0.25846	0.18309	0.21471
FMR1-AS1	0.00796	0.0112	0.00209	0.00085	0
FN1	0.57661	2.07554	1.21188	0.14349	0.12803
FN3K	0.00081	0.015	0	0	0
FN3KRP	0.03116	0.1046	0.07458	0.09949	0.0651
FNBP1	0.87599	0.15007	0.68602	0.98894	0.49947
FNBP1L	0.05473	0.26155	0.06824	0.01602	0.03059
FNBP4	0.54514	0.36391	0.34671	0.5728	0.49496
FNDC3A	0.24418	0.3084	0.28738	0.38405	0.9671
FNDC3B	0.18126	0.76519	0.28368	0.12243	0.96071
FNDC4	0.01858	0.06095	0.00883	0.00185	0.00057
FNDC5	0.01237	0.0238	4e-04	0.00294	0.00179
FNIP1	0.10798	0.23814	0.17654	0.16066	0.15856
FNIP2	0.10801	0.26075	0.203	0.05521	0.01167
FNTA	0.13088	0.11347	0.10118	0.25774	0.15052
FNTB	0	0.00316	0.01549	0	0
FOCAD	0.01753	0.04352	0.00892	0.0428	0.04623
FOLH1	9e-04	0.00293	0	0	0
FOLR1	0	0.00232	0.00088	0	0
FOLR2	9e-04	0.01497	0.51266	0.02486	0.00892
FOPNL	0.08259	0.07817	0.04095	0.10755	0.04274
FOS	1.62219	0.13489	1.88528	1.78496	1.99329
FOSB	1.5816	0.12322	1.51315	1.48025	2.20213
FOSL1	0	0.01802	0.0096	0.00333	0.01579
FOSL2	0.05127	0.05506	0.05035	0.0295	0.01094
FOXA1	0.0036	0.08455	0.0189	0.00243	0.00357
FOXA2	0.02191	0.29501	0.05265	0.00094	0.01864
FOXA3	0.03267	0.09011	0.0484	0.00239	0
FOXC1	0.0165	0.03192	0.00524	0.00228	0.00891
FOXD2	0	0.03061	0.00773	0	0
FOXD2-AS1	0.00808	0.00268	0.00304	0.00083	0
FOXH1	0.00097	0.00399	0.00039	0.00119	0.00258
FOXJ1	0.00858	0.00113	0.00307	0	0.00088
FOXJ2	0.09135	0.04214	0.09152	0.04904	0.01144
FOXJ3	0.231	0.16086	0.12758	0.32562	0.20598
FOXK1	0.1637	0.19462	0.18264	0.10416	0.15796
FOXK2	0.09234	0.17848	0.14435	0.08862	0.16869
FOXM1	0.02779	0.06859	0.03301	0.92054	0.01147
FOXN2	0.28127	0.29024	0.29643	0.42776	0.11005
FOXN3	0.64257	0.6925	0.55609	0.58044	0.42932
FOXN3-AS1	0.00303	0.01698	0.00626	0.06867	0.02171
FOXN4	0.01133	0.01839	0.00707	0	0
FOXO1	0.48669	0.17364	0.11938	0.5751	0.35181
FOXO3	0.23735	0.43627	0.42781	0.22046	0.69628
FOXO3B	0.10178	0.08529	0.11683	0.06823	0.0875
FOXO4	0.00417	0.02054	0.01823	0.03339	0.00203
FOXO6	0.00136	0.01014	0.00367	0	0
FOXP1	0.78703	0.71426	0.58117	0.70159	0.30171
FOXP1-AS1	0.00402	0.00259	0.00096	0	0.0166
FOXP2	0.00021	0.00993	0	0.00063	0.00053
FOXP3	0.26756	0.00827	0.02049	0.04099	0.03651
FOXP4	0.01422	0.06293	0.0176	0.01342	0.01703
FOXQ1	0.00369	0.1395	0.05629	0	0
FOXRED1	0.06497	0.20651	0.09437	0.15954	0.0563
FOXRED2	0.21067	0.42078	0.35309	0.09183	0.12007
FPGS	0.07461	0.08343	0.10983	0.08257	0.08309
FPGT	0.00454	0.06452	0.01934	0	0.00678
FPR1	0	0.0013	0.16752	0.00077	0
FPR3	0.00023	0.00663	0.25395	0.00818	0
FRA10AC1	0.21172	0.36222	0.26338	0.33081	0.2367
FRAS1	0.00084	0.03576	0.03328	0	0
FRAT1	0.03869	0.09242	0.0766	0.0234	0.01073
FRAT2	0.07241	0.06807	0.05193	0.03646	0.02579
FREM1	0.00159	0.00751	0.00455	0	0
FREM2	0.00088	0.00123	0.00396	0	0
FRG1	0.26036	0.21826	0.1879	0.54425	0.23596
FRK	0.00587	0.06585	0.01667	0.00144	0.03667
FRMD1	0	0.0172	0.00134	0	0.00116
FRMD3	0.01595	0.01434	0.00133	0.00063	0.00727
FRMD4A	0.02811	0.06778	0.26295	0.04124	0.00659
FRMD4B	0.04355	0.0842	0.40953	0.05453	0.05334
FRMD6	0.00205	0.02849	0.01342	0.00144	0
FRMD8	0.05316	0.06044	0.0467	0.04365	0.03468
FRMD8P1	0.00387	0.00414	0.00609	0.00017	0.003
FRMPD1	0.00175	0.00208	0	0	0
FRRS1	0.02336	0.08242	0.0544	0.00345	0.02664
FRRS1L	0.13747	0.1584	0.15395	0.10297	0.17643
FRS2	0.06035	0.15053	0.13546	0.06424	0.0481
FRS3	0.00381	0.00515	3e-04	0	0
FRY	0.00766	0.09845	0.03929	0.02121	0.00345
FRY-AS1	0.03395	0.08815	0.04862	0.03594	0.06177
FRYL	0.44474	0.22435	0.13262	0.35565	0.23525
FRZB	0.00137	0.00926	0.0076	0.00908	0
FSCN1	0.01634	0.02143	0.21348	0.01067	0.00799
FSD1	0.01725	0.00175	0.00022	0.02287	0
FSD1L	0.0176	0.0255	0.02641	0.02904	0.01127
FSD2	0.17026	0.17045	0.27748	0.10884	0.17236
FSIP1	0.01964	0.02079	0.00958	0.01301	0.00139
FSIP2	0.00969	0.08606	0.01747	0	0.0041
FST	0.14593	0.59463	0.20735	0.0232	0.00337
FSTL1	0	0.00414	0	0	0
FSTL3	0.00349	0.01221	0.00253	0	0.00728
FSTL4	0.00458	0.01095	0	0	0.00109
FSTL5	0	0.00223	0.00095	0	0
FTCD	0.12161	0.69922	0.23934	0.04471	0.0385
FTCDNL1	0	0.00593	0.00572	0.00202	0
FTH1	2.39103	3.35004	3.91335	2.38744	1.9807
FTH1P3	0.011	0.0163	0.01309	0.00127	0.0107
FTL	3.16854	4.59923	5.09795	2.8055	3.33149
FTLP10	0.00027	0.00223	0.00275	0.00057	0.00529
FTO	0.07748	0.0773	0.04307	0.05015	0.06677
FTSJ1	0.08139	0.09275	0.02967	0.12112	0.10947
FTSJ3	0.0773	0.14793	0.11385	0.18626	0.13124
FTX	0.0038	0.04359	0.03174	0.05751	0.05384
FUBP1	0.39812	0.23222	0.21921	0.86692	0.2831
FUBP3	0.04536	0.10736	0.07671	0.13741	0.08059
FUCA1	0.04897	0.14051	0.24618	0.06116	0.02609
FUCA2	0.09931	0.36824	0.17635	0.04124	0.14989
FUK	0.02807	0.09053	0.07452	0.0458	0.09503
FUNDC1	0.03435	0.02384	0.02794	0.01887	0.05727
FUNDC2	0.14452	0.16582	0.16757	0.44084	0.14217
FUNDC2P2	0.0104	0.00858	0.02035	0.02259	0.01273
FUOM	0.08113	0.32684	0.36633	0.09624	0.1481
FURIN	0.07713	0.48365	0.20131	0.07789	0.1293
FUS	0.45316	0.35064	0.43973	0.72379	0.34712
FUT1	0.00531	0.01251	0.00543	0.00412	0.00701
FUT10	0.04195	0.01107	0.00932	0.04407	0.04267
FUT11	0.00048	0.00892	0.004	0.01478	0.00731
FUT2	0.14705	0.19953	0.23607	0.10357	0.16224
FUT3	0.00142	0.00549	0.00883	0.00513	0.00131
FUT4	0.01818	0.01484	0.05366	0.00668	0.00491
FUT6	0.12766	0.15199	0.12092	0.06316	0.11683
FUT8	0.13333	0.02257	0.06658	0.30802	0.54713
FUT9	0.00135	0.00283	0.00193	0.00196	0
FUZ	0.00057	0.00255	0.00323	0	0.00858
FXN	0.19889	0.2174	0.29109	0.18509	0.2159
FXR1	0.27154	0.33727	0.29556	0.4748	0.35216
FXR2	0.02862	0.05703	0.04827	0.03	0.0252
FXYD1	0.00074	0.01331	0.01028	0	0.00084
FXYD2	0.00372	0.02266	0.00642	0	0
FXYD5	0.44447	0.0166	0.33711	0.42782	0.22966
FYB1	2.15042	0.12874	1.37363	1.69046	0.55309
FYCO1	0.17126	0.09541	0.07627	0.11689	0.06608
FYN	0.90382	0.02896	0.0536	0.61311	0.21538
FYTTD1	0.24374	0.22155	0.18692	0.35634	0.17792
FZD1	0	0.00729	0.07396	0.00342	0
FZD10-DT	0.00103	0.00045	7e-05	0.00059	0.00076
FZD2	0.01108	0.0033	0.03465	0.00524	0.01366
FZD3	0.23828	0.21153	0.17143	0.16477	0.31686
FZD4	0.01554	0.07366	0.01322	0.00835	0.00813
FZD5	0.00759	0.08934	0.02329	0.00553	0.00154
FZD6	0.02117	0.03084	0.00013	0.00173	0.03606
FZD7	0	0.00258	0.00014	0	0.00097
FZD8	0	0.01588	0.00103	0	0.00444
FZD9	0	0.00208	0.00351	0	0
FZR1	0.02914	0.04306	0.04182	0.04913	0.03489
G0S2	0.00573	0.09394	0.03058	0.00032	0.00765
G2E3	0.126	0.06512	0.05547	0.38751	0.10554
G3BP1	0.24167	0.24968	0.19753	0.33228	0.15111
G3BP2	0.50098	0.21925	0.25618	0.79765	0.52245
G6PC	0.02785	0.21449	0.05264	0.00361	0.00772
G6PC3	0.0105	0.0223	0.04572	0.0335	0.05417
G6PD	0.08288	0.11966	0.07708	0.14928	0.04148
GAA	0.06372	0.16444	0.38737	0.01697	0.07987
GAB1	0.01316	0.05873	0.01464	0.0637	0.34579
GAB2	0.01388	0.10129	0.17079	0.01158	0.03852
GAB3	0.0942	0.00878	0.11799	0.04962	0.07227
GABARAP	2.02852	1.52783	2.66495	2.35401	2.37032
GABARAPL1	0.16525	0.15448	0.05995	0.06322	0.06531
GABARAPL2	0.13118	0.22864	0.15981	0.29553	0.24307
GABBR1	0.01017	0.02647	0.03435	0.03126	0.0112
GABPA	0.0917	0.06394	0.06087	0.1374	0.09689
GABPB1	0.0636	0.03856	0.03311	0.17526	0.02797
GABPB1-AS1	0.20954	0.18097	0.17664	0.25305	0.27536
GABPB2	0.06159	0.04756	0.04551	0.1141	0.05572
GABRA2	0.00328	0.00324	0.00142	0	0.00042
GABRA3	0.00062	0.00294	0	0	0
GABRB3	0.00105	0.00617	0.01421	0	0
GABRE	0	0.11397	0.01532	0.0018	0.00123
GABRG2	0.00066	0.00614	0.00771	0	0
GABRR1	0	0.0023	0.00515	0	0.00022
GABRR2	0.00443	0.00547	0.00934	0.01525	0.05175
GABRR3	0	0.0013	0.00151	0	0
GAD1	0	0.00295	0	0	0
GADD45A	0.09653	0.15468	0.13467	0.18116	0.15786
GADD45B	0.52128	0.08094	0.61504	0.34652	0.6069
GADD45G	0.17169	0.07376	0.09617	0.0435	0.0279
GADD45GIP1	0.28628	0.19185	0.1602	0.65248	0.39276
GAGE1	0.00324	0.02671	0.02921	0	0
GAGE10	0.00044	0.00035	0	0	0
GAGE12J	0.00064	0.00762	0.00242	0	0
GAGE2A	0.00248	0.0138	0.00235	0	0
GAK	0.19102	0.22935	0.21779	0.25259	0.2255
GAL3ST1	0.00024	0.0304	0.01075	0.00037	0.00443
GAL3ST4	0.00041	0.00054	0.04555	0	0
GALC	0.05311	0.05085	0.09825	0.04011	0.02901
GALE	0.05989	0.25004	0.09458	0.02553	0.02967
GALK1	0.05674	0.44577	0.13196	0.13076	0.10094
GALK2	0.04947	0.07705	0.09769	0.02593	0.05973
GALM	0.61215	0.57862	0.66256	0.59814	0.31686
GALNS	0.06347	0.06478	0.05492	0.00122	0.03147
GALNT1	0.38451	0.33566	0.28289	0.4178	0.21226
GALNT10	0.07802	0.05253	0.05852	0.14458	0.08599
GALNT11	0.07085	0.11243	0.07849	0.03969	0.01027
GALNT12	0.00644	0.00508	0.00103	0.03666	0.01496
GALNT13	0.00038	0.00266	0.00074	0	0
GALNT14	4e-04	0.00174	0	0.00724	0.01451
GALNT15	0.13091	0.16726	0.14137	0.09651	0.14307
GALNT18	0.00191	0.01354	0.00253	0.00067	0
GALNT2	0.10308	0.25114	0.08241	0.06367	0.23056
GALNT3	0.01325	0.00176	0.01752	0.03472	0.02496
GALNT4	0	0.00108	0.02397	0	0.00525
GALNT5	0.08077	0.10598	0.10325	0.11729	0.10204
GALNT6	0.19849	0.094	0.15241	0.15986	0.16076
GALNT7	0.02908	0.00906	0.03491	0.00716	0.02941
GALT	0.08482	0.30674	0.11693	0.1125	0.11142
GAMT	0.19119	0.56227	0.27253	0.14541	0.12456
GAN	0.00378	0.01435	0.027	0.0054	0.01534
GANAB	0.06028	0.18781	0.09748	0.04923	0.13124
GANC	0.05375	0.06389	0.0828	0.05078	0.07322
GAPDH	2.48097	1.77741	2.02962	3.87223	1.83222
GAPT	0.0051	0.00092	0.00975	0	0.0572
GAPVD1	0.19857	0.13916	0.17099	0.28055	0.18922
GAR1	0.05462	0.03455	0.04164	0.11337	0.01525
GARNL3	0.0085	0.01084	0.01244	0.00486	0.00954
GARS	0.28475	0.44942	0.26845	0.81828	0.54254
GART	0.16624	0.14199	0.14632	0.30198	0.0702
GAS2	0.01476	0.12163	0.05294	0	0.00631
GAS2L1	0.01854	0.07139	0.04194	0.00044	0.00242
GAS2L3	0.30216	0.39472	0.50809	0.28464	0.3094
GAS5	0.33106	0.41252	0.17807	0.30822	0.18694
GAS5-AS1	0.00323	0.00162	0	0	0.00501
GAS6	0.00555	0.01613	0.09984	0.03047	0.1331
GAS6-AS1	0.01348	0.00069	0.02947	0	0.01054
GAS6-DT	0.00624	0.0066	0.00678	0.00098	0.01202
GAS7	0.10972	0.10212	0.29782	0.19784	0.14894
GAS8	0.00961	0.06398	0.04946	0.00172	0.01572
GAST	0.00105	0.00407	0.00106	0	0
GATA2	0.00707	0.00779	0	0	0
GATA3	0.46251	0.01158	0.00823	0.33204	0.11746
GATA4	0.0147	0.04681	0.02368	0.00085	0.00457
GATA6	0.00524	0.02653	0.01638	0.00963	0.00114
GATA6-AS1	0.00107	0.0093	0.00549	0	0
GATAD1	0.43054	0.58186	0.66907	0.33356	0.49752
GATAD2A	0.13352	0.13447	0.09826	0.2096	0.0406
GATAD2B	0.16995	0.14419	0.09929	0.23415	0.25305
GATC	0.19009	0.25409	0.17251	0.11476	0.25759
GATM	0.29553	1.42883	0.92544	0.06888	0.05218
CASTOR3	0.01681	0.06976	0.04035	0.04838	0.01725
CASTOR1	0.02033	0.02162	0.01936	0.02248	0.06156
GBA	0.02374	0.06839	0.05046	0.03841	0.03054
GBA2	0.1313	0.21751	0.1513	0.15948	0.21616
GBA3	0.01453	0.03532	0.03359	0	0.00349
GBAP1	0	0.00472	0	0	0
NIPSNAP2	0.13746	0.11289	0.13752	0.15125	0.13536
GBE1	0.06421	0.18464	0.12603	0.07227	0.05095
GBF1	0.17913	0.17634	0.14513	0.22888	0.22302
GBGT1	0	0.00303	0.11988	0	0.02475
