Cell,UMAP_1,UMAP_2,Cluster,Celltype..malignancy.,Celltype..major.lineage.,Celltype..minor.lineage.,Patient,Sample,Tissue,Risk.Factor,RiskFactorScore
HCC1_COL13_ROW13,-9.25862791022285,-2.83677987518602,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.58366487245495,0.58366487245495
HCC1_COL13_ROW14,-5.90016509970649,-1.40904478493028,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.22973710897886,-0.22973710897886
HCC1_COL13_ROW15,2.53160927811639,-1.2272203392058,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,-0.192994773383259,-0.192994773383259
HCC1_COL13_ROW16,-10.0894012637995,-3.25047807159715,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.351041422887901,-0.351041422887901
HCC1_COL13_ROW17,-9.10682012518867,-5.36202029648119,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.212419065449723,-0.212419065449723
HCC1_COL13_ROW18,2.79936645546929,-1.45279817047411,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,-0.202901942429207,-0.202901942429207
HCC1_COL13_ROW19,-6.84027625998481,-4.08263663711839,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.55347531008659,0.55347531008659
HCC1_COL13_ROW2,-13.0507106967829,-3.50898198547655,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.303923863015836,0.303923863015836
HCC1_COL13_ROW20,-9.44891740759834,-3.93199519577318,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.596770418909431,0.596770418909431
HCC1_COL13_ROW21,-7.41318704565986,-4.461668295291,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.495826507527888,0.495826507527888
HCC1_COL13_ROW22,-8.08411743124946,-5.55829600754076,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.516186910055386,0.516186910055386
HCC1_COL13_ROW23,-10.2001962848566,-3.97505406799608,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.597862547780638,0.597862547780638
HCC1_COL13_ROW24,-6.7625723071955,-4.23080329361253,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.181371401825415,-0.181371401825415
HCC1_COL13_ROW25,-10.0186386295222,-2.07859496536546,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.309228488961697,-0.309228488961697
HCC1_COL13_ROW26,-8.76989223441108,-4.23904733124071,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.569467197129261,0.569467197129261
HCC1_COL13_ROW27,-9.45165826758369,-2.9592531150847,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.507683906700991,0.507683906700991
HCC1_COL13_ROW28,-8.23053075751289,-4.95158175888353,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.540603791247367,0.540603791247367
HCC1_COL13_ROW29,-7.61908533057197,-4.91491202774339,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.529994539355644,0.529994539355644
HCC1_COL13_ROW3,3.14792917290704,-2.04085211220079,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,0.426788361026601,0.426788361026601
HCC1_COL13_ROW30,-7.35121728857978,-3.91733579101854,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.246743115687651,-0.246743115687651
HCC1_COL13_ROW31,-3.82408596953376,12.8644988113374,2,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.300413448786957,-0.300413448786957
HCC1_COL13_ROW32,-10.8878040500544,-4.2925861305266,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.558233871596848,0.558233871596848
HCC1_COL13_ROW33,-10.3720560260676,-3.6267245239287,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.586707231453311,0.586707231453311
HCC1_COL13_ROW34,-9.02861310919746,-5.07023696365648,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.529526484125127,0.529526484125127
HCC1_COL13_ROW35,-9.45105554541572,-1.91600088539415,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.563616506747796,0.563616506747796
HCC1_COL13_ROW36,-9.58989908179267,-3.4873464530974,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.525001950230127,0.525001950230127
HCC1_COL13_ROW37,2.28408072510735,-1.32313804092699,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,0.582182697558312,0.582182697558312
HCC1_COL13_ROW38,2.11053178826348,-1.17046431961351,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,-0.188548248693346,-0.188548248693346
HCC1_COL13_ROW39,-7.70334484061225,-3.29756955566698,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.229035026133084,-0.229035026133084
HCC1_COL13_ROW4,-8.76071931799873,-5.83047561111742,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.565566736874951,0.565566736874951
HCC1_COL13_ROW40,-7.95959188422187,-4.31788615646654,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.520165379514783,0.520165379514783
HCC1_COL13_ROW5,-12.6825294681452,-3.77689246597582,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.265777361728684,-0.265777361728684
HCC1_COL13_ROW6,-9.66405202826484,-3.52348308029466,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.444340432170996,0.444340432170996
HCC1_COL13_ROW7,-9.28057100256904,-5.93824080887132,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.248537327404634,-0.248537327404634
HCC1_COL13_ROW8,-9.76518060645087,-1.98416451874071,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.537639441454092,0.537639441454092
HCC1_COL13_ROW9,-11.2614412494562,-3.74093083801561,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.354707855526952,0.354707855526952
HCC1_COL14_ROW1,-9.56608011206611,-6.07852248611742,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.567985022232623,0.567985022232623
HCC1_COL14_ROW10,-9.00487710913642,-6.01783160629564,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.444496450581169,0.444496450581169
HCC1_COL14_ROW11,-7.70871593436225,-5.34137467804247,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.504719556907715,0.504719556907715
HCC1_COL14_ROW12,-8.801916617956,-5.43172769012743,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.471331617130821,0.471331617130821
HCC1_COL14_ROW13,-1.15073229750617,7.61671085891432,10,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.351431468913332,0.351431468913332
HCC1_COL14_ROW14,2.74163530388848,-1.53661922874742,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,-0.206100319837741,-0.206100319837741
HCC1_COL14_ROW15,-8.75137855490668,-5.97350291672044,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.537405413838833,0.537405413838833
HCC1_COL14_ROW16,-10.4488811679743,-3.79939727249437,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.285123644590062,-0.285123644590062
HCC1_COL14_ROW17,-9.15115549048408,-4.51543788376146,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.488103596224354,0.488103596224354
HCC1_COL14_ROW18,-6.75407793005927,-4.4130466407805,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.196973242842655,-0.196973242842655
HCC1_COL14_ROW19,-9.00293113669379,-5.08166675033861,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.575785942741243,0.575785942741243
HCC1_COL14_ROW2,-5.93212987860664,-1.44201783600145,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.295342850456354,0.295342850456354
HCC1_COL14_ROW20,-9.39008619269355,-5.83599070968919,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.579608393790467,0.579608393790467
HCC1_COL14_ROW21,-8.75713159522041,-5.8338606781035,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.533660971994695,0.533660971994695
HCC1_COL14_ROW22,-10.5608282276057,-3.43970755996996,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.284889616974803,-0.284889616974803
HCC1_COL14_ROW23,-10.3186369129084,-3.28609685364061,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.525391996255558,0.525391996255558
HCC1_COL14_ROW24,-7.18428041419013,-4.55147580566698,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.46930337779858,0.46930337779858
HCC1_COL14_ROW25,-7.81567098578437,-3.3209531730681,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.556907715110383,0.556907715110383
HCC1_COL14_ROW26,-9.63389017065986,-2.01057867470079,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.600982915984086,0.600982915984086
HCC1_COL14_ROW27,-9.26541234930976,-2.14078907432848,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.455807785318668,0.455807785318668
HCC1_COL14_ROW28,-8.85479547461494,-2.25581769409471,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.586083157812622,0.586083157812622
HCC1_COL14_ROW29,-8.51167346915229,-5.16051034393602,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.462204540135736,0.462204540135736
HCC1_COL14_ROW3,8.99928186455743,-4.78608540954881,4,Immune cells,CD8T,CD8T,Patient 1,Patient 1,Tumor,0.379514782744364,0.379514782744364
HCC1_COL14_ROW30,-7.68403150519355,-5.27619723739916,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.548326702550901,0.548326702550901
HCC1_COL14_ROW31,-8.9702744670771,-2.95675830307298,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.269209766752477,-0.269209766752477
HCC1_COL14_ROW32,-10.1727504917048,-2.22080497207933,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.413916842187378,0.413916842187378
HCC1_COL14_ROW33,-12.6105060764216,-3.69538335266405,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.467743193696856,0.467743193696856
HCC1_COL14_ROW34,-12.8856010623835,-3.59197978439623,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.551447070754349,0.551447070754349
HCC1_COL14_ROW35,-9.86880495032294,-3.15438012543016,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.590997737733052,0.590997737733052
HCC1_COL14_ROW36,-9.26793195685371,-3.00293092193895,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.584757001326156,0.584757001326156
HCC1_COL14_ROW37,-5.83790447195991,-1.33735064926439,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.274202355877994,-0.274202355877994
HCC1_COL14_ROW38,-8.39279748877509,-4.70835666122728,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.192760745768001,-0.192760745768001
HCC1_COL14_ROW39,-9.64998533209785,-2.6777966445952,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.295030813636009,-0.295030813636009
HCC1_COL14_ROW4,-9.77466012915595,-1.96222714844042,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.471799672361339,0.471799672361339
HCC1_COL14_ROW40,-5.88586856802924,-1.36479286613756,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.241516498946876,-0.241516498946876
HCC1_COL14_ROW5,-1.22587327478452,7.76183577117628,10,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.243856775099462,0.243856775099462
HCC1_COL14_ROW6,2.68596981087701,-1.43022398414903,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,0.509244090802715,0.509244090802715
HCC1_COL14_ROW7,-12.9844627567194,-3.52922133865648,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.583352835634605,0.583352835634605
HCC1_COL14_ROW8,-8.21045114478095,-5.11028174820238,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.459942273188236,0.459942273188236
HCC1_COL14_ROW9,8.43860815087334,-5.38968257370287,4,Immune cells,CD8T,CD8T,Patient 1,Patient 1,Tumor,-0.254388017786099,-0.254388017786099
HCC1_COL15_ROW1,-8.19865419348701,-5.08581857147508,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.411732584444964,0.411732584444964
HCC1_COL15_ROW10,-10.3002996631525,-4.43715934219652,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.22521257508386,-0.22521257508386
HCC1_COL15_ROW11,-10.8078327365778,-4.40971593323045,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.298385209454716,-0.298385209454716
HCC1_COL15_ROW12,-8.17136623343452,-5.02153090896898,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.220454013573602,-0.220454013573602
HCC1_COL15_ROW13,-8.99669649085029,-4.9870326942473,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.242764646228255,-0.242764646228255
HCC1_COL15_ROW14,-7.60252477606757,-4.20778016510301,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.421951790311257,0.421951790311257
HCC1_COL15_ROW15,-7.18988420447333,-4.35664967956834,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.460020282393322,0.460020282393322
HCC1_COL15_ROW16,-8.93233539542182,-5.29457978668504,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.4793665652547,0.4793665652547
HCC1_COL15_ROW17,-9.34060670813544,-5.44409112396532,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.496762617988923,0.496762617988923
HCC1_COL15_ROW18,-9.48539545020087,-3.72813491287523,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.519385287463921,0.519385287463921
HCC1_COL15_ROW19,-9.64455224951728,-4.0703919357329,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.262656993525236,-0.262656993525236
HCC1_COL15_ROW2,-9.4519615360163,-2.2799158519774,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.317965519931352,-0.317965519931352
HCC1_COL15_ROW20,-9.19415571173652,-4.10791568222337,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.597706529370466,0.597706529370466
HCC1_COL15_ROW21,-7.7589364238642,-4.76037291946703,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.420313597004446,0.420313597004446
HCC1_COL15_ROW22,-10.3878917880915,-3.46614770355516,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.367111319135658,0.367111319135658
HCC1_COL15_ROW23,-9.70973970374091,-3.46186809006029,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.525235977845386,0.525235977845386
HCC1_COL15_ROW24,-9.02276374777778,-2.31386475029283,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.543490131835557,0.543490131835557
HCC1_COL15_ROW25,-11.4609661289118,-3.4662054008513,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.347140962633591,-0.347140962633591
HCC1_COL15_ROW26,-7.38849737128242,-4.31735829773241,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.192136672127311,-0.192136672127311
HCC1_COL15_ROW27,-7.41564609488471,-3.48605851593309,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.234105624463687,-0.234105624463687
HCC1_COL15_ROW28,-10.217076320257,-3.02674560013109,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.274436383493252,-0.274436383493252
HCC1_COL15_ROW29,-7.31337215384467,-3.80465297165208,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.572743583742882,0.572743583742882
HCC1_COL15_ROW3,-9.32598688086494,-3.81725673141771,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.247211170918168,-0.247211170918168
HCC1_COL15_ROW30,-10.4541979022883,-3.66247157516771,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.342694437943677,0.342694437943677
HCC1_COL15_ROW31,-9.70814420660957,-2.29168776932054,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.429830720024963,0.429830720024963
HCC1_COL15_ROW32,-9.50951673468574,-3.23582629623705,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.44878695686091,0.44878695686091
HCC1_COL15_ROW33,-13.2548647113703,-3.49365500870042,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.49824479288556,0.49824479288556
HCC1_COL15_ROW34,-7.9401149936579,-5.16723517837816,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.488571651454872,0.488571651454872
HCC1_COL15_ROW35,-9.55734254797919,-5.4679053253203,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.269365785162649,-0.269365785162649
HCC1_COL15_ROW36,-8.01042081793769,-5.05114726486498,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.462984632186598,0.462984632186598
HCC1_COL15_ROW37,-9.57217504462226,-2.47866825523668,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.30095951322256,0.30095951322256
HCC1_COL15_ROW38,-9.61842061957343,-3.40792016449266,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.576722053202278,0.576722053202278
HCC1_COL15_ROW39,-8.89947654685004,-2.93813733520799,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.29378266635463,-0.29378266635463
HCC1_COL15_ROW4,-10.2605266757868,-2.85170392456346,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.534051018020126,0.534051018020126
HCC1_COL15_ROW40,-9.85558320960029,-4.4163105911284,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.566112801310554,0.566112801310554
HCC1_COL15_ROW5,-8.89087726553901,-4.92146233978563,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.210000780092051,-0.210000780092051
HCC1_COL15_ROW6,-8.72998477896674,-3.69484214248949,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.439503861455652,0.439503861455652
HCC1_COL15_ROW7,-8.75880243262275,-5.3831074661284,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.478820500819097,0.478820500819097
HCC1_COL15_ROW8,-10.609955806341,-4.30010585251146,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.328028707387472,0.328028707387472
HCC1_COL15_ROW9,-9.56193162878974,-2.71312050285631,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.551603089164521,0.551603089164521
HCC1_COL16_ROW1,-10.3395195194147,-2.43294243278795,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.307356268039629,-0.307356268039629
HCC1_COL16_ROW10,-7.97087718924506,-3.89368609848314,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.234339652078945,-0.234339652078945
HCC1_COL16_ROW11,-8.21842719992622,-4.44630174103075,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.421951790311257,0.421951790311257
HCC1_COL16_ROW12,-7.61885835608466,-4.66428260269457,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.189172322334035,-0.189172322334035
HCC1_COL16_ROW13,-10.0837621875666,-5.45718697967821,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.515484827209611,0.515484827209611
HCC1_COL16_ROW14,-7.98750783881171,-5.03248004379564,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.494266323426164,0.494266323426164
HCC1_COL16_ROW15,-9.31427576025947,-4.56385306778246,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.250019502301272,-0.250019502301272
HCC1_COL16_ROW16,-10.3287830539606,-3.30111579361253,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.588501443170294,0.588501443170294
HCC1_COL16_ROW17,-9.76144983252509,-3.23328809204393,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.338013885638505,0.338013885638505
HCC1_COL16_ROW18,-9.55471994360908,-5.43702821197801,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.259380606911616,-0.259380606911616
HCC1_COL16_ROW19,-7.91786481818183,-4.8388827270537,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.19892347296981,-0.19892347296981
HCC1_COL16_ROW2,-9.82749654730781,-3.21796969833666,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.30384585381075,-0.30384585381075
HCC1_COL16_ROW20,-9.47650529822334,-3.71229390564256,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.259614634526874,-0.259614634526874
