Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
4	Immune cells	CD8T	CD8T	GCC2	0.74	59.7	2.09e-10
4	Immune cells	CD8T	CD8T	PNPLA2	-0.29	16.3	2.11e-10
4	Immune cells	CD8T	CD8T	XDH	-0.61	8.5	2.2e-10
4	Immune cells	CD8T	CD8T	PAG1	1.0	61.6	2.22e-10
4	Immune cells	CD8T	CD8T	ATP5F1B	-0.46	62.8	2.23e-10
4	Immune cells	CD8T	CD8T	PSMB1	-0.32	59.7	2.26e-10
4	Immune cells	CD8T	CD8T	HIPK2	-0.43	34.5	2.28e-10
4	Immune cells	CD8T	CD8T	NUCB1	-0.31	35.7	2.32e-10
4	Immune cells	CD8T	CD8T	SLC46A1	-0.36	5.0	2.34e-10
4	Immune cells	CD8T	CD8T	SERPINE1	-0.64	11.6	2.39e-10
4	Immune cells	CD8T	CD8T	CLUH	-0.34	14.7	2.48e-10
4	Immune cells	CD8T	CD8T	HSPA9	-0.39	51.2	2.54e-10
4	Immune cells	CD8T	CD8T	PEPD	-0.28	11.2	2.58e-10
4	Immune cells	CD8T	CD8T	ZNF674-AS1	-0.36	2.7	2.61e-10
4	Immune cells	CD8T	CD8T	CMC1	0.41	35.3	2.62e-10
4	Immune cells	CD8T	CD8T	PPIB	-0.3	58.1	2.64e-10
4	Immune cells	CD8T	CD8T	SHMT2	-0.37	23.6	2.76e-10
4	Immune cells	CD8T	CD8T	WASL	-0.39	18.2	2.76e-10
4	Immune cells	CD8T	CD8T	UPB1	-0.33	12.4	2.77e-10
4	Immune cells	CD8T	CD8T	HSPD1	-0.43	63.2	2.79e-10
4	Immune cells	CD8T	CD8T	TMEM219	-0.28	34.5	2.92e-10
4	Immune cells	CD8T	CD8T	ERRFI1	-0.29	10.9	2.97e-10
4	Immune cells	CD8T	CD8T	DNAJB11	-0.41	30.2	2.98e-10
4	Immune cells	CD8T	CD8T	PIK3R1	0.77	57.0	3.02e-10
4	Immune cells	CD8T	CD8T	MDFIC	0.58	55.4	3.03e-10
4	Immune cells	CD8T	CD8T	IGFLR1	0.79	33.3	3.13e-10
4	Immune cells	CD8T	CD8T	UQCRQ	-0.3	72.1	3.17e-10
4	Immune cells	CD8T	CD8T	PPP2R5A	-0.34	27.5	3.31e-10
4	Immune cells	CD8T	CD8T	AUP1	-0.25	32.9	3.42e-10
4	Immune cells	CD8T	CD8T	RAP1B	0.88	61.2	3.44e-10
4	Immune cells	CD8T	CD8T	RRAGD	-0.26	7.8	3.44e-10
4	Immune cells	CD8T	CD8T	EIF4G1	-0.42	53.5	3.46e-10
4	Immune cells	CD8T	CD8T	ZBTB44	-0.27	22.5	3.57e-10
4	Immune cells	CD8T	CD8T	APOBEC3C	0.62	20.5	3.66e-10
4	Immune cells	CD8T	CD8T	GPX1	-0.65	47.7	3.66e-10
4	Immune cells	CD8T	CD8T	GOT2	-0.46	29.5	3.71e-10
4	Immune cells	CD8T	CD8T	SND1	-0.26	27.1	3.83e-10
4	Immune cells	CD8T	CD8T	ZCCHC24	-0.48	6.2	4e-10
4	Immune cells	CD8T	CD8T	HSD11B1	-0.55	4.3	4.15e-10
4	Immune cells	CD8T	CD8T	SLC17A5	-0.37	27.1	4.22e-10
4	Immune cells	CD8T	CD8T	RNF187	-0.41	38.8	4.22e-10
4	Immune cells	CD8T	CD8T	POGZ	-0.32	16.7	4.25e-10
4	Immune cells	CD8T	CD8T	ABCG8	-0.28	5.4	4.44e-10
4	Immune cells	CD8T	CD8T	FST	-0.86	20.9	4.45e-10
4	Immune cells	CD8T	CD8T	TUBB2A	-0.26	6.6	4.48e-10
4	Immune cells	CD8T	CD8T	ARPC1B	0.5	63.2	4.5e-10
4	Immune cells	CD8T	CD8T	APP	-0.37	15.1	4.78e-10
4	Immune cells	CD8T	CD8T	SAMHD1	0.28	31.4	4.78e-10
4	Immune cells	CD8T	CD8T	BMPR2	-0.39	23.3	4.78e-10
4	Immune cells	CD8T	CD8T	C11orf72	-0.27	39.5	4.88e-10
4	Immune cells	CD8T	CD8T	SFXN4	-0.26	5.8	4.88e-10
4	Immune cells	CD8T	CD8T	TNFAIP2	-0.45	9.7	4.88e-10
4	Immune cells	CD8T	CD8T	PRMT2	0.69	45.3	4.98e-10
4	Immune cells	CD8T	CD8T	SERPINA10	-0.31	8.5	5.16e-10
4	Immune cells	CD8T	CD8T	KCNAB2	0.38	27.5	5.18e-10
4	Immune cells	CD8T	CD8T	FBXO17	-0.33	9.3	5.26e-10
4	Immune cells	CD8T	CD8T	FOXRED1	-0.3	8.9	5.26e-10
4	Immune cells	CD8T	CD8T	GET4	-0.34	17.8	5.35e-10
4	Immune cells	CD8T	CD8T	PPP1R12A	0.93	63.2	5.36e-10
4	Immune cells	CD8T	CD8T	LAT2	0.36	14.3	5.49e-10
4	Immune cells	CD8T	CD8T	C5orf51	-0.3	13.2	5.54e-10
4	Immune cells	CD8T	CD8T	YWHAB	0.62	87.2	5.9e-10
4	Immune cells	CD8T	CD8T	SHC1	-0.29	13.6	5.91e-10
4	Immune cells	CD8T	CD8T	SSR1	-0.39	76.0	5.94e-10
4	Immune cells	CD8T	CD8T	HERPUD1	-0.61	41.9	5.97e-10
4	Immune cells	CD8T	CD8T	JAK1	0.73	67.4	6.03e-10
4	Immune cells	CD8T	CD8T	PDLIM1	-0.33	9.7	6.14e-10
4	Immune cells	CD8T	CD8T	SUMF1	-0.49	5.8	6.16e-10
4	Immune cells	CD8T	CD8T	PTPN3	-0.4	5.8	6.24e-10
4	Immune cells	CD8T	CD8T	HADHB	-0.25	22.1	6.25e-10
4	Immune cells	CD8T	CD8T	SULT1C2	-0.34	5.8	6.28e-10
4	Immune cells	CD8T	CD8T	KIAA1217	-0.3	9.7	6.34e-10
4	Immune cells	CD8T	CD8T	ITGA5	-0.31	7.8	6.36e-10
4	Immune cells	CD8T	CD8T	TXNRD1	-0.49	32.2	6.47e-10
4	Immune cells	CD8T	CD8T	ZBTB20	-0.3	44.6	6.72e-10
4	Immune cells	CD8T	CD8T	CPS1	-0.94	29.1	6.77e-10
4	Immune cells	CD8T	CD8T	ZRSR2	0.51	31.0	6.8e-10
4	Immune cells	CD8T	CD8T	SLPI	-0.71	4.7	6.82e-10
4	Immune cells	CD8T	CD8T	RPL5	0.54	90.7	6.94e-10
4	Immune cells	CD8T	CD8T	HKDC1	-0.31	5.8	7.06e-10
4	Immune cells	CD8T	CD8T	CTSC	0.85	45.3	7.88e-10
4	Immune cells	CD8T	CD8T	HLF	-0.28	12.8	7.93e-10
4	Immune cells	CD8T	CD8T	NIN	0.67	52.3	8.11e-10
4	Immune cells	CD8T	CD8T	PSMB5	-0.35	19.0	8.13e-10
4	Immune cells	CD8T	CD8T	RDH16	-0.45	10.1	8.22e-10
4	Immune cells	CD8T	CD8T	LYNX1	-0.33	5.8	8.78e-10
4	Immune cells	CD8T	CD8T	CRTAM	0.97	39.1	9.03e-10
4	Immune cells	CD8T	CD8T	TOMM20	-0.29	31.0	9.3e-10
4	Immune cells	CD8T	CD8T	ATP9A	-0.33	10.5	9.51e-10
4	Immune cells	CD8T	CD8T	ACACB	-0.54	10.9	9.59e-10
4	Immune cells	CD8T	CD8T	SLC39A7	-0.3	20.2	9.66e-10
4	Immune cells	CD8T	CD8T	RGS12	-0.33	5.8	9.73e-10
4	Immune cells	CD8T	CD8T	ESPN	-0.3	5.8	9.75e-10
4	Immune cells	CD8T	CD8T	TLN1	0.99	55.8	9.79e-10
4	Immune cells	CD8T	CD8T	TTC39B	0.46	12.8	9.81e-10
4	Immune cells	CD8T	CD8T	NEK6	-0.4	6.2	9.81e-10
4	Immune cells	CD8T	CD8T	NDRG1	-0.61	29.5	9.91e-10
4	Immune cells	CD8T	CD8T	ATP5F1E	0.34	55.4	9.92e-10
4	Immune cells	CD8T	CD8T	EIF2B4	-0.28	16.3	1.02e-09
4	Immune cells	CD8T	CD8T	HSD17B12	-0.26	12.8	1.03e-09
4	Immune cells	CD8T	CD8T	RPF2	-0.32	15.9	1.03e-09
4	Immune cells	CD8T	CD8T	HSD17B11	-0.35	26.7	1.07e-09
4	Immune cells	CD8T	CD8T	H6PD	-0.74	36.8	1.08e-09
4	Immune cells	CD8T	CD8T	SNX10	-0.32	19.4	1.1e-09
4	Immune cells	CD8T	CD8T	HPD	-0.82	23.3	1.1e-09
4	Immune cells	CD8T	CD8T	AKR1C4	-0.38	17.4	1.12e-09
4	Immune cells	CD8T	CD8T	GRB14	-0.3	8.9	1.12e-09
4	Immune cells	CD8T	CD8T	OCLN	-0.26	12.8	1.16e-09
4	Immune cells	CD8T	CD8T	BTN3A1	0.78	40.7	1.17e-09
4	Immune cells	CD8T	CD8T	SLC26A6	-0.33	8.1	1.21e-09
4	Immune cells	CD8T	CD8T	FAM210B	-0.43	42.2	1.25e-09
4	Immune cells	CD8T	CD8T	RPL22	0.51	84.1	1.3e-09
4	Immune cells	CD8T	CD8T	NR1I3	-0.36	2.3	1.32e-09
4	Immune cells	CD8T	CD8T	SDHD	-0.29	20.9	1.32e-09
4	Immune cells	CD8T	CD8T	LOXL4	-0.59	2.7	1.35e-09
4	Immune cells	CD8T	CD8T	ULK1	-0.26	8.9	1.39e-09
4	Immune cells	CD8T	CD8T	BAIAP2L1	-0.33	12.4	1.39e-09
4	Immune cells	CD8T	CD8T	PEMT	-0.3	6.6	1.41e-09
4	Immune cells	CD8T	CD8T	F11	-0.26	6.2	1.43e-09
4	Immune cells	CD8T	CD8T	RPS7	0.4	84.1	1.49e-09
4	Immune cells	CD8T	CD8T	ABHD2	-0.35	44.2	1.53e-09
4	Immune cells	CD8T	CD8T	APBB3	-0.27	7.8	1.54e-09
4	Immune cells	CD8T	CD8T	TCEAL4	-0.48	20.5	1.56e-09
4	Immune cells	CD8T	CD8T	LARP4	-0.33	26.7	1.59e-09
4	Immune cells	CD8T	CD8T	ITGB1	-0.29	52.7	1.59e-09
4	Immune cells	CD8T	CD8T	TENM1	-0.35	5.4	1.6e-09
4	Immune cells	CD8T	CD8T	RAB32	-0.3	5.4	1.79e-09
4	Immune cells	CD8T	CD8T	TSN	-0.26	15.1	1.84e-09
4	Immune cells	CD8T	CD8T	AAMP	-0.29	15.1	1.94e-09
4	Immune cells	CD8T	CD8T	ARF6	0.4	44.6	2.04e-09
4	Immune cells	CD8T	CD8T	MAN2A2	-0.25	21.7	2.04e-09
4	Immune cells	CD8T	CD8T	VIL1	-0.32	3.5	2.09e-09
4	Immune cells	CD8T	CD8T	SP100	1.13	69.0	2.1e-09
4	Immune cells	CD8T	CD8T	KIF1B	-0.5	50.0	2.24e-09
4	Immune cells	CD8T	CD8T	GSTA4	-0.36	5.8	2.26e-09
4	Immune cells	CD8T	CD8T	PKIG	-0.3	3.9	2.32e-09
4	Immune cells	CD8T	CD8T	SERINC1	-0.42	41.5	2.37e-09
4	Immune cells	CD8T	CD8T	DOCK11	0.49	20.2	2.4e-09
4	Immune cells	CD8T	CD8T	IMPA2	-0.3	7.4	2.45e-09
4	Immune cells	CD8T	CD8T	SNX20	0.29	16.3	2.49e-09
4	Immune cells	CD8T	CD8T	CASP8	0.82	24.8	2.53e-09
4	Immune cells	CD8T	CD8T	TRIM24	-0.34	14.3	2.57e-09
4	Immune cells	CD8T	CD8T	BLCAP	-0.27	12.4	2.59e-09
4	Immune cells	CD8T	CD8T	UBA1	-0.39	36.8	2.64e-09
4	Immune cells	CD8T	CD8T	ATF7IP	0.77	60.5	2.69e-09
4	Immune cells	CD8T	CD8T	PRPF38B	0.58	64.0	2.88e-09
4	Immune cells	CD8T	CD8T	YWHAG	-0.38	20.5	2.9e-09
4	Immune cells	CD8T	CD8T	GNAI2	0.38	59.7	2.96e-09
4	Immune cells	CD8T	CD8T	RHEB	-0.31	24.0	3.01e-09
4	Immune cells	CD8T	CD8T	YES1	-0.3	17.4	3.03e-09
4	Immune cells	CD8T	CD8T	GPX2	-1.15	40.3	3.08e-09
4	Immune cells	CD8T	CD8T	STAMBPL1	0.35	15.9	3.08e-09
4	Immune cells	CD8T	CD8T	NDUFB11	-0.53	40.7	3.11e-09
4	Immune cells	CD8T	CD8T	COA4	-0.27	11.6	3.14e-09
4	Immune cells	CD8T	CD8T	ARHGAP4	0.55	32.6	3.15e-09
4	Immune cells	CD8T	CD8T	CIAO2A	-0.27	27.1	3.22e-09
4	Immune cells	CD8T	CD8T	ZNHIT1	-0.36	41.9	3.34e-09
4	Immune cells	CD8T	CD8T	THRB	-0.26	8.1	3.37e-09
4	Immune cells	CD8T	CD8T	SRSF3	0.87	71.7	3.44e-09
4	Immune cells	CD8T	CD8T	RAB24	-0.48	13.2	3.46e-09
4	Immune cells	CD8T	CD8T	NINL	-0.33	3.5	3.56e-09
4	Immune cells	CD8T	CD8T	C9orf16	0.27	26.7	3.59e-09
4	Immune cells	CD8T	CD8T	PSMB2	-0.41	74.0	3.67e-09
4	Immune cells	CD8T	CD8T	PPP1R3C	-0.3	5.4	3.68e-09
4	Immune cells	CD8T	CD8T	CTDSPL	-0.37	6.6	3.74e-09
4	Immune cells	CD8T	CD8T	F9	-0.31	2.3	3.93e-09
4	Immune cells	CD8T	CD8T	ZBTB18	-0.45	10.1	4.04e-09
4	Immune cells	CD8T	CD8T	RCSD1	0.45	45.0	4.08e-09
4	Immune cells	CD8T	CD8T	SVIL	-0.27	7.8	4.19e-09
4	Immune cells	CD8T	CD8T	ABCB6	-0.32	14.3	4.28e-09
4	Immune cells	CD8T	CD8T	REEP3	-0.3	15.5	4.29e-09
4	Immune cells	CD8T	CD8T	MAGT1	-0.51	56.2	4.6e-09
4	Immune cells	CD8T	CD8T	ACADM	-0.31	25.2	4.66e-09
4	Immune cells	CD8T	CD8T	PARD3B	-0.44	11.2	4.67e-09
4	Immune cells	CD8T	CD8T	CYP4F3	-0.28	9.7	4.79e-09
4	Immune cells	CD8T	CD8T	SUCLG1	-0.36	26.4	4.83e-09
4	Immune cells	CD8T	CD8T	AAMDC	-0.28	8.5	4.95e-09
4	Immune cells	CD8T	CD8T	TCF7L2	-0.29	11.2	5e-09
4	Immune cells	CD8T	CD8T	TRIM47	-0.32	5.8	5.16e-09
4	Immune cells	CD8T	CD8T	TPD52L2	-0.33	8.9	5.23e-09
4	Immune cells	CD8T	CD8T	SQLE	-0.25	20.9	5.44e-09
4	Immune cells	CD8T	CD8T	NDUFA10	-0.31	40.7	5.53e-09
4	Immune cells	CD8T	CD8T	CAP1	0.64	72.5	5.53e-09
4	Immune cells	CD8T	CD8T	RAMP1	-0.39	6.2	5.76e-09
4	Immune cells	CD8T	CD8T	CFL1	0.37	88.4	6.03e-09
4	Immune cells	CD8T	CD8T	PHGDH	-0.29	8.9	6.04e-09
4	Immune cells	CD8T	CD8T	ARF4	-0.33	16.3	6.15e-09
4	Immune cells	CD8T	CD8T	TOMM7	0.54	67.1	6.27e-09
4	Immune cells	CD8T	CD8T	ACOT12	-0.31	8.5	6.31e-09
4	Immune cells	CD8T	CD8T	SNHG5	0.46	44.6	6.42e-09
4	Immune cells	CD8T	CD8T	ACAT2	-0.29	14.7	6.43e-09
4	Immune cells	CD8T	CD8T	HNRNPDL	0.61	70.9	6.68e-09
4	Immune cells	CD8T	CD8T	PSMB8	0.64	49.2	6.72e-09
4	Immune cells	CD8T	CD8T	BRD9	-0.26	22.5	6.72e-09
4	Immune cells	CD8T	CD8T	WFS1	-0.39	5.4	6.98e-09
4	Immune cells	CD8T	CD8T	CAMSAP2	-0.54	10.1	7.02e-09
4	Immune cells	CD8T	CD8T	STAU1	-0.42	39.1	7.12e-09
4	Immune cells	CD8T	CD8T	CYHR1	-0.29	14.0	7.13e-09
4	Immune cells	CD8T	CD8T	DENND1C	0.36	13.6	7.53e-09
4	Immune cells	CD8T	CD8T	ATRX	0.64	77.5	7.58e-09
4	Immune cells	CD8T	CD8T	FGGY	-0.48	11.6	8e-09
4	Immune cells	CD8T	CD8T	ETS2	-0.33	7.0	8.65e-09
4	Immune cells	CD8T	CD8T	SLC10A1	-0.38	3.9	8.71e-09
4	Immune cells	CD8T	CD8T	AKR1B10	-0.66	42.2	9.22e-09
4	Immune cells	CD8T	CD8T	HSPA8	0.52	84.5	9.34e-09
4	Immune cells	CD8T	CD8T	TNFRSF25	0.26	10.5	1.07e-08
4	Immune cells	CD8T	CD8T	KLB	-0.53	43.0	1.08e-08
4	Immune cells	CD8T	CD8T	CRELD1	-0.26	8.5	1.1e-08
4	Immune cells	CD8T	CD8T	MMP15	-0.26	7.0	1.13e-08
4	Immune cells	CD8T	CD8T	PTPRE	0.37	17.8	1.13e-08
4	Immune cells	CD8T	CD8T	BTF3	0.63	64.7	1.14e-08
4	Immune cells	CD8T	CD8T	ATP8A1	0.29	16.3	1.17e-08
4	Immune cells	CD8T	CD8T	CCDC88B	0.67	23.3	1.22e-08
4	Immune cells	CD8T	CD8T	SORBS2	-0.35	12.8	1.23e-08
4	Immune cells	CD8T	CD8T	PSIP1	0.87	43.0	1.25e-08
4	Immune cells	CD8T	CD8T	PSMC2	-0.3	18.6	1.26e-08
4	Immune cells	CD8T	CD8T	UXT	-0.41	36.8	1.27e-08
4	Immune cells	CD8T	CD8T	GSTA2	-0.58	22.5	1.3e-08
4	Immune cells	CD8T	CD8T	FOXQ1	-0.31	1.9	1.35e-08
4	Immune cells	CD8T	CD8T	CREB3L3	-0.36	10.1	1.38e-08
4	Immune cells	CD8T	CD8T	MGLL	-0.51	11.2	1.4e-08
4	Immune cells	CD8T	CD8T	CUX1	-0.35	22.9	1.47e-08
4	Immune cells	CD8T	CD8T	MRPS18B	-0.42	34.5	1.47e-08
4	Immune cells	CD8T	CD8T	CMTM3	0.4	13.6	1.52e-08
4	Immune cells	CD8T	CD8T	LRRC59	-0.32	14.0	1.52e-08
4	Immune cells	CD8T	CD8T	NCK2	0.36	18.6	1.57e-08
4	Immune cells	CD8T	CD8T	MPP5	-0.28	6.2	1.65e-08
4	Immune cells	CD8T	CD8T	RMND5A	-0.27	22.5	1.67e-08
4	Immune cells	CD8T	CD8T	ANXA9	-0.31	4.7	1.69e-08
4	Immune cells	CD8T	CD8T	MRPL36	-0.43	15.1	1.69e-08
4	Immune cells	CD8T	CD8T	CDK5RAP3	-0.36	39.1	1.69e-08
4	Immune cells	CD8T	CD8T	SHC2	-0.33	9.3	1.72e-08
4	Immune cells	CD8T	CD8T	RBL2	0.79	46.5	1.78e-08
4	Immune cells	CD8T	CD8T	ATP5MC3	-0.31	36.4	1.78e-08
4	Immune cells	CD8T	CD8T	GNAQ	-0.32	13.2	1.8e-08
4	Immune cells	CD8T	CD8T	BBOX1	-0.34	6.2	1.86e-08
4	Immune cells	CD8T	CD8T	SLC12A2	-0.26	5.4	1.96e-08
4	Immune cells	CD8T	CD8T	IL12RB1	0.56	18.6	1.99e-08
4	Immune cells	CD8T	CD8T	IRF1	0.78	77.5	2.01e-08
4	Immune cells	CD8T	CD8T	DOCK4	-0.25	4.3	2.04e-08
4	Immune cells	CD8T	CD8T	ASL	-0.59	26.7	2.05e-08
4	Immune cells	CD8T	CD8T	RANGAP1	-0.46	17.8	2.06e-08
4	Immune cells	CD8T	CD8T	GNG5	-0.34	25.6	2.08e-08
4	Immune cells	CD8T	CD8T	FAM162A	-0.27	19.0	2.15e-08
4	Immune cells	CD8T	CD8T	TBC1D16	-0.28	6.6	2.27e-08
4	Immune cells	CD8T	CD8T	CPPED1	-0.49	47.7	2.28e-08
4	Immune cells	CD8T	CD8T	ARPC5L	0.61	36.4	2.29e-08
4	Immune cells	CD8T	CD8T	IBTK	-0.37	36.0	2.3e-08
4	Immune cells	CD8T	CD8T	PHYHIPL	-0.3	2.3	2.33e-08
4	Immune cells	CD8T	CD8T	ODR4	-0.28	15.1	2.35e-08
4	Immune cells	CD8T	CD8T	PIK3CG	0.38	17.1	2.42e-08
4	Immune cells	CD8T	CD8T	MTHFD1	-0.41	26.7	2.68e-08
4	Immune cells	CD8T	CD8T	SFMBT2	0.72	17.8	2.71e-08
4	Immune cells	CD8T	CD8T	ORAI3	-0.32	5.8	2.76e-08
4	Immune cells	CD8T	CD8T	RNH1	-0.27	20.5	2.81e-08
4	Immune cells	CD8T	CD8T	SEC14L2	-0.52	12.4	2.82e-08
4	Immune cells	CD8T	CD8T	MAN2A1	-0.34	35.7	2.93e-08
4	Immune cells	CD8T	CD8T	TALDO1	-0.4	31.8	2.97e-08
4	Immune cells	CD8T	CD8T	TENT5A	-0.45	10.9	2.97e-08
4	Immune cells	CD8T	CD8T	FEM1B	-0.28	18.2	3e-08
4	Immune cells	CD8T	CD8T	CHP1	-0.36	23.6	3.03e-08
4	Immune cells	CD8T	CD8T	DPM3	-0.33	12.0	3.12e-08
4	Immune cells	CD8T	CD8T	CNIH4	-0.29	14.3	3.18e-08
4	Immune cells	CD8T	CD8T	APOL6	0.4	69.8	3.42e-08
4	Immune cells	CD8T	CD8T	TOX3	-0.4	4.3	3.53e-08
4	Immune cells	CD8T	CD8T	MSL3	0.5	29.1	3.53e-08
4	Immune cells	CD8T	CD8T	RNASE1	-1.36	10.1	3.54e-08
4	Immune cells	CD8T	CD8T	SH3PXD2A	-0.27	6.6	3.85e-08
4	Immune cells	CD8T	CD8T	C12orf57	0.89	42.2	3.95e-08
4	Immune cells	CD8T	CD8T	C4orf48	0.53	22.1	3.97e-08
4	Immune cells	CD8T	CD8T	PTGR1	-0.43	24.8	4.06e-08
4	Immune cells	CD8T	CD8T	UGT2B15	-0.45	28.3	4.11e-08
4	Immune cells	CD8T	CD8T	ACAA2	-0.39	34.9	4.12e-08
4	Immune cells	CD8T	CD8T	PKM	0.65	51.9	4.26e-08
4	Immune cells	CD8T	CD8T	STIM2	0.45	27.5	4.34e-08
4	Immune cells	CD8T	CD8T	PTGES3	-0.43	73.6	4.44e-08
4	Immune cells	CD8T	CD8T	GCLM	-0.37	72.1	4.49e-08
4	Immune cells	CD8T	CD8T	C6orf89	-0.39	39.1	4.54e-08
4	Immune cells	CD8T	CD8T	SPINK5	-0.36	5.0	4.73e-08
4	Immune cells	CD8T	CD8T	ARFGEF2	-0.42	28.3	4.76e-08
4	Immune cells	CD8T	CD8T	NCALD	0.77	11.2	4.84e-08
4	Immune cells	CD8T	CD8T	PPARGC1A	-0.34	7.0	4.94e-08
4	Immune cells	CD8T	CD8T	ACTR3	0.64	57.8	5.06e-08
4	Immune cells	CD8T	CD8T	STAP2	-0.37	14.0	5.08e-08
4	Immune cells	CD8T	CD8T	ANKRD12	0.72	95.0	5.1e-08
4	Immune cells	CD8T	CD8T	TMPRSS6	-0.36	8.5	5.21e-08
4	Immune cells	CD8T	CD8T	EPS8	-0.27	5.0	5.24e-08
4	Immune cells	CD8T	CD8T	GAA	-0.42	11.2	5.55e-08
4	Immune cells	CD8T	CD8T	ARNTL	0.58	25.2	5.58e-08
4	Immune cells	CD8T	CD8T	GPC4	-0.25	1.6	5.74e-08
4	Immune cells	CD8T	CD8T	MFSD1	-0.26	12.0	5.89e-08
4	Immune cells	CD8T	CD8T	AFG3L2	-0.29	20.2	5.89e-08
4	Immune cells	CD8T	CD8T	ZNF664	-0.26	16.7	6.15e-08
4	Immune cells	CD8T	CD8T	HIST1H1E	0.52	35.7	6.25e-08
4	Immune cells	CD8T	CD8T	MTUS1	-0.34	14.0	6.31e-08
4	Immune cells	CD8T	CD8T	NDUFS3	-0.27	24.8	6.37e-08
4	Immune cells	CD8T	CD8T	CCNL1	0.68	67.1	6.48e-08
4	Immune cells	CD8T	CD8T	ATP6V1C1	-0.37	19.0	6.5e-08
4	Immune cells	CD8T	CD8T	ARHGEF28	-0.28	6.2	7.76e-08
4	Immune cells	CD8T	CD8T	OPLAH	-0.26	7.8	7.92e-08
4	Immune cells	CD8T	CD8T	MCOLN2	0.3	20.5	7.96e-08
4	Immune cells	CD8T	CD8T	MVK	-0.29	5.4	8.18e-08
4	Immune cells	CD8T	CD8T	PEX6	-0.29	8.1	8.35e-08
4	Immune cells	CD8T	CD8T	PAPSS2	-0.26	12.8	8.44e-08
4	Immune cells	CD8T	CD8T	SP4	0.45	20.9	8.57e-08
4	Immune cells	CD8T	CD8T	AGPS	-0.29	15.9	8.68e-08
4	Immune cells	CD8T	CD8T	VSIR	0.37	20.5	9.16e-08
4	Immune cells	CD8T	CD8T	NAT8	-0.35	2.7	9.22e-08
4	Immune cells	CD8T	CD8T	AAK1	0.48	78.3	1.01e-07
4	Immune cells	CD8T	CD8T	ADA2	0.28	32.2	1.01e-07
4	Immune cells	CD8T	CD8T	SET	0.48	68.6	1.04e-07
4	Immune cells	CD8T	CD8T	ISG15	0.83	47.3	1.05e-07
4	Immune cells	CD8T	CD8T	GPI	-0.39	54.3	1.1e-07
4	Immune cells	CD8T	CD8T	ATP5MC1	-0.44	36.8	1.13e-07
4	Immune cells	CD8T	CD8T	BRD8	-0.28	19.4	1.14e-07
4	Immune cells	CD8T	CD8T	IL17RB	-0.25	9.3	1.15e-07
4	Immune cells	CD8T	CD8T	PDCD4	0.78	67.8	1.17e-07
4	Immune cells	CD8T	CD8T	MTRNR2L2	-0.41	85.3	1.19e-07
4	Immune cells	CD8T	CD8T	COMMD6	0.45	46.1	1.2e-07
4	Immune cells	CD8T	CD8T	TUBA1C	-0.32	17.4	1.21e-07
4	Immune cells	CD8T	CD8T	SMCHD1	0.9	56.2	1.21e-07
4	Immune cells	CD8T	CD8T	EIF3H	0.47	54.3	1.25e-07
4	Immune cells	CD8T	CD8T	MALSU1	-0.25	13.2	1.25e-07
4	Immune cells	CD8T	CD8T	DAB2	-0.64	7.8	1.27e-07
4	Immune cells	CD8T	CD8T	CARD8	0.63	34.1	1.29e-07
4	Immune cells	CD8T	CD8T	AKAP5	0.63	59.3	1.38e-07
4	Immune cells	CD8T	CD8T	ENO3	-0.39	13.2	1.39e-07
4	Immune cells	CD8T	CD8T	PAK1	-0.3	10.9	1.4e-07
4	Immune cells	CD8T	CD8T	FAM129A	0.59	26.4	1.43e-07
4	Immune cells	CD8T	CD8T	TGFBR2	0.5	34.9	1.47e-07
4	Immune cells	CD8T	CD8T	MSRB1	-0.27	12.4	1.51e-07
4	Immune cells	CD8T	CD8T	SRP14	0.78	79.8	1.51e-07
4	Immune cells	CD8T	CD8T	MEA1	-0.33	25.6	1.52e-07
4	Immune cells	CD8T	CD8T	TM4SF1	-0.31	7.4	1.55e-07
4	Immune cells	CD8T	CD8T	ARHGEF6	0.51	31.0	1.56e-07
4	Immune cells	CD8T	CD8T	EMC10	-0.27	24.0	1.58e-07
4	Immune cells	CD8T	CD8T	FAM189B	-0.25	6.2	1.59e-07
4	Immune cells	CD8T	CD8T	ITFG1	-0.35	17.4	1.59e-07
4	Immune cells	CD8T	CD8T	PPP1R1A	-0.33	7.0	1.6e-07
4	Immune cells	CD8T	CD8T	APOL1	-0.29	47.7	1.63e-07
4	Immune cells	CD8T	CD8T	GPLD1	-0.59	12.8	1.63e-07
4	Immune cells	CD8T	CD8T	MRPS16	-0.32	28.7	1.71e-07
4	Immune cells	CD8T	CD8T	H19	-0.62	8.5	1.71e-07
4	Immune cells	CD8T	CD8T	ENAH	-0.26	46.5	1.75e-07
4	Immune cells	CD8T	CD8T	CDYL2	0.35	10.1	1.78e-07
4	Immune cells	CD8T	CD8T	ARHGEF40	-0.4	9.7	1.78e-07
4	Immune cells	CD8T	CD8T	UACA	-0.56	35.3	1.88e-07
4	Immune cells	CD8T	CD8T	NFKBIZ	0.39	34.1	2.1e-07
4	Immune cells	CD8T	CD8T	RITA1	-0.29	7.4	2.13e-07
4	Immune cells	CD8T	CD8T	LIMCH1	-0.3	3.1	2.16e-07
4	Immune cells	CD8T	CD8T	CLCN5	-0.34	7.8	2.16e-07
