Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
0	Malignant cells	Malignant	Malignant	TSPAN6	0.28	66.7	2.47e-26
0	Malignant cells	Malignant	Malignant	CCND2	-0.64	1.9	2.59e-26
0	Malignant cells	Malignant	Malignant	PIGR	-0.32	1.2	2.72e-26
0	Malignant cells	Malignant	Malignant	NREP	0.29	40.4	2.78e-26
0	Malignant cells	Malignant	Malignant	TREX1	-0.46	1.2	3.03e-26
0	Malignant cells	Malignant	Malignant	INSIG1	0.28	70.9	3.71e-26
0	Malignant cells	Malignant	Malignant	MAN2A1	0.29	71.5	3.79e-26
0	Malignant cells	Malignant	Malignant	CHRNB1	-0.34	38.4	3.96e-26
0	Malignant cells	Malignant	Malignant	ATP5MC3	0.36	70.2	3.97e-26
0	Malignant cells	Malignant	Malignant	TMSB10	-0.75	63.5	4.02e-26
0	Malignant cells	Malignant	Malignant	TCEANC2	-0.29	33.7	4.4e-26
0	Malignant cells	Malignant	Malignant	PTK2B	-0.44	3.6	4.64e-26
0	Malignant cells	Malignant	Malignant	PMVK	0.38	47.2	4.66e-26
0	Malignant cells	Malignant	Malignant	PAQR9	0.28	25.5	5.03e-26
0	Malignant cells	Malignant	Malignant	CDC40	-0.37	49.2	5.11e-26
0	Malignant cells	Malignant	Malignant	TACC1	-0.67	30.7	5.49e-26
0	Malignant cells	Malignant	Malignant	DNPH1	0.35	63.5	5.56e-26
0	Malignant cells	Malignant	Malignant	BCAT2	-0.36	2.3	5.61e-26
0	Malignant cells	Malignant	Malignant	PTPN2	-0.52	55.4	5.94e-26
0	Malignant cells	Malignant	Malignant	ESYT2	-0.44	52.7	6.12e-26
0	Malignant cells	Malignant	Malignant	PDLIM5	-0.42	56.4	6.43e-26
0	Malignant cells	Malignant	Malignant	XYLB	0.31	36.2	6.55e-26
0	Malignant cells	Malignant	Malignant	TENT5C	-0.56	0.7	6.7e-26
0	Malignant cells	Malignant	Malignant	ITM2A	-0.53	0.1	6.8e-26
0	Malignant cells	Malignant	Malignant	TRIP11	-0.47	59.5	6.99e-26
0	Malignant cells	Malignant	Malignant	RAB31	0.28	26.3	7.02e-26
0	Malignant cells	Malignant	Malignant	ARHGAP25	-0.52	0.4	7.11e-26
0	Malignant cells	Malignant	Malignant	F2R	-0.32	24.5	7.34e-26
0	Malignant cells	Malignant	Malignant	SWSAP1	-0.29	27.6	7.54e-26
0	Malignant cells	Malignant	Malignant	APP	-0.32	17.2	7.95e-26
0	Malignant cells	Malignant	Malignant	SVIP	0.4	65.3	8.36e-26
0	Malignant cells	Malignant	Malignant	TNFSF14	-0.39	24.0	8.39e-26
0	Malignant cells	Malignant	Malignant	ASL	-0.73	26.5	8.58e-26
0	Malignant cells	Malignant	Malignant	EBPL	0.27	44.9	8.62e-26
0	Malignant cells	Malignant	Malignant	HEATR3	-0.44	44.3	8.63e-26
0	Malignant cells	Malignant	Malignant	GPX2	0.48	72.2	8.88e-26
0	Malignant cells	Malignant	Malignant	C1orf123	0.4	37.8	9.45e-26
0	Malignant cells	Malignant	Malignant	MLXIP	-0.37	45.9	1.01e-25
0	Malignant cells	Malignant	Malignant	PDZK1IP1	-0.29	0.6	1.07e-25
0	Malignant cells	Malignant	Malignant	PPIA	0.34	92.8	1.1e-25
0	Malignant cells	Malignant	Malignant	ANKRD12	-0.66	82.5	1.12e-25
0	Malignant cells	Malignant	Malignant	CNGA1	0.31	17.9	1.13e-25
0	Malignant cells	Malignant	Malignant	KIAA1614	-0.38	40.5	1.28e-25
0	Malignant cells	Malignant	Malignant	CNTRL	-0.55	7.2	1.33e-25
0	Malignant cells	Malignant	Malignant	FAM53B-AS1	-0.36	39.7	1.4e-25
0	Malignant cells	Malignant	Malignant	TRMT112	0.49	64.1	1.52e-25
0	Malignant cells	Malignant	Malignant	ABCB1	0.29	41.7	1.64e-25
0	Malignant cells	Malignant	Malignant	ATXN10	0.33	53.8	1.93e-25
0	Malignant cells	Malignant	Malignant	CDK6	0.26	49.8	1.95e-25
0	Malignant cells	Malignant	Malignant	SLC14A2	-0.38	31.4	2.1e-25
0	Malignant cells	Malignant	Malignant	ST13	0.31	79.6	2.12e-25
0	Malignant cells	Malignant	Malignant	SSR4	-2.18	61.1	2.12e-25
0	Malignant cells	Malignant	Malignant	TYMP	-0.53	15.8	2.25e-25
0	Malignant cells	Malignant	Malignant	CD69	-0.48	0.9	2.27e-25
0	Malignant cells	Malignant	Malignant	PRDX6	0.3	80.2	2.38e-25
0	Malignant cells	Malignant	Malignant	WIPF2	-0.43	55.3	2.64e-25
0	Malignant cells	Malignant	Malignant	SCARNA17	-0.5	4.8	2.86e-25
0	Malignant cells	Malignant	Malignant	SNORA55	-0.52	1.3	2.88e-25
0	Malignant cells	Malignant	Malignant	PLD1	0.32	31.3	2.92e-25
0	Malignant cells	Malignant	Malignant	KCNA3	-0.57	15.3	2.99e-25
0	Malignant cells	Malignant	Malignant	C17orf75	-0.31	49.1	3.01e-25
0	Malignant cells	Malignant	Malignant	LBH	-0.66	1.0	3.11e-25
0	Malignant cells	Malignant	Malignant	RPN2	0.32	93.3	3.33e-25
0	Malignant cells	Malignant	Malignant	SUMO1	0.37	47.2	4.11e-25
0	Malignant cells	Malignant	Malignant	MAN2B1	-0.35	6.9	4.5e-25
0	Malignant cells	Malignant	Malignant	PSAP	-0.83	88.9	4.66e-25
0	Malignant cells	Malignant	Malignant	PRKCB	-0.54	1.0	4.71e-25
0	Malignant cells	Malignant	Malignant	UBIAD1	-0.34	50.7	5.31e-25
0	Malignant cells	Malignant	Malignant	CAVIN2	0.53	12.9	5.59e-25
0	Malignant cells	Malignant	Malignant	MSRB1	0.33	42.3	6.7e-25
0	Malignant cells	Malignant	Malignant	HOOK3	-0.5	63.1	6.88e-25
0	Malignant cells	Malignant	Malignant	ANKRD16	-0.38	40.8	6.95e-25
0	Malignant cells	Malignant	Malignant	IQGAP2	0.26	83.6	7.43e-25
0	Malignant cells	Malignant	Malignant	PLEKHB2	-0.46	43.0	7.75e-25
0	Malignant cells	Malignant	Malignant	DHRS12	0.33	27.4	7.91e-25
0	Malignant cells	Malignant	Malignant	TRANK1	-0.4	3.0	8.15e-25
0	Malignant cells	Malignant	Malignant	SPN	-0.38	43.6	8.94e-25
0	Malignant cells	Malignant	Malignant	ZFP82	-0.51	54.6	9.02e-25
0	Malignant cells	Malignant	Malignant	RAMP1	0.5	34.9	9.02e-25
0	Malignant cells	Malignant	Malignant	COA3	0.41	71.2	1.04e-24
0	Malignant cells	Malignant	Malignant	PQLC1	0.38	44.3	1.06e-24
0	Malignant cells	Malignant	Malignant	CPSF7	0.33	62.2	1.36e-24
0	Malignant cells	Malignant	Malignant	MGLL	-0.71	11.7	1.36e-24
0	Malignant cells	Malignant	Malignant	CCDC142	-0.44	60.2	1.61e-24
0	Malignant cells	Malignant	Malignant	WWTR1	0.25	30.0	1.69e-24
0	Malignant cells	Malignant	Malignant	SNRPE	0.32	55.3	1.82e-24
0	Malignant cells	Malignant	Malignant	WDR92	-0.35	45.4	1.92e-24
0	Malignant cells	Malignant	Malignant	SUN2	0.26	41.1	1.95e-24
0	Malignant cells	Malignant	Malignant	SKP1	0.52	80.8	2.09e-24
0	Malignant cells	Malignant	Malignant	CYP4V2	0.25	49.1	2.15e-24
0	Malignant cells	Malignant	Malignant	ZNF430	-0.42	28.8	2.23e-24
0	Malignant cells	Malignant	Malignant	BCAS2	0.43	40.1	2.3e-24
0	Malignant cells	Malignant	Malignant	FAM129A	-0.33	2.9	2.43e-24
0	Malignant cells	Malignant	Malignant	LINC01105	-0.3	34.4	2.44e-24
0	Malignant cells	Malignant	Malignant	MT1E	-0.26	2.2	2.53e-24
0	Malignant cells	Malignant	Malignant	UBR3	0.3	50.5	2.77e-24
0	Malignant cells	Malignant	Malignant	DGAT2	0.28	54.0	2.84e-24
0	Malignant cells	Malignant	Malignant	GNAQ	0.28	45.6	2.96e-24
0	Malignant cells	Malignant	Malignant	HMGN3	-0.4	31.1	3.06e-24
0	Malignant cells	Malignant	Malignant	CREB3L2	-0.42	12.3	3.07e-24
0	Malignant cells	Malignant	Malignant	LANCL1	0.29	39.9	3.12e-24
0	Malignant cells	Malignant	Malignant	GLT1D1	0.27	17.1	3.16e-24
0	Malignant cells	Malignant	Malignant	ILF3	-0.78	34.3	3.18e-24
0	Malignant cells	Malignant	Malignant	SNRPD3	0.49	67.4	3.18e-24
0	Malignant cells	Malignant	Malignant	PSME2	-0.71	57.3	3.52e-24
0	Malignant cells	Malignant	Malignant	NASP	-0.65	54.3	3.94e-24
0	Malignant cells	Malignant	Malignant	USP49	-0.38	49.2	4.16e-24
0	Malignant cells	Malignant	Malignant	WDR82	-0.32	43.4	4.5e-24
0	Malignant cells	Malignant	Malignant	BHMT2	0.28	92.3	4.57e-24
0	Malignant cells	Malignant	Malignant	NELFB	0.33	30.7	4.61e-24
0	Malignant cells	Malignant	Malignant	CCDC157	-0.36	39.9	5.29e-24
0	Malignant cells	Malignant	Malignant	LINC00909	-0.29	21.7	5.52e-24
0	Malignant cells	Malignant	Malignant	KCNAB2	-0.36	2.2	6.52e-24
0	Malignant cells	Malignant	Malignant	MYL12B	0.4	80.8	6.64e-24
0	Malignant cells	Malignant	Malignant	DDX49	0.25	41.1	6.9e-24
0	Malignant cells	Malignant	Malignant	OCIAD1	0.33	67.4	7.08e-24
0	Malignant cells	Malignant	Malignant	PNKD	0.27	61.9	7.23e-24
0	Malignant cells	Malignant	Malignant	GOLGA3	-0.3	47.3	7.99e-24
0	Malignant cells	Malignant	Malignant	LUCAT1	-0.49	1.3	8.07e-24
0	Malignant cells	Malignant	Malignant	SEZ6L2	-0.72	5.9	8.86e-24
0	Malignant cells	Malignant	Malignant	TRPS1	-0.39	1.3	8.86e-24
0	Malignant cells	Malignant	Malignant	LRRC2	-0.38	44.3	9.56e-24
0	Malignant cells	Malignant	Malignant	KPTN	0.38	20.5	9.82e-24
0	Malignant cells	Malignant	Malignant	DOCK10	-0.45	0.6	9.82e-24
0	Malignant cells	Malignant	Malignant	AUTS2	0.28	38.5	9.96e-24
0	Malignant cells	Malignant	Malignant	DOCK8	-0.45	0.6	1.16e-23
0	Malignant cells	Malignant	Malignant	MFSD2A	-0.43	0.0	1.19e-23
0	Malignant cells	Malignant	Malignant	MTCH2	0.28	66.0	1.24e-23
0	Malignant cells	Malignant	Malignant	NCMAP	-0.37	47.2	1.4e-23
0	Malignant cells	Malignant	Malignant	RPS21	0.28	91.5	1.62e-23
0	Malignant cells	Malignant	Malignant	RFTN1	0.26	40.2	1.7e-23
0	Malignant cells	Malignant	Malignant	SLFN5	-0.54	11.0	1.91e-23
0	Malignant cells	Malignant	Malignant	JAK3	-0.49	2.5	1.94e-23
0	Malignant cells	Malignant	Malignant	HINT2	0.47	50.9	1.96e-23
0	Malignant cells	Malignant	Malignant	GSR	-0.47	14.2	2.31e-23
0	Malignant cells	Malignant	Malignant	MMAB	0.58	68.5	2.4e-23
0	Malignant cells	Malignant	Malignant	PARP1	-0.65	41.1	2.54e-23
0	Malignant cells	Malignant	Malignant	AFM	-1.06	34.9	2.54e-23
0	Malignant cells	Malignant	Malignant	C17orf58	0.27	21.6	2.57e-23
0	Malignant cells	Malignant	Malignant	CARD16	-0.33	0.3	2.62e-23
0	Malignant cells	Malignant	Malignant	CORO2A	-0.36	52.1	2.63e-23
0	Malignant cells	Malignant	Malignant	TUBA1A	-0.37	1.3	3e-23
0	Malignant cells	Malignant	Malignant	ARHGAP9	-0.57	0.4	3e-23
0	Malignant cells	Malignant	Malignant	RMRP	-1.06	3.6	3.03e-23
0	Malignant cells	Malignant	Malignant	ZNF570	-0.4	40.8	3.09e-23
0	Malignant cells	Malignant	Malignant	ODF2L	-0.28	50.1	3.23e-23
0	Malignant cells	Malignant	Malignant	SERPINF1	-0.7	25.0	3.57e-23
0	Malignant cells	Malignant	Malignant	PGLYRP2	-0.32	4.5	4.03e-23
0	Malignant cells	Malignant	Malignant	CLEC2B	-0.34	1.2	4.5e-23
0	Malignant cells	Malignant	Malignant	ARHGEF26-AS1	-0.3	23.7	4.53e-23
0	Malignant cells	Malignant	Malignant	PPA1	0.37	55.6	5.16e-23
0	Malignant cells	Malignant	Malignant	C3orf62	-0.31	17.9	5.89e-23
0	Malignant cells	Malignant	Malignant	RPL29	0.39	89.3	6.09e-23
0	Malignant cells	Malignant	Malignant	SAP18	0.26	64.5	6.48e-23
0	Malignant cells	Malignant	Malignant	KLHL8	-0.3	31.1	6.67e-23
0	Malignant cells	Malignant	Malignant	HLA-DRB5	-0.67	0.0	6.67e-23
0	Malignant cells	Malignant	Malignant	AKR1D1	-0.32	25.9	6.87e-23
0	Malignant cells	Malignant	Malignant	IDS	-0.46	60.2	6.99e-23
0	Malignant cells	Malignant	Malignant	CD3E	-0.33	0.1	7.09e-23
0	Malignant cells	Malignant	Malignant	FEM1B	0.28	51.2	7.25e-23
0	Malignant cells	Malignant	Malignant	REL	-0.37	30.7	8.13e-23
0	Malignant cells	Malignant	Malignant	ITGB7	-0.27	0.7	8.22e-23
0	Malignant cells	Malignant	Malignant	PLXNC1	-0.32	5.1	8.9e-23
0	Malignant cells	Malignant	Malignant	CD53	-0.28	0.9	9.31e-23
0	Malignant cells	Malignant	Malignant	MAB21L4	0.26	34.4	9.42e-23
0	Malignant cells	Malignant	Malignant	MAP4K1	-0.54	1.0	9.73e-23
0	Malignant cells	Malignant	Malignant	ISG20L2	-0.44	43.1	9.85e-23
0	Malignant cells	Malignant	Malignant	RUNX3	-0.53	0.4	1.02e-22
0	Malignant cells	Malignant	Malignant	GCSH	0.32	49.6	1.09e-22
0	Malignant cells	Malignant	Malignant	FYN	-0.45	1.6	1.16e-22
0	Malignant cells	Malignant	Malignant	FGD4	-0.31	29.2	1.2e-22
0	Malignant cells	Malignant	Malignant	S100A16	-0.45	14.3	1.24e-22
0	Malignant cells	Malignant	Malignant	SLC25A10	0.27	46.3	1.25e-22
0	Malignant cells	Malignant	Malignant	PRAP1	0.31	64.7	1.26e-22
0	Malignant cells	Malignant	Malignant	FBXL5	0.29	43.7	1.56e-22
0	Malignant cells	Malignant	Malignant	ATP2A3	-0.35	0.0	1.57e-22
0	Malignant cells	Malignant	Malignant	ATP5ME	0.38	95.7	1.66e-22
0	Malignant cells	Malignant	Malignant	COL24A1	-0.4	0.1	1.76e-22
0	Malignant cells	Malignant	Malignant	UGT2B7	-0.67	15.1	1.81e-22
0	Malignant cells	Malignant	Malignant	KLHDC3	0.42	38.2	1.83e-22
0	Malignant cells	Malignant	Malignant	SHPK	-0.27	36.6	2.09e-22
0	Malignant cells	Malignant	Malignant	DENND2A	-0.32	50.2	2.32e-22
0	Malignant cells	Malignant	Malignant	DTWD2	-0.31	33.3	2.33e-22
0	Malignant cells	Malignant	Malignant	AAK1	-0.51	57.0	2.38e-22
0	Malignant cells	Malignant	Malignant	SLC6A4	-0.26	34.0	2.39e-22
0	Malignant cells	Malignant	Malignant	IDO1	-0.37	33.0	2.6e-22
0	Malignant cells	Malignant	Malignant	TCTA	0.32	54.8	2.66e-22
0	Malignant cells	Malignant	Malignant	DYNLRB1	0.25	68.2	2.73e-22
0	Malignant cells	Malignant	Malignant	LRRC58	-0.6	71.2	2.82e-22
0	Malignant cells	Malignant	Malignant	DMGDH	0.27	30.4	2.84e-22
0	Malignant cells	Malignant	Malignant	SEC14L4	-0.41	32.3	2.86e-22
0	Malignant cells	Malignant	Malignant	IL32	-0.88	35.9	3.03e-22
0	Malignant cells	Malignant	Malignant	RCSD1	-0.42	18.7	3.23e-22
0	Malignant cells	Malignant	Malignant	MTDH	-0.73	83.5	3.4e-22
0	Malignant cells	Malignant	Malignant	MPP6	0.28	44.4	3.82e-22
0	Malignant cells	Malignant	Malignant	CD96	-0.48	19.8	3.89e-22
0	Malignant cells	Malignant	Malignant	SLC7A11	-0.31	36.6	3.92e-22
0	Malignant cells	Malignant	Malignant	ZKSCAN1	0.27	93.1	3.98e-22
0	Malignant cells	Malignant	Malignant	CDC42SE2	-0.7	21.6	4.14e-22
0	Malignant cells	Malignant	Malignant	NR4A2	-0.38	2.9	4.34e-22
0	Malignant cells	Malignant	Malignant	TKT	0.29	74.5	4.35e-22
0	Malignant cells	Malignant	Malignant	CEP135	-0.35	26.6	4.81e-22
0	Malignant cells	Malignant	Malignant	BCYRN1	-1.08	31.0	5.08e-22
0	Malignant cells	Malignant	Malignant	KCNA7	-0.36	32.9	5.08e-22
0	Malignant cells	Malignant	Malignant	PGM2L1	-0.31	50.5	5.29e-22
0	Malignant cells	Malignant	Malignant	AKAP8L	-0.27	9.8	6.02e-22
0	Malignant cells	Malignant	Malignant	CRCP	-0.31	38.8	6.13e-22
0	Malignant cells	Malignant	Malignant	SLC10A1	-0.38	4.9	6.36e-22
0	Malignant cells	Malignant	Malignant	HLA-DMA	-0.52	10.0	6.75e-22
0	Malignant cells	Malignant	Malignant	EMG1	0.28	29.1	6.84e-22
0	Malignant cells	Malignant	Malignant	MGAT4A	-0.33	28.7	7.82e-22
0	Malignant cells	Malignant	Malignant	CCDC88C	-0.47	1.6	7.87e-22
0	Malignant cells	Malignant	Malignant	CXorf38	-0.4	42.8	7.89e-22
0	Malignant cells	Malignant	Malignant	SNORA28	-0.28	0.0	8.58e-22
0	Malignant cells	Malignant	Malignant	BDP1	-0.59	41.8	8.98e-22
0	Malignant cells	Malignant	Malignant	ST3GAL3	0.26	22.4	9.03e-22
0	Malignant cells	Malignant	Malignant	UBL4A	0.26	31.8	9.12e-22
0	Malignant cells	Malignant	Malignant	FGFR2	-0.31	24.6	1.03e-21
0	Malignant cells	Malignant	Malignant	GNG4	0.28	28.9	1.05e-21
0	Malignant cells	Malignant	Malignant	SLC25A13	0.32	58.6	1.06e-21
0	Malignant cells	Malignant	Malignant	TM9SF4	0.28	43.1	1.16e-21
0	Malignant cells	Malignant	Malignant	TIGIT	-0.48	0.0	1.21e-21
0	Malignant cells	Malignant	Malignant	UBL5	-0.54	38.9	1.26e-21
0	Malignant cells	Malignant	Malignant	TMEM14B	0.28	53.7	1.44e-21
0	Malignant cells	Malignant	Malignant	ZNF333	-0.31	25.5	1.67e-21
0	Malignant cells	Malignant	Malignant	PPP1R18	-0.28	4.8	1.72e-21
0	Malignant cells	Malignant	Malignant	PIK3R1	-0.52	29.1	1.8e-21
0	Malignant cells	Malignant	Malignant	SYK	-0.46	14.0	1.85e-21
0	Malignant cells	Malignant	Malignant	CAMK4	-0.3	33.9	1.99e-21
0	Malignant cells	Malignant	Malignant	PSMA7	0.37	81.6	2e-21
0	Malignant cells	Malignant	Malignant	ZNF483	-0.27	37.8	2.04e-21
0	Malignant cells	Malignant	Malignant	BICC1	0.26	24.7	2.05e-21
0	Malignant cells	Malignant	Malignant	NAIF1	-0.26	32.0	2.07e-21
0	Malignant cells	Malignant	Malignant	TOLLIP	0.38	52.7	2.11e-21
0	Malignant cells	Malignant	Malignant	COX17	0.42	63.1	2.22e-21
0	Malignant cells	Malignant	Malignant	HLA-DMB	-0.44	1.2	2.26e-21
0	Malignant cells	Malignant	Malignant	CEBPB	0.29	52.2	2.76e-21
0	Malignant cells	Malignant	Malignant	CFL2	0.28	40.8	2.84e-21
0	Malignant cells	Malignant	Malignant	RTP3	-0.33	2.5	2.89e-21
0	Malignant cells	Malignant	Malignant	PRKCH	-0.39	0.4	3.15e-21
0	Malignant cells	Malignant	Malignant	RPS4X	0.31	96.5	3.53e-21
0	Malignant cells	Malignant	Malignant	CFLAR	-0.72	77.3	3.68e-21
0	Malignant cells	Malignant	Malignant	PLEKHA6	-0.29	3.9	3.79e-21
0	Malignant cells	Malignant	Malignant	JPT2	0.47	31.8	3.83e-21
0	Malignant cells	Malignant	Malignant	PRODH	-0.27	0.1	3.88e-21
0	Malignant cells	Malignant	Malignant	ROCK2	0.31	81.9	3.99e-21
0	Malignant cells	Malignant	Malignant	ANKRD50	0.28	19.7	4.1e-21
0	Malignant cells	Malignant	Malignant	FZD3	-0.29	33.7	4.55e-21
0	Malignant cells	Malignant	Malignant	UQCRQ	0.36	92.6	4.56e-21
0	Malignant cells	Malignant	Malignant	CBX6	-0.27	4.5	4.83e-21
0	Malignant cells	Malignant	Malignant	CYBB	-0.63	2.2	4.98e-21
0	Malignant cells	Malignant	Malignant	CHD3	-0.28	0.4	5.44e-21
0	Malignant cells	Malignant	Malignant	TNFAIP3	-0.73	16.2	5.46e-21
0	Malignant cells	Malignant	Malignant	AKR7A2	0.42	66.6	5.47e-21
0	Malignant cells	Malignant	Malignant	ARHGEF2	-0.26	2.6	6.27e-21
0	Malignant cells	Malignant	Malignant	TAF15	-0.36	8.8	6.41e-21
0	Malignant cells	Malignant	Malignant	ITPK1	-0.3	29.5	6.43e-21
0	Malignant cells	Malignant	Malignant	WASF2	0.25	64.1	6.51e-21
0	Malignant cells	Malignant	Malignant	TBC1D10C	-0.43	0.3	6.67e-21
0	Malignant cells	Malignant	Malignant	HJV	0.26	63.5	6.88e-21
0	Malignant cells	Malignant	Malignant	ORC4	-0.37	48.0	7.99e-21
0	Malignant cells	Malignant	Malignant	IL10RA	-0.4	0.9	8.36e-21
0	Malignant cells	Malignant	Malignant	ECHS1	0.35	80.5	8.45e-21
0	Malignant cells	Malignant	Malignant	MBOAT2	-0.4	43.6	8.96e-21
0	Malignant cells	Malignant	Malignant	NLN	-0.26	50.7	9.76e-21
0	Malignant cells	Malignant	Malignant	HSH2D	-0.38	26.2	9.78e-21
0	Malignant cells	Malignant	Malignant	MRPS26	0.46	47.5	1.01e-20
0	Malignant cells	Malignant	Malignant	PNO1	-0.26	31.4	1.14e-20
0	Malignant cells	Malignant	Malignant	DOCK2	-0.36	0.6	1.19e-20
0	Malignant cells	Malignant	Malignant	IL16	-0.36	0.6	1.3e-20
0	Malignant cells	Malignant	Malignant	COA7	-0.27	40.1	1.31e-20
0	Malignant cells	Malignant	Malignant	ZEB2	-0.61	1.7	1.39e-20
0	Malignant cells	Malignant	Malignant	YTHDC1	-0.51	20.8	1.52e-20
0	Malignant cells	Malignant	Malignant	MRPL11	0.27	55.9	1.77e-20
0	Malignant cells	Malignant	Malignant	SP140	-0.44	0.6	1.78e-20
0	Malignant cells	Malignant	Malignant	RASSF3	0.34	3.9	1.89e-20
0	Malignant cells	Malignant	Malignant	EIF3F	0.36	63.5	1.98e-20
0	Malignant cells	Malignant	Malignant	SCAND1	0.35	60.2	1.99e-20
0	Malignant cells	Malignant	Malignant	SNX3	0.37	55.1	2.01e-20
0	Malignant cells	Malignant	Malignant	CIAO2B	0.41	50.7	2.01e-20
0	Malignant cells	Malignant	Malignant	ZCRB1	0.36	71.2	2.02e-20
0	Malignant cells	Malignant	Malignant	LARP7	-0.29	26.3	2.27e-20
0	Malignant cells	Malignant	Malignant	METTL2A	-0.37	50.1	2.47e-20
0	Malignant cells	Malignant	Malignant	SLC12A6	-0.52	48.2	2.56e-20
0	Malignant cells	Malignant	Malignant	NUCB2	-0.45	29.8	2.81e-20
0	Malignant cells	Malignant	Malignant	ATP5MD	0.46	76.1	2.91e-20
0	Malignant cells	Malignant	Malignant	COPS8	0.31	30.1	2.95e-20
0	Malignant cells	Malignant	Malignant	TRIR	-0.6	37.8	2.96e-20
0	Malignant cells	Malignant	Malignant	TXN2	0.35	50.8	3e-20
0	Malignant cells	Malignant	Malignant	TTTY15	-0.29	10.1	3.27e-20
0	Malignant cells	Malignant	Malignant	CETN2	0.64	39.1	3.72e-20
0	Malignant cells	Malignant	Malignant	STK17A	-0.37	6.1	3.78e-20
0	Malignant cells	Malignant	Malignant	LRRFIP1	-0.67	68.5	3.88e-20
0	Malignant cells	Malignant	Malignant	DOP1B	-0.36	32.4	3.89e-20
0	Malignant cells	Malignant	Malignant	MIS18BP1	-0.29	8.1	3.95e-20
0	Malignant cells	Malignant	Malignant	RAB11FIP1	-0.4	29.4	4e-20
0	Malignant cells	Malignant	Malignant	ANXA7	0.36	57.9	4.13e-20
0	Malignant cells	Malignant	Malignant	HSBP1	0.29	58.2	4.2e-20
0	Malignant cells	Malignant	Malignant	ZNF44	-0.38	19.5	4.3e-20
0	Malignant cells	Malignant	Malignant	GFOD2	-0.3	37.9	4.59e-20
0	Malignant cells	Malignant	Malignant	TMPRSS6	-0.49	9.8	5.14e-20
0	Malignant cells	Malignant	Malignant	MEF2C	-0.7	4.1	5.25e-20
0	Malignant cells	Malignant	Malignant	PGM1	0.31	46.2	5.63e-20
0	Malignant cells	Malignant	Malignant	ZNF394	-0.25	27.1	5.94e-20
0	Malignant cells	Malignant	Malignant	SELPLG	-0.42	0.9	6.03e-20
0	Malignant cells	Malignant	Malignant	NAA40	-0.31	26.9	6.18e-20
0	Malignant cells	Malignant	Malignant	AL355075.4	-0.64	2.5	6.19e-20
0	Malignant cells	Malignant	Malignant	CHD8	-0.64	24.0	6.71e-20
0	Malignant cells	Malignant	Malignant	ZNF563	-0.31	15.5	6.83e-20
0	Malignant cells	Malignant	Malignant	CDC37	-0.48	20.1	6.98e-20
0	Malignant cells	Malignant	Malignant	RABGAP1L	-0.46	31.0	7.11e-20
0	Malignant cells	Malignant	Malignant	ZNF431	-0.31	33.4	7.14e-20
0	Malignant cells	Malignant	Malignant	LAMTOR1	0.32	51.1	7.24e-20
0	Malignant cells	Malignant	Malignant	ATP8B2	-0.25	0.9	7.32e-20
0	Malignant cells	Malignant	Malignant	PAK3	-0.37	34.7	8.53e-20
0	Malignant cells	Malignant	Malignant	MT1X	-0.41	6.7	9.72e-20
0	Malignant cells	Malignant	Malignant	CD3G	-0.39	0.3	1.05e-19
0	Malignant cells	Malignant	Malignant	RPL34	-0.76	78.9	1.12e-19
0	Malignant cells	Malignant	Malignant	APOBEC3C	-0.32	0.4	1.14e-19
0	Malignant cells	Malignant	Malignant	PABPC4	-0.45	38.8	1.28e-19
0	Malignant cells	Malignant	Malignant	POU2AF1	-0.31	3.3	1.31e-19
0	Malignant cells	Malignant	Malignant	GEN1	-0.27	33.9	1.31e-19
0	Malignant cells	Malignant	Malignant	NHP2	0.39	59.9	1.35e-19
0	Malignant cells	Malignant	Malignant	IVD	-0.39	58.3	1.36e-19
0	Malignant cells	Malignant	Malignant	ZNF527	-0.32	35.9	1.38e-19
0	Malignant cells	Malignant	Malignant	PDCD2	0.26	36.3	1.38e-19
0	Malignant cells	Malignant	Malignant	CST7	-0.37	0.3	1.39e-19
0	Malignant cells	Malignant	Malignant	SEC14L1	-0.59	5.1	1.4e-19
0	Malignant cells	Malignant	Malignant	ABCA7	-0.43	0.9	1.43e-19
0	Malignant cells	Malignant	Malignant	AGMAT	-0.37	63.8	1.51e-19
0	Malignant cells	Malignant	Malignant	POU2F2	-0.67	2.6	1.52e-19
0	Malignant cells	Malignant	Malignant	ABI1	0.29	45.4	1.55e-19
0	Malignant cells	Malignant	Malignant	RHOBTB3	-0.37	48.6	1.69e-19
0	Malignant cells	Malignant	Malignant	PTPMT1	0.42	38.5	1.72e-19
0	Malignant cells	Malignant	Malignant	LILRB1	-0.35	21.1	1.76e-19
0	Malignant cells	Malignant	Malignant	PPARA	0.35	83.6	1.84e-19
0	Malignant cells	Malignant	Malignant	HSP90B1	-0.57	98.1	1.94e-19
0	Malignant cells	Malignant	Malignant	C9	-0.43	1.3	2.01e-19
0	Malignant cells	Malignant	Malignant	PDP2	-0.4	51.7	2.23e-19
0	Malignant cells	Malignant	Malignant	ATOX1	0.27	88.3	2.24e-19
0	Malignant cells	Malignant	Malignant	CISD2	-0.47	23.6	2.5e-19
0	Malignant cells	Malignant	Malignant	VCAM1	-0.31	0.4	2.67e-19
0	Malignant cells	Malignant	Malignant	ZNF714	-0.3	28.8	2.76e-19
