Immune cells	Malignant cells	Stromal cells
RASGRF2-AS1	3e-04	3e-04	0.00031
RASGRF2	0.01021	0.00164	0.01816
CKMT2-AS1	0.01082	0.02907	0.02886
CKMT2	0.00023	0.00566	0.00946
ZCCHC9	0.11809	0.16067	0.0853
ACOT12	0.00033	0.01172	0.00464
SSBP2	0.07167	0.02478	0.06361
CTD-2249K22.1	0.00039	0.00012	0.00063
ATG10	0.04521	0.04526	0.02511
RPS23	3.03057	2.95616	2.18592
ATP6AP1L	0.00663	0.00452	0.00846
RP11-343L5.2	5e-04	0.00205	0.00202
TMEM167A	0.51151	0.54152	0.2937
XRCC4	0.10328	0.08358	0.04575
VCAN	0.2461	0.13046	0.12759
HAPLN1	3e-04	0.00706	0.01239
EDIL3	0.00096	0.0246	0.06987
CTD-2269F5.1	0	0.00049	0.00354
CTC-480C2.1	0	0.00161	0.00088
CTC-261N6.2	0	0.00274	0.00284
COX7C	1.56251	2.24809	1.26333
RASA1	0.14847	0.09612	0.07262
CTC-428H11.2	0.01452	0.00268	0.00591
CCNH	0.32817	0.14364	0.11208
TMEM161B	0.07233	0.10712	0.09361
TMEM161B-AS1	0.03306	0.08612	0.05771
MEF2C	0.42625	0.03503	0.38017
MEF2C-AS1	0.00324	0.01099	0.01013
CETN3	0.06405	0.1046	0.056
MBLAC2	0.0116	0.0315	0.01674
POLR3G	0.00774	0.06728	0.0181
LYSMD3	0.10287	0.12789	0.07111
ADGRV1	0.00347	0.12198	0.03849
RP11-213H15.1	0.0027	0.00048	0.00129
LUCAT1	0.09297	0.06679	0.07349
RP11-213H15.4	0.00041	0.00064	2e-04
ARRDC3	0.48609	0.09162	0.26127
ARRDC3-AS1	0.0044	0.00339	0.00791
RP11-348J24.2	0.00037	0.00373	0.00155
CTC-458G6.2	5e-05	0.00865	0.0059
CTD-2091N23.1	4e-05	0.00171	2e-04
NR2F1-AS1	0.00034	0.02366	0.02442
NR2F1	0.00712	0.30629	0.15662
FAM172A	0.08458	0.09385	0.08582
POU5F2	0.02002	0.01359	0.02395
KIAA0825	0.01061	0.00571	0.01082
SLF1	0.07049	0.03758	0.03148
MCTP1	0.14866	0.04961	0.08997
FAM81B	0.00022	0.00745	0.00103
TTC37	0.20907	0.27176	0.18243
ARSK	0.02403	0.04436	0.03838
GPR150	0.00257	0.00195	0.00054
RFESD	0.01246	0.01083	0.01094
SPATA9	0.00127	0.00021	8e-04
RHOBTB3	0.07991	0.20057	0.15055
GLRX	0.4909	0.29503	0.1574
LINC01554	0.00315	0.00036	0.00143
ELL2	0.25303	0.223	0.17332
RP11-254I22.1	0.00058	0.00155	0.00127
RP11-254I22.3	0.00458	0.18917	0.04222
CAST	0.90952	0.57252	0.45296
ERAP1	0.09243	0.08474	0.05433
CTD-2260A17.1	0.01001	0.00116	0.0054
CTD-2260A17.2	0.00509	0.00416	0.00256
ERAP2	0.22491	0.06889	0.10427
LNPEP	0.24974	0.14593	0.14267
CTD-2215E18.1	0.00022	0.00054	0.00055
LIX1	0.00129	0.00026	0
RIOK2	0.1019	0.14273	0.06465
RGMB	0.00579	0.02157	0.01802
RGMB-AS1	0.00087	0.01894	0.00678
AC008522.1	0.00068	0.00083	0.00131
CHD1	0.35398	0.20199	0.1772
CTD-2007H13.3	0.00159	0.00105	0.0019
CTD-2001C12.1	0.00042	0.00144	0.00121
FAM174A	0.05917	0.10749	0.06181
ST8SIA4	0.26126	0.00902	0.06388
SLCO4C1	0.00412	0.03534	0.01169
SLCO6A1	0.00016	0.004	0.00641
LINC00491	0	0.00994	0.00642
PAM	0.05612	0.11893	0.1069
GIN1	0.0373	0.03362	0.0208
PPIP5K2	0.19507	0.16805	0.131
C5orf30	0.01891	0.02904	0.01405
NUDT12	0.0303	0.10512	0.04867
RP11-138J23.1	0.00013	0.00629	0.00206
RP11-6N13.1	3e-05	0.00402	0.00192
CTD-2374C24.1	0.00023	0.0059	0.00419
EFNA5	0.00583	0.04614	0.02848
FBXL17	0.05659	0.07726	0.05119
LINC01023	0.01256	0.05028	0.03404
FER	0.05436	0.04511	0.06187
CTD-2587M2.1	0.00919	0.01057	0.01545
PJA2	0.40608	0.26744	0.25525
CTC-332L22.1	0.00104	0.00109	0.00016
MAN2A1	0.18803	0.28145	0.1627
TMEM232	0.00077	0.00203	0.0023
SLC25A46	0.11119	0.13219	0.08887
TSLP	0.00793	0.03538	0.01612
WDR36	0.15223	0.14857	0.09883
CAMK4	0.12247	0.0061	0.02148
CTC-499J9.1	0	0.00445	0.00145
STARD4	0.10947	0.20436	0.15346
STARD4-AS1	0.00228	0.02035	0.03421
NREP	0.04939	0.37229	0.20939
EPB41L4A	0.0046	0.01763	0.03448
EPB41L4A-AS1	0.16443	0.52616	0.23651
EPB41L4A-AS2	1e-04	0.00094	0.0035
APC	0.14636	0.13215	0.11279
CTC-487M23.8	0.00123	0.00073	0.00133
SRP19	0.27838	0.35556	0.16306
REEP5	0.57936	0.86694	0.42552
ZRSR1	0.00138	0.00056	0.00098
CTC-487M23.5	0.00038	0.00039	0.00022
DCP2	0.293	0.12444	0.10971
MCC	0.01929	0.03398	0.03877
YTHDC2	0.15264	0.10052	0.09763
KCNN2	0.00011	1e-04	0.00735
TRIM36	0.02427	0.00275	0.00623
PGGT1B	0.12024	0.11059	0.08253
CTC-428G20.6	0.00156	0.00046	0
CCDC112	0.13317	0.08725	0.0531
FEM1C	0.1353	0.05593	0.06717
TMED7-TICAM2	0.00244	0.00189	0.00025
TICAM2	0.0067	0.00076	0.00153
AC010226.4	0.00721	0.00426	0.00519
TMED7	0.23764	0.36206	0.20806
CTC-505O3.3	0.0278	0.00628	0.00732
CTC-505O3.2	4e-05	0.00164	0.00019
ATG12	0.29335	0.27561	0.20123
AP3S1	0.38809	0.48531	0.23435
LVRN	0.00018	0.00182	0.00053
ARL14EPL	0.00108	0	0
CTD-2287O16.4	0.00029	0.00042	0
CTD-2287O16.5	0.01097	0.02048	0.01815
COMMD10	0.16188	0.20791	0.09159
SEMA6A	0.00077	0.00869	0.03856
SEMA6A-AS1	0.00231	0.00204	0.00318
LINC00992	0.00049	0.0226	0.0036
CTD-3179P9.1	2e-04	0	0.00417
CTC-448D22.1	4e-05	0.00093	0
DTWD2	0.02677	0.03534	0.02066
CTB-161M19.4	0.00038	0.00026	0.00042
DMXL1	0.14871	0.07238	0.08555
TNFAIP8	0.64895	0.07034	0.10167
HSD17B4	0.25597	0.25457	0.14079
PRR16	0.00073	0.00028	0.0284
CTC-546K23.1	0.00024	0.00875	0.00231
SRFBP1	0.13499	0.20103	0.12196
LOX	0.00251	0.03374	0.03669
ZNF474	0.00021	0.00052	8e-05
CTD-2544H17.2	0.00039	0.00797	0.00494
SNCAIP	0.00569	0.11857	0.06159
CTD-2280E9.1	0	0.00054	0.00054
MGC32805	0.00014	0.00232	0.00024
SNX2	0.55143	0.31422	0.16351
SNX24	0.16279	0.07981	0.05259
PPIC	0.0256	0.48061	0.26271
PRDM6	5e-05	0.00076	0.00119
CEP120	0.05633	0.03413	0.02705
CSNK1G3	0.12812	0.13127	0.11672
ZNF608	0.00161	0.04069	0.06954
GRAMD3	0.03485	0.06685	0.04671
ALDH7A1	0.03162	0.19471	0.08848
PHAX	0.13917	0.18425	0.0923
LMNB1	0.14361	0.071	0.03774
MARCH3	0.03378	0.03822	0.04545
C5orf63	0.01225	0.05871	0.02927
MEGF10	4e-05	0.00041	0.00061
PRRC1	0.10085	0.24028	0.14922
LINC01183	0.00055	0.02212	0.0067
LINC01184	0.05219	0.14625	0.08642
SLC12A2	0.07118	0.56449	0.33467
FBN2	0.00308	0.00041	0.00196
ISOC1	0.08366	0.28183	0.06765
CHSY3	0.00017	0	0.01162
HINT1	1.48931	2.42334	1.2112
LYRM7	0.10372	0.1216	0.06823
CDC42SE2	0.64666	0.26663	0.18162
RAPGEF6	0.08667	0.04853	0.03962
FNIP1	0.27486	0.2234	0.22615
MEIKIN	0.00392	8e-05	0.00023
ACSL6	0.01824	0.00345	0.00189
CSF2	0.01878	0.00188	0.00347
AC063976.3	5e-05	0.00062	0
P4HA2	0.03558	0.17032	0.11732
PDLIM4	0.0082	0.08099	0.04265
SLC22A4	0.0028	0.00412	0.00391
SLC22A5	0.01471	0.0535	0.04172
C5orf56	0.1099	0.04786	0.07242
AC116366.6	0.01994	0.00238	0.00498
IRF1	0.72152	0.16224	0.20926
RP11-89G4.1	0.00029	0.00129	0.00231
RAD50	0.15814	0.34381	0.17163
IL13	0.00313	0.00016	0.0017
IL4	0.00282	0.00027	0.00016
KIF3A	0.04986	0.08836	0.05866
CCNI2	0.00264	0.006	0.00146
SEPT8	0.0405	0.07992	0.09338
SOWAHA	0.00032	0.01448	0.00347
AC004775.5	0.00014	0.00045	0
SHROOM1	0.01343	0.15593	0.14585
GDF9	0.00093	0.00126	0.00142
UQCRQ	0.73728	1.5821	0.77965
LEAP2	0.04491	0.55405	0.16836
AFF4	0.28245	0.26675	0.30289
CTC-350I8.1	0.00071	4e-04	0.0025
ZCCHC10	0.19358	0.24015	0.1387
HSPA4	0.27239	0.37888	0.15872
FSTL4	0.00065	0.00504	0.00125
C5orf15	0.14989	0.32038	0.17241
VDAC1	0.81063	1.34774	0.5303
CTB-113I20.2	0.0132	0.05029	0.0295
TCF7	0.19757	0.06455	0.05905
SKP1	1.28732	1.93802	1.07201
PPP2CA	0.36334	0.40215	0.19638
CTD-2410N18.3	0.00202	0.00258	0.00346
CDKL3	0.01368	0.02464	0.0157
UBE2B	0.90087	0.84043	0.5147
RP11-215P8.3	0.02433	0.00695	0.00536
CDKN2AIPNL	0.07496	0.2659	0.09609
RP11-215P8.4	1e-04	0.0029	0.00267
AC005355.2	0.00918	0.30473	0.05675
JADE2	0.0748	0.07378	0.05099
SAR1B	0.27224	0.5986	0.26131
SEC24A	0.09834	0.21768	0.10803
CAMLG	0.29846	0.52152	0.26586
DDX46	0.41498	0.52128	0.34516
C5orf24	0.16245	0.38492	0.26429
TXNDC15	0.13555	0.23646	0.14978
PCBD2	0.05489	0.13558	0.07276
CATSPER3	0.00177	0.00384	0.00198
PITX1	0.00179	0.12054	0.07524
C5orf66	9e-04	0.00552	0.00168
C5orf66-AS1	0	0.0013	0.00053
H2AFY	0.81995	0.6122	0.40204
CTC-203F4.2	0.00185	0.00069	0.00103
TIFAB	0.03923	0.00155	0.00231
CTB-138E5.1	0.00845	0.00249	0.00208
CXCL14	0.00102	0.00033	0.00705
RP11-119J18.1	0.00065	0	0
SLC25A48	0.00026	0.00039	0
IL9	0	0.00073	0.00019
LECT2	4e-05	0.00089	0.00017
TGFBI	0.54477	0.19412	0.20572
SMAD5-AS1	0.00056	0.0065	0.00225
SMAD5	0.13121	0.55797	0.40081
AC009014.3	0.00045	0.01686	0.00961
TRPC7-AS1	0.00021	0.00221	0.00112
RP11-114H21.2	4e-05	0.00636	0.00097
SPOCK1	0.00091	0.00072	0.00527
KLHL3	0.00641	0.0246	0.04137
HNRNPA0	0.40708	0.39326	0.27176
RP11-381K20.2	0.00401	1e-04	0.00269
PKD2L2	0.0048	0.00056	0.00206
FAM13B	0.13378	0.07433	0.08335
RP11-325L7.1	0.00013	0.00043	0.00106
NME5	0.00052	0.05096	0.02411
BRD8	0.08495	0.10818	0.09832
KIF20A	0.01361	0.01677	0.00741
CDC23	0.06274	0.12678	0.06327
CDC25C	0.01007	0.02453	0.00828
FAM53C	0.21408	0.14888	0.17949
KDM3B	0.10871	0.13587	0.08656
REEP2	0.00178	0.00909	0.00324
EGR1	0.83137	0.57306	0.79195
ETF1	0.29005	0.3192	0.16703
HSPA9	0.4145	0.84378	0.36961
CTNNA1	0.26118	0.47801	0.34897
AC034243.1	0.00067	0.00738	0.00259
LRRTM2	0.00283	0.00436	0.00635
SIL1	0.15646	0.57105	0.34538
CTB-46B19.2	0.00104	0.00165	0.00207
MATR3	0.00539	0.00886	0.00925
PAIP2	0.63737	0.63751	0.35929
CTB-43P18.1	3e-04	0.00033	0.00103
SLC23A1	0.00198	0.06257	0.02441
MZB1	0.05332	0.00542	0.00788
PROB1	0.00141	0.00355	0.00645
SPATA24	0.0091	0.03394	0.00937
DNAJC18	0.01746	0.0378	0.03361
TMEM173	0.20222	0.10144	0.15269
UBE2D2	0.54783	0.54427	0.3079
CTD-3224K15.3	0.00081	0.00014	0.00056
CXXC5	0.167	0.29894	0.1611
CTD-3224K15.2	0.00076	4e-05	0.00049
NRG2	0.00304	0.00792	0.00793
LINC01024	0.00223	0.00927	0.00721
PURA	0.24088	0.31701	0.31171
IGIP	0.01259	0.03008	0.02695
CYSTM1	0.35285	1.41333	0.72448
PFDN1	0.22943	0.23292	0.18914
HBEGF	0.26823	0.11867	0.15667
SLC4A9	0.00016	0.0016	0.00094
CTC-329D1.2	0.00036	0.00047	1e-04
ANKHD1	0.07738	0.06422	0.05555
ANKHD1-EIF4EBP3	0.006	0.00572	0.00454
SRA1	0.28875	0.38583	0.1749
EIF4EBP3	0.01057	0.05377	0.01001
APBB3	0.05598	0.02291	0.03467
SLC35A4	0.10054	0.11029	0.07758
CD14	1.00101	0.15793	0.19109
NDUFA2	0.60295	1.08251	0.45727
TMCO6	0.01834	0.05806	0.03808
IK	0.46962	0.52855	0.28726
WDR55	0.0764	0.12363	0.07213
DND1	0.00232	0.00418	0.00671
HARS	0.0923	0.17187	0.10708
HARS2	0.02476	0.0514	0.03392
ZMAT2	0.30852	0.43624	0.1978
PCDHA1	6e-05	0.00119	0.00031
PCDHA3	0	0.00052	0.00029
PCDHA4	6e-05	0.00077	0.00142
PCDHA5	0	0.00066	0.00015
PCDHA6	5e-05	0.00195	0.00074
PCDHA9	0	0.00063	0.00111
PCDHA10	0	0.0039	0.00501
PCDHA11	0	0.00061	0.00016
PCDHA12	0	0.00088	0.00097
AC005609.17	0	4e-04	0
PCDHA13	4e-05	0.00083	0.00111
PCDHAC1	0	0.00166	0.00107
PCDHAC2	0	0.00048	0.00066
PCDHB2	0	0.00018	0.00622
PCDHB3	5e-05	0.00072	0.00359
PCDHB4	0	0.00011	0.00489
PCDHB5	0	0.00062	0.00234
PCDHB16	7e-05	0.00071	0.00586
PCDHB10	0	5e-04	0.00244
PCDHB9	9e-05	0.00062	0.0022
PCDHB12	0	0.00133	0.00314
PCDHB13	0.00045	0.02151	0.01779
PCDHB14	0.00035	0.03181	0.02826
PCDHB15	0.00011	0.0026	0.0094
TAF7	0.44462	0.4799	0.3691
AC005618.6	0.00118	0.00033	0.0011
PCDHGA1	0.00014	0.00078	0.00049
PCDHGA2	0	0.00056	0.00163
PCDHGA3	3e-04	0.00037	0.00169
PCDHGA5	0.00075	2e-04	0.00149
PCDHGA6	0.00159	0.00154	0.00414
PCDHGA7	0.00039	0.00038	0.00203
PCDHGA8	2e-04	0.00231	0.00407
PCDHGB5	0.00019	9e-04	0.00079
PCDHGA9	0.00016	8e-04	0.00123
PCDHGB6	0.00087	0.00271	0.00541
PCDHGA10	0.00401	0.07069	0.06497
PCDHGB7	0.00019	0.0032	0.00664
PCDHGA11	0.00064	0.0026	0.00275
PCDHGA12	0.00047	0.00173	0.00858
PCDHGC3	0.00039	0.00326	0.00756
PCDHGC4	0	0.00072	0.00073
DIAPH1	0.25327	0.24104	0.14374
CTD-2024I7.13	0.00042	0.00031	0.00034
HDAC3	0.08865	0.13591	0.08936
RELL2	0.02081	0.00467	0.00912
FCHSD1	0.0344	0.03516	0.03029
ARAP3	0.00592	0.02704	0.04607
PCDH1	0.00266	0.20326	0.12925
KIAA0141	0.08491	0.12994	0.12245
PCDH12	0.01392	8e-04	0.02429
AC005740.6	0.00025	0.00025	0.00271
RNF14	0.08124	0.11482	0.07354
GNPDA1	0.26571	0.28448	0.09605
NDFIP1	0.54074	0.73348	0.3891
SPRY4	0.00237	0.05512	0.07784
SPRY4-IT1	0.00011	0.01504	0.0216
AC005592.2	2e-05	0.00309	0.00259
FGF1	5e-05	0.00354	0.00558
AC005592.1	0.00016	0.00055	0.00062
ARHGAP26	0.14931	0.13349	0.16206
ARHGAP26-AS1	0.00016	0.001	0.00014
NR3C1	0.56451	0.25025	0.23675
HMHB1	0.00246	9e-05	0
YIPF5	0.25346	0.3141	0.1762
KCTD16	0.00037	0.00136	0.00148
CTC-806A22.1	0	0.00061	0.00016
PRELID2	0.0226	0.08616	0.04816
SH3RF2	0.00149	0.08732	0.05128
PLAC8L1	0.00019	0.0022	7e-04
LARS	0.2409	0.39288	0.22211
RP11-449H3.3	0.00416	0.00314	0.0036
RBM27	0.06995	0.08724	0.05183
TCERG1	0.15986	0.2395	0.18248
PPP2R2B	0.03417	0.00267	0.00704
CTC-255N20.1	0	0.00079	0.00098
STK32A	0.00022	0.01417	0.00516
DPYSL3	0.00641	0.0018	0.05735
JAKMIP2	0.01737	0.01284	0.0053
SPINK1	0.65931	3.90435	2.14817
C5orf46	0.00018	0.01747	0.00859
SPINK5	0.00113	0.07276	0.03931
SPINK6	0.00166	0.00018	0.00014
SPINK13	0.00035	0.00291	0.00113
RP11-373N22.3	0.00131	0.00267	0.00589
SPINK7	0.00019	0.00035	0
SPINK9	0	0.00117	0
FBXO38	0.07493	0.09212	0.06664
CTD-2283N19.1	0.00106	0.00097	0.00061
ADRB2	0.07446	0.00663	0.01872
SH3TC2	0.00018	0.00641	0.00329
CTC-529P8.1	0.00011	0.00356	0.00084
ABLIM3	0.0192	0.1242	0.07509
AFAP1L1	0.01801	0.02468	0.04196
GRPEL2	0.04633	0.07195	0.0507
PCYOX1L	0.02222	0.01758	0.01154
IL17B	0.00022	0.0035	0.00984
RP11-394O4.3	0.00017	0.00036	0
CARMN	6e-04	0.00109	0.11664
RP11-394O4.6	0	3e-05	0.00474
RP11-394O4.5	0.00107	0.00367	0.08382
CSNK1A1	0.625	0.67629	0.50684
ARHGEF37	0.00364	0.01886	0.01915
PPARGC1B	0.03083	0.02945	0.03904
PDE6A	0.00063	4e-04	0.00095
SLC26A2	0.09262	0.08302	0.07096
TIGD6	0.01021	0.02521	0.01307
HMGXB3	0.09509	0.1174	0.08988
CSF1R	0.47905	0.02056	0.05904
PDGFRB	0.00457	0.02349	0.27747
CDX1	0	0.00037	0.00146
SLC6A7	0.00157	0.00013	0.00058
ARSI	0	0.00072	0.00127
TCOF1	0.18545	0.16788	0.10406
CD74	2.51269	0.77663	0.87131
RPS14	3.29351	3.57255	2.50243
CTC-367J11.1	0.00071	0.00763	0.00325
NDST1	0.01013	0.05843	0.04763
SYNPO	0.00386	0.08468	0.13426
MYOZ3	0.00035	0.00027	0.00347
RBM22	0.19537	0.22133	0.13884
DCTN4	0.15379	0.17756	0.10047
SMIM3	0.06639	0.01513	0.05555
IRGM	0.00152	0.00016	0.00052
ZNF300	0.00642	0.01293	0.02223
GPX3	0.09735	0.75866	0.34706
TNIP1	0.20453	0.26355	0.16369
ANXA6	0.32657	0.20952	0.21211
CTB-17P3.4	0.00011	0.00073	6e-04
CCDC69	0.09046	0.02766	0.04331
GM2A	0.27485	0.09607	0.06553
SLC36A1	0.07086	0.04343	0.03552
CTC-251D13.1	0.00233	0.00119	0.00188
SPARC	0.02906	0.0127	0.68146
CTB-113P19.5	0.00438	0.00456	0.00339
ATOX1	0.86883	1.68823	0.83763
RP11-54C4.3	0.00147	0.00475	0.00338
G3BP1	0.51802	0.76029	0.42859
FAM114A2	0.0828	0.10333	0.06483
MFAP3	0.0152	0.02176	0.02734
GALNT10	0.09136	0.24609	0.14848
SAP30L-AS1	0.00092	0.00047	0.00144
SAP30L	0.05898	0.08664	0.06394
LARP1	0.24376	0.45671	0.28838
FAXDC2	0.01572	0.03206	0.03086
CNOT8	0.1414	0.11942	0.08363
GEMIN5	0.03221	0.06519	0.02941
MRPL22	0.18738	0.57635	0.18556
KIF4B	3e-05	0.00102	0.00172
SGCD	0.00096	0.00609	0.00871
TIMD4	0.00756	0.00325	0.00155
HAVCR1	0.00303	0.08526	0.03762
HAVCR2	0.32615	0.01571	0.03828
MED7	0.09891	0.2425	0.1256
ITK	0.1428	0.0068	0.0163
CYFIP2	0.10864	0.04391	0.0268
CTB-47B11.3	0.00263	0.00062	0.0014
ADAM19	0.07526	0.02289	0.03438
AC106801.1	0.00094	4e-05	4e-04
SOX30	0.00015	0.00064	3e-04
THG1L	0.0518	0.07067	0.03601
LSM11	0.01811	0.02996	0.02111
CLINT1	0.2501	0.44842	0.27336
EBF1	0.00802	0.0029	0.14301
RP11-175K6.1	0.00026	2e-05	0.00479
RNF145	0.26006	0.23753	0.20731
UBLCP1	0.16479	0.14804	0.08867
TTC1	0.25488	0.40812	0.16399
PWWP2A	0.09485	0.13468	0.11769
FABP6	0.00212	0.10336	0.02477
CCNJL	0.00184	0.0047	0.00416
C1QTNF2	0.00025	0.00042	0.02222
ZBED8	0.00494	0.02578	0.01402
SLU7	0.21386	0.26779	0.13558
PTTG1	0.27383	0.27722	0.08943
MIR3142HG	0.02731	0.00475	0.00797
ATP10B	0.00056	0.00438	0.01105
LINC01202	0	0.0011	0
GABRG2	0.00021	0.01659	0.00528
RP11-541P9.3	2e-04	0.00113	7e-04
CCNG1	0.1751	0.35578	0.16916
NUDCD2	0.19056	0.61463	0.19683
HMMR	0.07809	0.09949	0.03713
MAT2B	0.2247	0.30244	0.14057
TENM2	0.00073	0.04866	0.01414
CTB-178M22.2	0.00047	0.00374	0.00167
WWC1	0.00349	0.11229	0.05341
RARS	0.15234	0.51896	0.20829
FBLL1	0.00037	0.00149	0.00215
PANK3	0.15442	0.45526	0.26859
SLIT3	0.00047	0.00102	0.05617
CTC-558O2.1	1e-04	0.00075	0.00039
SPDL1	0.04664	0.05848	0.02769
DOCK2	0.32966	0.01394	0.03986
LCP2	0.482	0.02732	0.07792
CTB-114C7.4	0.00195	9e-05	0
KCNMB1	0.02377	0.0043	0.02117
CTB-147C13.1	2e-04	0.00355	0.00279
GABRP	0.02479	0.71145	0.42448
RANBP17	0.00492	0.09777	0.09043
NPM1	1.56382	2.3442	1.23047
FGF18	0.00215	0.01207	0.00652
FBXW11	0.14166	0.19894	0.14542
STK10	0.29368	0.03964	0.0711
UBTD2	0.04397	0.09203	0.07366
SH3PXD2B	0.015	0.03221	0.0265
NEURL1B	0.00295	0.00713	0.09172
DUSP1	2.28649	0.74047	0.96016
ERGIC1	0.16277	0.38688	0.20732
CTC-308K20.1	0.00303	0.00121	0.00181
RPL26L1	0.17554	0.44277	0.16323
ATP6V0E1	1.13955	1.21633	0.63391
CREBRF	0.37029	0.2399	0.26855
CTC-209H22.3	0.00109	0.00102	0.00994
BNIP1	0.0412	0.08004	0.0418
STC2	0.0073	0.16994	0.10875
BOD1	0.09115	0.3755	0.15793
CTB-43E15.1	6e-05	0.00067	0.00015
LINC01484	0.00036	0.00138	0.00103
LINC01485	0.00023	0.00045	0.00016
CPEB4	0.32384	0.24885	0.28759
C5orf47	4e-05	0.00079	0
MSX2	0.00107	0.02446	0.00801
DRD1	8e-05	0.00462	0.00352
SFXN1	0.13323	0.23564	0.12964
HRH2	0.03386	0.0023	0.02412
CPLX2	0.00031	0.00451	0.00156
THOC3	0.06345	0.13833	0.06199
FAM153B	0.00085	0.02514	0.03545
RP11-844P9.2	3e-04	0.00261	0.00232
SIMC1	0.02088	0.04051	0.03055
KIAA1191	0.09989	0.19374	0.0973
ARL10	0.01735	0.01536	0.02351
NOP16	0.05532	0.25004	0.07741
HIGD2A	0.70404	0.87192	0.43561
CLTB	0.36911	0.71951	0.39684
FAF2	0.08869	0.22828	0.10903
RNF44	0.09595	0.15266	0.10444
CDHR2	0.00258	0.08969	0.07349
GPRIN1	0.00218	0.00488	0.00192
TSPAN17	0.03726	0.06451	0.04575
HK3	0.06599	0.00384	0.01013
UIMC1	0.07357	0.08265	0.07164
ZNF346	0.01877	0.03335	0.02539
FGFR4	0.00992	0.30083	0.14733
NSD1	0.1818	0.29687	0.26267
RAB24	0.0251	0.03107	0.03084
MXD3	0.02952	0.02559	0.01838
PRELID1	0.75478	1.12351	0.49131
LMAN2	0.44841	0.93657	0.51268
RGS14	0.09436	0.26054	0.08866
SLC34A1	9e-05	0.00099	0.00076
F12	0.01783	0.25001	0.15662
GRK6	0.13301	0.10113	0.05278
PRR7-AS1	0.00283	0.0069	0.00588
PRR7	0.06042	0.12624	0.04838
DBN1	0.00933	0.11531	0.08667
PDLIM7	0.0627	0.23454	0.20546
DOK3	0.11481	0.00978	0.01785
DDX41	0.09994	0.10334	0.07106
FAM193B	0.03944	0.04461	0.07346
RP11-1277A3.3	0.00196	0.01048	0.01214
TMED9	0.43166	0.99437	0.55749
B4GALT7	0.08081	0.18226	0.07806
RP11-1277A3.1	0.00156	0.00307	0.00376
FAM153A	0.00155	0.00011	0.00066
RP11-423H2.3	0.00056	0.00119	0.00023
N4BP3	0.02035	0.00569	0.00705
RMND5B	0.05032	0.09119	0.06052
NHP2	0.29554	0.80985	0.32155
HNRNPAB	0.48337	0.6822	0.39445
PHYKPL	0.15192	0.21992	0.18448
COL23A1	0.00516	0.00042	0.01091
CLK4	0.15188	0.09235	0.10888
ZNF354A	0.03213	0.034	0.02987
ZNF354B	0.02096	0.02882	0.04161
ZFP2	0.00023	0.00275	0.00333
RP11-281O15.8	1e-04	0.00037	0.00018
ZNF454	3e-05	0.01181	0.01262
RP11-281O15.4	0	0.00067	0.00049
ZNF879	0.0062	0.00605	0.00674
ZNF354C	0.01016	0.00311	0.01128
ADAMTS2	0.00237	0.00056	0.02497
RUFY1	0.18058	0.11325	0.07577
RP11-1379J22.2	0.00075	0.00042	0.00086
HNRNPH1	0.87166	0.63129	0.71024
RP11-1379J22.5	0.0036	0.00352	0.00154
CANX	0.71266	1.07956	0.67088
MAML1	0.07016	0.05045	0.05187
LTC4S	0.09822	0.01913	0.0282
MGAT4B	0.12633	0.45787	0.22377
SQSTM1	1.14204	2.39874	1.36789
C5orf45	0.05379	0.0756	0.07487
CTC-241N9.1	0.00364	0.01223	0.01309
TBC1D9B	0.13194	0.1173	0.09918
RNF130	0.65935	0.25769	0.20247
RASGEF1C	0.00085	0.00019	0
MAPK9	0.0881	0.12661	0.08597
CTB-129O4.1	0.0018	0.00533	0.00491
GFPT2	0.00528	0.0021	0.01115
CTC-573N18.1	0.00039	0.00394	0.00097
CNOT6	0.07663	0.13349	0.06941
SCGB3A1	0.00473	0.03429	0.03261
FLT4	0.00214	0.00018	0.01958
MGAT1	0.57953	0.24494	0.22081
LINC00847	0.06657	0.02141	0.02208
ZFP62	0.0369	0.06203	0.04711
BTNL8	0.00194	0.00073	0.00183
BTNL3	0	0.00328	0.00487
BTNL9	0.00255	0.01097	0.02833
CTC-338M12.2	0.00047	0.00049	0.00078
CTC-338M12.5	0.00627	0.03216	0.00913
TRIM7	0.00491	0.0438	0.013
CTC-338M12.6	0.00044	0.00122	0.00061
TRIM41	0.04674	0.06685	0.05716
GNB2L1	1.99063	2.54812	1.62094
TRIM52	0.06763	0.0853	0.12125
CTC-338M12.9	0	0.00071	0.00023
DUSP22	0.1127	0.09976	0.08426
IRF4	0.0832	0.00462	0.00638
EXOC2	0.05505	0.05523	0.03273
HUS1B	0.00408	0.00248	0.00169
RP11-532F6.3	0.00669	0.00112	0.00511
FOXQ1	0	0.00739	0.00989
FOXF2	0	0.00024	0.00543
RP11-157J24.2	0.00048	0.00438	0.00177
FOXC1	0.00766	0.06743	0.13434
GMDS	0.03901	0.39746	0.16054
GMDS-AS1	0.02667	0.07315	0.06279
RP1-136B1.1	0.00018	0.00145	0.00072
LINC01600	0	0.00159	0.00227
MYLK4	0.00085	0.00178	0.00164
WRNIP1	0.05898	0.11345	0.07724
SERPINB1	0.57468	1.03736	0.37211
SERPINB9P1	0.00931	0.00455	0.00227
SERPINB9	0.4207	0.0704	0.08589
SERPINB6	0.47479	0.54721	0.34215
