M1	cDC1	M2	CD8Tcm	Malignant	Epithelial	Treg	Fibroblasts	Tprolif	DC	B	Monocyte	Endothelial	Mast
STAP1	0.00801	0.01013	0.00838	0.0069	4e-04	0.00029	0.00197	0.00206	0.01212	0.00963	0.12934	0.00929	0	0.05984
UBA6	0.63971	0.321	0.2144	0.18646	0.19766	0.17013	0.21075	0.19133	0.39769	0.44566	0.19743	0.46462	0.346	0.1134
UBA6-AS1	0.04596	0.02155	0.01764	0.0146	0.0357	0.02052	0.03483	0.04572	0.03281	0.03371	0.02168	0.02629	0.04177	0.0086
YTHDC1	0.27208	0.26448	0.34027	0.41162	0.31698	0.2332	0.40097	0.34402	0.34741	0.25923	0.31467	0.3266	0.38914	0.25691
UGT2B15	0.00355	0.00281	0.00255	0.00358	0.13105	0.12035	0.00146	0.00142	0.0034	0.00358	0.00343	0.00298	0	0
UGT2B10	0.00548	0.00578	0.00378	0.00124	0.13673	0.06761	0.00758	0.00946	0.00499	0.00246	0	0.00537	0.01038	0
RP11-468N14.13	0	0.00021	0	0	0.00608	0.00244	0	0.00302	0	0	0	0.00152	0	0
UGT2A3	0.00665	0.01047	0.01312	0.00332	0.22084	0.14867	0.00713	0.0103	0.00819	0.01466	0.00315	0.00134	0	0
UGT2B11	0.00615	0.00776	0.00536	0.00178	0.20696	0.09267	0.00682	0.00549	0.00467	0.00795	0	0.00138	0.00236	0
UGT2B7	0.00626	0.00326	0.00364	0.00137	0.17003	0.09295	0.00292	0.00659	0.00398	0.00531	0.00445	0.00456	0	0
RP11-704M14.1	0	0.00032	0.00103	0	0.00229	0.00393	0	0	0	0	0	0.00105	0	0
UGT2B28	0.00176	0.0025	0.00058	0.00033	0.03663	0.02647	0.00298	0	0	0.00111	0	0	0	0
UGT2B4	0.05323	0.04665	0.04245	0.01547	0.74525	0.44007	0.02272	0.03673	0.04538	0.05422	0.01696	0.03308	0.01998	0
UGT2A1	0.00431	0.00177	0.00097	0	0.04981	0.02818	0.00432	0	0.00148	0.00231	0	0.00555	0	0
SULT1B1	0.00066	0.01123	0.03473	0.00499	0.07421	0.05353	0.00296	0.00124	0.01272	0.00589	0	0.012	0.00167	0.01241
SULT1E1	0.00365	0.00248	0.00394	0.00098	0.09266	0.03221	0.00218	0.00445	0.00094	0.00249	0	0.00523	0.00627	0
ODAM	0	0	0	0.00039	0.01815	0.01419	0	0	0	0	0	0	0	0
FDCSP	0.00227	0.00184	0.00089	7e-04	0.00246	0.00129	0	0.01032	0.00074	0.00187	0	0.00227	0.00171	0
ENAM	0	1e-04	0	0	0.00289	0.00293	0	0	0	0	0.00393	0	0	0
JCHAIN	0.01931	0.01405	0.01174	0.02825	0.01527	0.02411	0.01727	0.01046	0.05994	0.01234	1.30193	0.01504	0.03512	0
UTP3	0.10657	0.18147	0.12305	0.09815	0.18604	0.11373	0.09097	0.12238	0.13592	0.15624	0.10509	0.10622	0.12157	0.08058
RP11-46J23.1	0.00199	0.0036	0.00297	0.00152	0.00305	0.00162	0.00067	0.00902	5e-04	0.00556	0.0037	0.00897	0.00525	0
RUFY3	0.13427	0.26605	0.1755	0.04028	0.16891	0.15028	0.01961	0.28679	0.16094	0.22977	0.06511	0.14906	0.18624	0.0311
GRSF1	0.26272	0.30327	0.2402	0.10564	0.33087	0.12881	0.28648	0.25546	0.31557	0.32723	0.08011	0.2744	0.1362	0.13
MOB1B	0.21251	0.28717	0.1767	0.03968	0.09072	0.05867	0.06981	0.15519	0.20584	0.32971	0.0413	0.18295	0.14889	0.0388
DCK	0.18648	0.31673	0.20573	0.12338	0.0779	0.0383	0.14765	0.14288	0.68848	0.26224	0.15945	0.23919	0.08317	0.01226
SLC4A4	0	0.00091	0.00111	0.01517	0.06958	0.05322	0	0.00662	0.00587	0	0	0.00149	0.0459	0
GC	0.11766	0.09051	0.07797	0.03099	1.18523	0.71835	0.06076	0.08129	0.08465	0.08323	0.03644	0.08772	0.02229	0.00832
NPFFR2	0	0	0	0	0.00558	0.00132	0	0	0.00046	0	0	0	0	0
ADAMTS3	0.00047	0	0	0	0.0032	0.00202	0.00388	0	0	0.00124	0	0	0.02374	0.04526
COX18	0.02376	0.06342	0.0498	0.02441	0.05589	0.03494	0.03901	0.04442	0.05979	0.05637	0.02633	0.03717	0.04917	0
ANKRD17	0.14248	0.23829	0.14048	0.13327	0.25125	0.17288	0.14224	0.23346	0.21926	0.23699	0.09073	0.19075	0.2869	0.17022
RP11-692D12.1	0.00165	0.00034	0.00099	7e-04	0.00181	0.00043	0	0.0016	0	0	0	0	0	0
ALB	2.18344	1.88838	1.84062	0.65911	3.50949	2.62436	1.55177	1.41064	1.71919	1.97373	0.67613	1.77125	0.25639	0.11287
AFP	0.58163	0.49971	0.48274	0.18745	1.93913	1.4392	0.45658	0.38714	0.48128	0.4906	0.1966	0.46714	0.07588	0.02256
AFM	0	0	0	0	0.00502	0.00274	0	0	0	0	0	0	0	0
RASSF6	0.00098	0.00088	0.00129	0.00557	0.18367	0.14371	0.00115	0	0.00248	0.00473	0.15119	0.00408	0	0.03381
CXCL8	2.68119	1.12576	2.08312	0.10028	0.23839	0.25404	0.09349	0.38372	1.04498	2.17458	0.11197	2.83225	0.15216	0.06076
CXCL6	0.00072	0.00223	0.00076	0	0.01023	0.01536	0.00148	0.00214	0.00169	0	0.00318	0.00139	0	0
CXCL1	0.31475	0.0962	0.07648	0.01182	0.15298	0.09389	0.01073	0.0526	0.12856	0.37072	0.0129	0.32133	0.0124	0.01414
PF4	0	0.00082	0	0.00204	0.03708	0.01332	0	0.00095	0.00125	0	0.00317	0.00241	0	0
PPBP	0.00348	0.00106	0	0	0	0	0	0.00374	0	0.00187	0	0.0027	0	0
CXCL5	0.02974	0.00162	0.01193	0.00833	0.29598	0.15581	0.00525	0.00887	0.01186	0.00963	0.01806	0.06072	0.00642	0
CXCL3	1.40845	0.53939	0.49792	0.05325	0.39086	0.32884	0.03583	0.17679	0.52686	1.50042	0.04254	1.71663	0.18043	0.11626
CXCL2	1.49441	0.8267	0.97189	0.05877	0.60674	0.46034	0.05782	0.29394	0.70399	1.75313	0.05172	1.93996	0.521	0.12007
MTHFD2L	0.11831	0.12371	0.12628	0.04583	0.64808	0.31725	0.07627	0.13511	0.13515	0.10266	0.03817	0.1405	0.1319	0.06479
RP11-629B11.5	0.00109	0.0016	0.00137	0.00167	0.00748	0.00979	0	0.00569	0.0051	0.00261	0.0023	0.00111	0.02825	0
EREG	0.55722	0.18202	1.20546	0.01894	0.02595	0.02448	0.00605	0.07604	0.22973	0.24897	0.02173	1.53122	0.03753	0.06769
AREG	0.18623	0.12582	0.6008	0.27944	0.15251	0.14641	0.0682	0.06219	0.17829	0.12987	0.21154	0.61435	0.09256	1.38403
AC142293.3	0	0	0	0	0.00111	0.00028	0	0	0	0	0	0	0	0
BTC	0	0.00027	0	0.00097	0.04461	0.01947	0	0.00153	0	0	0	0.00177	0	0
PARM1	0.00102	0.00589	0.02063	1e-04	0.02374	0.01125	0	0.1471	0.01376	0.00057	0.02522	0.00717	0.00128	0.0127
RP11-44F21.3	0	0	0	0	0.00079	0.00279	0	0	0.00047	0	0.00127	0	0	0
RP11-44F21.5	0.00052	0.00175	0	0.00184	0.03043	0.01942	0.00068	0	0	0	0.00576	0.00059	0.0071	0
RCHY1	0.12041	0.18117	0.10094	0.13351	0.13478	0.06337	0.16967	0.15216	0.12789	0.14016	0.10776	0.12556	0.07641	0.13522
THAP6	0.06258	0.07868	0.0467	0.05503	0.07863	0.07055	0.08536	0.06652	0.06267	0.05525	0.04429	0.05177	0.0668	0.08547
C4orf26	0	0	0	0.001	0.00025	0.00118	0.00271	0	0	0	0.00056	0	0	0
CDKL2	0	0.00055	0	0.00705	0.00213	0.00139	0.01214	0	0	0	0	0	0	0
G3BP2	0.34475	0.4772	0.36305	0.62886	0.3576	0.17559	0.62683	0.30192	0.49295	0.51432	0.40421	0.36239	0.38372	0.30082
USO1	0.27331	0.28793	0.24291	0.09165	0.39942	0.15274	0.12985	0.2696	0.28518	0.34129	0.11697	0.31507	0.22242	0.0842
RP11-556N4.1	0	0.00057	0	2e-04	0.00043	0.00027	0	0	5e-04	0	0	0	0	0
NAAA	0.06637	0.33821	0.25015	0.06555	0.03357	0.0284	0.05728	0.09488	0.17878	0.2194	0.0639	0.13402	0.05787	0.04305
SDAD1	0.08225	0.15635	0.12762	0.0791	0.21706	0.06958	0.08296	0.13214	0.16799	0.13246	0.06794	0.09366	0.09081	0.10306
AC110615.1	0	0.00022	0	0.00042	0.00058	0.00035	0	0.00526	0	0	0.00162	0.00128	0.00878	0
CXCL9	0.02837	0.1715	0.10029	0.00209	0.00554	0.00992	0.00253	0.03485	0.0658	0.1029	0.00123	0.12436	0	0
ART3	0	0	0	0	7e-04	0	0	0	0.00161	0	0	0	0	0
CXCL10	0.03152	0.1985	0.22149	0.008	0.01735	0.02248	0.00553	0.03474	0.13832	0.09326	0.02276	0.21018	0.00541	0
CXCL11	0.00641	0.0324	0.03077	0.00037	0.00124	0.00425	0	0.00693	0.00875	0.01895	0	0.02068	0.00605	0
NUP54	0.13116	0.14197	0.09514	0.11177	0.15264	0.08018	0.10638	0.15124	0.21107	0.13857	0.08499	0.1112	0.16848	0.14721
SCARB2	1.19487	1.01647	0.38774	0.05434	0.44086	0.23735	0.0422	0.55419	0.6441	1.26836	0.08179	0.92549	0.43085	0.03094
FAM47E	0.00569	0.00387	0.00115	0.00069	0.01853	0.01893	0	0.00857	0.00147	0	0	0	0.02291	0
STBD1	0.00524	0.00116	0.00051	0.00112	0.01106	0.0039	0	0.01396	0.00177	0	0.00291	0.00068	0	0
CCDC158	0	0	0	0	0.00107	0.00189	0	0	0	0	0	0	0	0
SHROOM3	6e-04	0.00052	0.00177	0.00505	0.23839	0.15724	0.00333	0.00173	0.00764	0	0.00539	0.00096	0.02071	0.00952
SOWAHB	0	0	0	0.00049	0.00224	0.00401	0	0	0	0	0	0.00121	0	0
SEPT11	0.23881	0.35533	0.11831	0.14746	0.20384	0.08545	0.17891	1.06314	0.46303	0.3364	0.06403	0.20923	0.20835	0.1856
CCNI	1.18616	1.23227	1.20695	1.00722	0.75464	0.39284	1.23203	1.48025	1.32946	1.32914	0.93259	1.25091	0.78385	1.12558
CCNG2	0.21638	0.2614	0.15445	0.09879	0.10756	0.07612	0.20748	0.18349	0.29042	0.26937	0.08565	0.18219	0.11753	0.11856
CXCL13	0.00189	0.00248	0.00133	0.02548	0.00253	0.00615	0.1011	0.00095	0.05618	0.00382	0.01003	0.00451	0	0
CNOT6L	0.20886	0.23739	0.23329	0.86373	0.14374	0.10762	0.62901	0.23303	0.263	0.24614	0.35788	0.19468	0.47599	0.2518
MRPL1	0.17948	0.19961	0.13531	0.20859	0.31596	0.0972	0.23576	0.21555	0.2331	0.17851	0.14613	0.16491	0.1212	0.10352
FRAS1	0.01169	0.00446	0.00415	0.0025	0.12387	0.09012	0.00146	0.03576	0.00433	0.00825	0.00053	0.00794	0	0
ANXA3	0	0.00058	0.00198	0.0105	0.31706	0.10662	0.00836	0.01697	0.0019	0	0.00702	0.0022	0.03428	0
LINC01094	0.05861	0.0877	0.01543	7e-04	0.00124	0.00353	0.0015	0.01566	0.03865	0.12978	0.0062	0.06145	0.0084	0.0275
RP11-109G23.3	0.02654	0.04426	0.03377	0.00982	0.00551	0.00894	0.00817	0.02276	0.03606	0.02886	0.0135	0.0382	0.02987	0.00499
BMP2K	0.47945	0.82496	0.24679	0.03326	0.07708	0.06005	0.0401	0.21012	0.51613	0.80406	0.09079	0.48536	0.17354	0.67233
PAQR3	0.0413	0.049	0.038	0.05374	0.03399	0.01615	0.03397	0.02709	0.07831	0.04938	0.05188	0.04312	0.05262	0.04517
LINC01088	0.00102	0.00024	0	0	0.00058	0	0	0.00293	0	0	0.00341	0	0.00418	0
LINC00989	0	0.00034	0	0	4e-05	0	0	0.03389	0	0	0	0	0	0
RP11-452C8.1	0	0	0	0	0.00184	0.00023	0	0	0	0	0	0	0	0
ANTXR2	0.10681	0.08877	0.07603	0.07052	0.1101	0.06838	0.06618	0.09863	0.08951	0.08372	0.08171	0.1195	0.08668	0.13535
PRDM8	0.03707	0.02474	0.0241	0.02972	0.00982	0.01077	0.04179	0.0079	0.03493	0.08769	0.04084	0.0791	0.00723	0.0281
PRKG2	0	0	0	0.00219	0.00761	0.0035	0	0.00254	0	0	0	0	0.00868	0
RASGEF1B	0.76579	0.45401	0.54047	0.35527	0.05423	0.07165	0.08973	0.16324	0.38005	0.70854	0.60233	0.82284	0.0715	0.39562
RP11-689K5.3	0	0	0	0	0.00356	0.00377	0	0	0	0	0	0	0	0
RP11-127B20.2	0.00154	0.00188	0.00243	0.00539	0.00638	0.00177	0.00282	0.00226	0.00412	0.00081	0.00253	0	0.01349	0.01152
HNRNPD	0.39871	0.68368	0.65045	0.38467	0.64768	0.34974	0.54563	0.67376	1.02849	0.55127	0.40567	0.5622	0.75197	0.34203
RP11-127B20.3	0.01304	0.01298	0.01412	0.01101	0.01484	0.0167	0.01364	0.01584	0.01331	0.00639	0.02066	0.00954	0.01336	0.02554
HNRNPDL	0.64306	0.89019	0.82268	0.88752	0.74324	0.50621	0.72258	1.0079	1.08341	0.81402	0.80569	0.79442	0.88795	0.83685
ENOPH1	0.13393	0.22426	0.09177	0.06571	0.19584	0.07174	0.11034	0.1352	0.24053	0.22183	0.05091	0.14355	0.15353	0.0806
TMEM150C	0.00037	2e-04	0.00065	0.00031	0.01578	0.00488	0	0.0034	0	0	0.00239	0	0.13452	0.02122
SCD5	0.00223	0.00413	0.00124	0.014	0.00811	0.00657	0	0.03788	0.01615	0.00206	0.00167	0.00229	0.08463	0
SEC31A	0.40577	0.39045	0.30851	0.18884	0.59769	0.35804	0.19149	0.63202	0.38835	0.43802	0.20063	0.39887	0.43214	0.17956
THAP9-AS1	0.07882	0.11324	0.17338	0.10562	0.09196	0.09264	0.05853	0.11386	0.10869	0.10273	0.10824	0.1279	0.22171	0.12304
THAP9	0.00234	0.00903	0.00557	0.00767	0.01983	0.01028	0.00659	0.01184	0.01894	0.01092	0.01104	0.0096	0.03056	0
LIN54	0.04888	0.05986	0.0237	0.03207	0.0502	0.02843	0.0375	0.02604	0.14482	0.04831	0.02842	0.03906	0.03381	0
COPS4	0.1432	0.18003	0.1444	0.09558	0.2019	0.05953	0.14327	0.1996	0.21552	0.19511	0.1045	0.16648	0.10499	0.1607
PLAC8	0.00905	0.05899	0.6647	0.2297	0.32064	0.15883	0.03407	0.02684	0.1437	0.00612	0.23211	0.09619	0.02928	0.03013
COQ2	0.04536	0.2017	0.07457	0.03087	0.08901	0.02478	0.02576	0.06499	0.32835	0.15048	0.0249	0.12108	0.07466	0.01719
HPSE	0.04553	0.23445	0.11945	0.03437	0.02696	0.01759	0.04571	0.0316	0.23863	0.17374	0.00628	0.1126	0.01047	0
HELQ	0.04499	0.06514	0.03042	0.04323	0.05028	0.02525	0.05558	0.04467	0.07351	0.06657	0.05306	0.0338	0.08507	0.03188
MRPS18C	0.26262	0.34692	0.29553	0.21478	0.53602	0.17313	0.33531	0.38491	0.50482	0.29437	0.22557	0.32782	0.25157	0.32344
FAM175A	0.05377	0.07829	0.05227	0.03872	0.10111	0.03179	0.03875	0.10264	0.07336	0.06167	0.03676	0.05502	0.05922	0.02931
GPAT3	0.13341	0.09075	0.22897	0.0203	0.14057	0.0561	0.04744	0.02462	0.15116	0.1125	0.01004	0.26246	0.05301	0.07617
CDS1	0.01554	0.04269	0.01309	0.00488	0.10269	0.04715	0	0.00817	0.02073	0.02762	0.00478	0.01252	0.01074	0
WDFY3	0.13395	0.2829	0.13594	0.00661	0.07968	0.07472	0.00769	0.16996	0.14425	0.23894	0.00342	0.14066	0.15193	0.01466
ARHGAP24	0.02452	0.02384	0.02942	0.00609	0.05865	0.04923	0.00204	0.12997	0.01263	0.02304	0.42294	0.02238	0.11332	0.01173
MAPK10	0.00057	0.00098	0.0019	0.0011	0.00293	0.00249	0.00267	0.06369	0.00059	0	0	0	0	0
PTPN13	0.00098	0.00396	0.01886	0.02242	0.02691	0.01333	0.01442	0.06709	0.01241	0.00189	0	0.00646	0.00509	0
C4orf36	0.02829	0.0242	0.01341	0.00447	0.04045	0.03083	0.00214	0.0149	0.02755	0.02783	0.00517	0.02157	0.04867	0
AFF1	0.31062	0.26599	0.11282	0.07628	0.18154	0.1323	0.09684	0.15481	0.21553	0.29599	0.06467	0.25533	0.32843	0.14561
KLHL8	0.0679	0.10622	0.11526	0.02201	0.06801	0.03041	0.01995	0.07424	0.08596	0.10662	0.02037	0.09923	0.05155	0.04501
HSD17B13	0.00143	0.00153	0.00054	0.00028	0.00225	0.00247	0	0	0.00153	0	0	0	0	0
HSD17B11	0.34305	0.38669	0.35293	0.19472	0.79758	0.31044	0.13478	0.21695	0.49814	0.43541	0.18844	0.39686	0.29095	0.49752
NUDT9	0.05288	0.10221	0.07457	0.04062	0.22098	0.08877	0.06092	0.16962	0.08938	0.08992	0.05606	0.0625	0.1086	0.04654
SPARCL1	0.00586	0.00113	0.00055	0.00448	0.00747	0.00781	0.0042	1.21828	0.00225	0.00334	0.00313	0.0068	2.1748	0
RP11-742B18.1	0.00307	0.00031	0	0	0.00359	0.00267	0	0	0.00053	0.00294	0	0	0	0
IBSP	0.00085	0.00021	0	0	0.00318	0.00087	0	0.01729	0	0	0	0.00052	0	0
SPP1	4.66787	2.36855	0.68876	0.21908	1.38777	1.13111	0.41061	0.88757	1.88029	4.36096	0.21307	3.38082	0.47255	0.04717
PKD2	0.05528	0.07634	0.05044	0.01532	0.05729	0.04005	0.02679	0.21301	0.06941	0.06664	0.0123	0.06772	0.20739	0.02144
ABCG2	0.04054	0.07627	0.01282	0.00253	0.11856	0.03267	0.00282	0.05285	0.07969	0.04455	0	0.0413	0.23814	0
PPM1K	0.05342	0.09668	0.08007	0.27031	0.03692	0.03719	0.2032	0.19163	0.13503	0.07965	0.30592	0.0553	0.09366	0.2061
HERC6	0.01793	0.03114	0.01635	0.02365	0.03321	0.02546	0.06236	0.0357	0.03651	0.02077	0.01373	0.01437	0.05651	0
HERC5	0.05254	0.10227	0.06947	0.06092	0.03362	0.01864	0.07999	0.04775	0.26251	0.06946	0.0488	0.07193	0.04093	0.00945
PYURF	0.25539	0.39581	0.3683	0.24649	0.57239	0.16956	0.39383	0.52274	0.4766	0.33151	0.1842	0.36672	0.43352	0.27092
HERC3	0.08305	0.1197	0.10233	0.0799	0.06565	0.03785	0.08479	0.0468	0.11857	0.12621	0.04977	0.09517	0.05826	0.04644
NAP1L5	0.00812	0.01482	0.01306	0.02769	0.00374	0.00644	0.03152	0.0751	0.02343	0.01157	0.01578	0.01285	0.07117	0.02036
FAM13A-AS1	0.01121	0.01193	0.01563	0.011	0.01776	0.01642	0.01286	0.00996	0.01057	0.00597	0.01571	0.00782	0.01274	0.0247
FAM13A	0.48434	0.24858	0.13652	0.0437	0.17674	0.14647	0.03628	0.2661	0.23522	0.34484	0.01612	0.30607	0.08118	0.02214
TIGD2	0.01514	0.03105	0.01395	0.00546	0.04536	0.02388	0.00711	0.02353	0.02576	0.02154	0.00493	0.01948	0.00659	0
RP11-84C13.2	0	0.00062	0	0	0.00151	0.00055	0.00154	0.00085	0	0	0	0	0	0
GPRIN3	0.41361	0.45617	0.23221	0.32614	0.06634	0.0678	0.34625	0.1391	0.40574	0.50304	0.05251	0.34905	0.08223	0.02117
RP11-115D19.1	0.00429	0.00303	0.0048	0.00178	0.09633	0.06634	0	0.00283	0.00572	0.00865	0	0.00225	0	0
SNCA	0.03039	0.02967	0.05574	0.00535	0.01416	0.01211	0.00237	0.00489	0.09911	0.01445	0.00291	0.06941	0.11911	0.00836
RP11-115D19.3	0	2e-04	0.00124	0.00012	0.00885	0.0127	0	0	0.00036	0	0	0.00208	0	0
RP11-115D19.4	0	0	0	0	0.00201	0.00197	0	0	0	0.00109	0	0	0	0
RP11-115D19.2	0.00053	0	0	0	0.01086	0.01392	0	0	0	0.00121	0	0	0	0
MMRN1	0.00053	0	0	0.00338	0.00098	0	8e-04	0.00228	0	0	0	0	0.41475	0.00889
CCSER1	0.00647	0.02176	0.03052	0.00267	0.00802	0.02313	0.00067	0.00107	0.01891	0.00967	0.02668	0.0204	0.03226	0
GRID2	0	0.00014	0	0	0.01009	0.00973	0	0	0.00053	0	0	0.00143	0	0
SMARCAD1	0.05293	0.13015	0.08318	0.06108	0.12001	0.08409	0.0894	0.11218	0.14261	0.11127	0.03761	0.08455	0.11464	0.0581
HPGDS	0.19185	0.245	0.01166	0.00841	0.00484	0.01593	0.00743	0.04358	0.17537	0.25483	0	0.08605	0.00357	1.97846
PDLIM5	0.32617	0.30432	0.2221	0.07638	0.37257	0.22718	0.07024	0.48983	0.23335	0.36478	0.08389	0.25391	0.69607	0.1508
BMPR1B	0.00152	0.00025	8e-04	0.00062	0.02233	0.01052	0	0	0.00168	0.00092	0	0	0	0
UNC5C	0	0	0	0.00033	0.00038	0	0	0.06999	0	0	0	0	0.01365	0
RP11-710C12.1	0	0.00152	0.00059	0.00055	6e-05	0	0	0.0333	0	0.00436	0	0.00093	0	0
RP11-145G20.1	0.00084	0	0	3e-04	0.00147	0.00205	0	0	0	0	0	0	0	0
STPG2	0.0021	0.00047	0	0.00033	0.00473	0.00753	0	0	0.00043	0	0.00131	0.00306	0.01115	0
RP11-323J4.1	0.00166	0.00095	0.00083	0	0.00045	0.00018	0	0	0	0	0	0.00139	0.00695	0
RAP1GDS1	0.16923	0.19881	0.13666	0.09558	0.07212	0.04111	0.16082	0.10759	0.21963	0.23079	0.06045	0.18663	0.11255	0.06555
TSPAN5	0.00593	0.00682	0.00609	0.07299	0.01523	0.01582	0.32223	0.07332	0.08379	0.00119	0.02901	0.00658	0.10555	0
RP11-1299A16.3	0	0.00079	0	0.00226	0.0028	0.00762	0.01049	0	0.00243	0	0	0	0.00526	0
EIF4E	0.49822	0.43096	0.37011	0.2363	0.42036	0.18207	0.28352	0.34893	0.55184	0.43253	0.23419	0.56423	0.3379	0.30363
METAP1	0.11738	0.11713	0.09589	0.06855	0.17688	0.07968	0.07116	0.11763	0.13892	0.11369	0.04213	0.09499	0.13746	0.04325
RP11-571L19.8	0.00328	0.00154	0	0.00029	0.00243	0.00058	0.00129	0	0.00096	0.00097	0	0	0	0
ADH5	0.32271	0.3261	0.17484	0.13731	0.79755	0.26469	0.22624	0.526	0.37334	0.32208	0.07962	0.27762	0.21981	0.13118
RP11-696N14.1	0	0.00064	7e-04	7e-04	0.00573	0.00493	0.00248	0.00466	0.00243	0.00116	0.00756	0.00069	0.01103	0
ADH4	0	0	0	0	0.00452	0.00201	0	0	0	0	0.00401	0	0	0
ADH6	0.00214	0.00349	0.00638	0.00185	0.10721	0.04828	0.00277	0	0.00317	0.00286	0.00571	0.00232	0	0
ADH1A	0	0.00054	0.0014	0	0.01483	0.00251	0	0	0	0	0	0	0	0
ADH1B	0	0.00025	0.00075	0	0.00571	0.00227	0	0.01613	0	0	0	0	0	0
ADH1C	0	0	0.00172	0.03627	0.57919	0.27148	0.01401	0.00562	0.00119	0.00084	0.02384	0	0.02341	0.0343
TRMT10A	0.03118	0.0406	0.04194	0.0219	0.08765	0.02739	0.03292	0.05961	0.07245	0.03481	0.02051	0.04108	0.05612	0.01439
MTTP	0.02964	0.01669	0.01951	0.00784	0.48893	0.27644	0.00523	0.01114	0.01449	0.01453	0.00465	0.02225	0.00171	0
DAPP1	0.14735	0.20608	0.28159	0.05677	0.06094	0.04471	0.13562	0.02294	0.21008	0.21797	0.30896	0.17447	0.00794	0.01288
LAMTOR3	0.34604	0.30981	0.29527	0.12252	0.30313	0.11568	0.14177	0.249	0.29096	0.3252	0.12417	0.38624	0.11821	0.09032
DNAJB14	0.22327	0.33569	0.22671	0.28497	0.26204	0.18368	0.2692	0.34562	0.33257	0.29314	0.25335	0.24531	0.35075	0.21325
H2AFZ	0.87407	1.09107	0.9576	0.92416	1.363	0.58028	1.05112	1.1459	2.69349	0.91826	0.69591	0.97832	0.9505	0.74191
RP11-15B17.1	0.00155	0	0.00103	0	3e-04	0	0	0	0.00052	0	0	0	0.00171	0
DDIT4L	0.03343	0.00183	0.00088	0.00363	0.00033	0.00351	0	0.09482	0.00493	0.00466	0	0.01335	0.01053	0
EMCN	0	0	0	0.00066	5e-04	0.00125	0.00094	0.0135	0	0	0	0	1.25303	0
PPP3CA	0.19421	0.26883	0.2054	0.2869	0.22959	0.13394	0.17169	0.17776	0.26755	0.26267	0.36774	0.21095	0.77787	0.45889
FLJ20021	0.02444	0.03422	0.02066	0.0218	0.04112	0.02059	0.02251	0.03732	0.03063	0.02602	0.02865	0.02345	0.158	0.01772
BANK1	0	0.00238	0.01583	0.0095	0.00988	0.0097	0.00105	0.00404	0.02057	0.00305	0.71914	0.0104	0.01198	0
SLC39A8	0.28991	0.17375	0.13126	0.06773	0.05896	0.03545	0.05045	0.05966	0.25102	0.2088	0.02374	0.46431	0.07097	0.04255
RP11-499E18.1	0.02088	0.00675	0.01055	0.00421	0.02388	0.00894	0.01238	0.0092	0.01906	0.00529	0.00334	0.01608	0.01949	0
AF213884.2	0.00946	0.01984	0.02173	0.00881	0.00513	0.0057	0.00398	0.00595	0.01552	0.01976	0.00458	0.03079	0.02587	0.02478
NFKB1	0.28608	0.3442	0.43655	0.50256	0.16225	0.12805	0.31558	0.20738	0.38944	0.43624	0.24206	0.54096	0.32424	0.90802
MANBA	0.18873	0.22633	0.17134	0.03448	0.10328	0.07369	0.05122	0.06292	0.16503	0.24603	0.09898	0.22115	0.01838	0.17631
UBE2D3	1.29865	1.3688	1.26474	1.02058	0.84577	0.47479	1.07592	0.99387	1.29079	1.4381	0.82287	1.37759	1.08295	1.12971
RP11-10L12.4	0.01864	0.0141	0.00621	0.00504	0.01847	0.00532	0.00502	0.03046	0.00816	0.01959	0.00374	0.0165	0.01188	0.01088
CISD2	0.47834	0.56527	0.32119	0.18885	0.62914	0.23954	0.31775	0.2884	0.58322	0.54635	0.2282	0.56715	0.25785	0.15097
SLC9B1	0.00579	0.01185	0.00225	0.00367	0.00225	0.00243	0.00768	0.00383	0.00992	0.00505	0.00233	0.01414	0	0
SLC9B2	0.00612	0.00777	0.01187	0.02711	0.12033	0.05253	0.02264	0.02956	0.01541	0.00572	0.05003	0.01683	0.04341	0.00896
BDH2	0.04303	0.07369	0.01758	0.04878	0.20832	0.09815	0.09958	0.24867	0.06641	0.07609	0.02446	0.04976	0.19839	0.0402
CENPE	0.01824	0.04557	0.01119	0.02088	0.06731	0.02608	0.02118	0.04164	0.64928	0.03111	0.0072	0.0102	0.01265	0.02013
RP11-328K4.1	0	4e-04	0	0.00029	0.0131	0.00431	0	0	0	0.00111	0	0.00209	0	0
RP11-297P16.3	0	0	0	0	0.00078	0	0	0	0	0	0	0	0	0
TACR3	0	0.00022	0	0	0.00105	0	0	0	0	0	0	0	0	0
RP11-703G6.1	0	0.00032	0	0.00061	0.00038	0.00045	0	0	0	0	0	0	0	0
CXXC4	0.00026	0.00066	0.00113	0.00059	0.03413	0.03009	0	0.00352	0	0	0.004	0	0.02569	0
AC004069.2	0.00915	0.00678	0.01327	0.00025	0.00075	0.00149	0	0.00497	0.00849	0.01033	0	0.01185	0.00264	0
TET2	0.28858	0.23485	0.37011	0.09284	0.10251	0.12259	0.13424	0.17857	0.23587	0.27071	0.13698	0.34141	0.18875	0.12254
PPA2	0.09635	0.23348	0.16549	0.0665	0.27155	0.07851	0.08015	0.18816	0.22127	0.18433	0.07442	0.21871	0.17735	0.07797
ARHGEF38	0	0	0	0.00218	0.03941	0.06281	0.00233	0.00278	0.00078	0	0.0023	0	0	0
