Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
0	Immune cells	CD8T	CD8Tcm	SERINC2	-0.3	51.8	2.79e-29
0	Immune cells	CD8T	CD8Tcm	CYR61	-0.28	38.0	2.82e-29
0	Immune cells	CD8T	CD8Tcm	LST1	-0.49	69.4	6.27e-29
0	Immune cells	CD8T	CD8Tcm	FXYD2	-0.55	63.9	9.78e-29
0	Immune cells	CD8T	CD8Tcm	TMEM97	-0.27	49.6	2.24e-28
0	Immune cells	CD8T	CD8Tcm	FN1	-0.58	57.3	4.53e-28
0	Immune cells	CD8T	CD8Tcm	GCSH	-0.28	64.0	6e-28
0	Immune cells	CD8T	CD8Tcm	NPW	-0.92	65.0	9.6e-28
0	Immune cells	CD8T	CD8Tcm	AHCY	-0.3	62.9	1.48e-27
0	Immune cells	CD8T	CD8Tcm	CXCL1	-0.28	52.4	1.98e-27
0	Immune cells	CD8T	CD8Tcm	ISOC2	-0.27	63.8	4.02e-27
0	Immune cells	CD8T	CD8Tcm	EGLN3	-0.27	59.6	6.65e-27
0	Immune cells	CD8T	CD8Tcm	MNDA	-0.64	57.4	7.57e-27
0	Immune cells	CD8T	CD8Tcm	TOB1	0.27	68.3	1.12e-26
0	Immune cells	CD8T	CD8Tcm	IGHG3	-2.34	46.3	2.03e-26
0	Immune cells	CD8T	CD8Tcm	EPB41L3	-0.37	50.2	2.04e-26
0	Immune cells	CD8T	CD8Tcm	APOC3	-0.99	65.0	4.57e-26
0	Immune cells	CD8T	CD8Tcm	GGH	-0.5	63.9	6.6e-26
0	Immune cells	CD8T	CD8Tcm	KRT8	-0.77	65.6	7.81e-26
0	Immune cells	CD8T	CD8Tcm	HILPDA	-0.28	59.7	1.26e-25
0	Immune cells	CD8T	CD8Tcm	SLC39A4	-0.32	64.1	4.67e-25
0	Immune cells	CD8T	CD8Tcm	MST1	-0.3	54.1	2.52e-24
0	Immune cells	CD8T	CD8Tcm	TOP2A	-0.38	61.0	2.84e-24
0	Immune cells	CD8T	CD8Tcm	CLEC7A	-0.41	62.3	3.86e-24
0	Immune cells	CD8T	CD8Tcm	ITGAX	-0.33	56.1	4.59e-24
0	Immune cells	CD8T	CD8Tcm	TPSB2	-0.75	21.6	7.04e-24
0	Immune cells	CD8T	CD8Tcm	COL3A1	-0.37	25.6	5.09e-23
0	Immune cells	CD8T	CD8Tcm	SERPINF1	-0.59	60.6	6.82e-23
0	Immune cells	CD8T	CD8Tcm	TSPAN6	-0.4	50.6	8.34e-23
0	Immune cells	CD8T	CD8Tcm	WDR72	-0.28	46.6	1.12e-22
0	Immune cells	CD8T	CD8Tcm	SERPINA6	-0.32	44.0	1.47e-22
0	Immune cells	CD8T	CD8Tcm	TPM1	-0.31	63.8	1.49e-22
0	Immune cells	CD8T	CD8Tcm	TM4SF1	-0.26	62.9	2.6e-22
0	Immune cells	CD8T	CD8Tcm	CKS1B	-0.28	64.3	2.63e-22
0	Immune cells	CD8T	CD8Tcm	CALD1	-0.82	62.3	9.21e-22
0	Immune cells	CD8T	CD8Tcm	CTHRC1	-0.55	58.8	2.28e-20
0	Immune cells	CD8T	CD8Tcm	KDELR3	-0.34	49.5	6.75e-20
0	Immune cells	CD8T	CD8Tcm	IL1RN	-0.88	59.6	1.52e-19
0	Immune cells	CD8T	CD8Tcm	ANGPTL3	-0.54	56.0	1.66e-19
0	Immune cells	CD8T	CD8Tcm	F2	-0.77	63.4	1.77e-19
0	Immune cells	CD8T	CD8Tcm	C8orf4	-0.28	53.8	3.28e-19
0	Immune cells	CD8T	CD8Tcm	IGHG2	-0.37	27.0	3.96e-19
0	Immune cells	CD8T	CD8Tcm	NRP2	-0.41	50.8	7.29e-19
0	Immune cells	CD8T	CD8Tcm	NCEH1	-0.29	53.6	1.6e-18
0	Immune cells	CD8T	CD8Tcm	PHLDA2	-0.39	64.5	1.76e-18
0	Immune cells	CD8T	CD8Tcm	TM4SF4	-0.48	57.5	2.52e-18
0	Immune cells	CD8T	CD8Tcm	CCND1	-0.27	57.2	4.76e-18
0	Immune cells	CD8T	CD8Tcm	CFB	-0.59	64.0	6.59e-18
0	Immune cells	CD8T	CD8Tcm	STC1	-0.49	6.5	6.98e-18
0	Immune cells	CD8T	CD8Tcm	FGG	-0.82	61.6	8.69e-18
0	Immune cells	CD8T	CD8Tcm	GC	-0.82	64.7	1.25e-17
0	Immune cells	CD8T	CD8Tcm	SERPINE1	-0.38	63.1	3.65e-17
0	Immune cells	CD8T	CD8Tcm	ORM1	-0.73	60.6	4.79e-17
0	Immune cells	CD8T	CD8Tcm	TPM2	-0.47	64.5	5.83e-17
0	Immune cells	CD8T	CD8Tcm	AKR1C4	-0.96	67.0	1.83e-16
0	Immune cells	CD8T	CD8Tcm	FGL1	-0.76	64.2	1.91e-16
0	Immune cells	CD8T	CD8Tcm	PDK4	-0.46	46.6	6.63e-16
0	Immune cells	CD8T	CD8Tcm	LILRB5	-0.33	59.2	9.64e-16
0	Immune cells	CD8T	CD8Tcm	GPR34	-0.45	53.3	1.06e-15
0	Immune cells	CD8T	CD8Tcm	WARS	-0.25	60.1	1.45e-15
0	Immune cells	CD8T	CD8Tcm	KRT18	-0.9	67.2	1.46e-15
0	Immune cells	CD8T	CD8Tcm	FKBP10	-0.29	55.7	1.6e-15
0	Immune cells	CD8T	CD8Tcm	HMGB3	-0.25	61.9	2.24e-15
0	Immune cells	CD8T	CD8Tcm	TRIB1	-0.28	62.9	2.9e-15
0	Immune cells	CD8T	CD8Tcm	LBP	-0.68	63.2	4.56e-15
0	Immune cells	CD8T	CD8Tcm	C3	-0.58	64.5	1.04e-14
0	Immune cells	CD8T	CD8Tcm	CFI	-0.41	55.3	1.08e-14
0	Immune cells	CD8T	CD8Tcm	ALG3	-0.27	64.7	3.73e-14
0	Immune cells	CD8T	CD8Tcm	PHGDH	-0.26	52.6	8.19e-14
0	Immune cells	CD8T	CD8Tcm	TST	-0.3	58.0	2.2e-13
0	Immune cells	CD8T	CD8Tcm	MDK	-0.65	64.3	3.54e-13
0	Immune cells	CD8T	CD8Tcm	ANG	-0.42	62.6	3.85e-13
0	Immune cells	CD8T	CD8Tcm	ATF3	-0.33	71.5	4.14e-13
0	Immune cells	CD8T	CD8Tcm	PLXDC2	-0.29	45.1	7.53e-13
0	Immune cells	CD8T	CD8Tcm	CFD	-0.43	57.6	2.78e-12
0	Immune cells	CD8T	CD8Tcm	SERPINH1	0.28	68.4	4.3e-12
0	Immune cells	CD8T	CD8Tcm	PHACTR1	-0.47	52.5	4.96e-12
0	Immune cells	CD8T	CD8Tcm	DHCR24	-0.52	64.0	6.31e-12
0	Immune cells	CD8T	CD8Tcm	LPAR6	-0.28	65.6	9.39e-12
0	Immune cells	CD8T	CD8Tcm	CXCL3	-1.02	63.6	1.34e-11
0	Immune cells	CD8T	CD8Tcm	IFI30	-0.41	47.8	2.24e-11
0	Immune cells	CD8T	CD8Tcm	CD93	-0.51	58.1	3.06e-11
0	Immune cells	CD8T	CD8Tcm	DEFB1	-0.33	58.7	4.36e-11
0	Immune cells	CD8T	CD8Tcm	ITIH2	-0.5	62.9	5.63e-11
0	Immune cells	CD8T	CD8Tcm	HPX	-0.48	61.8	8.61e-11
0	Immune cells	CD8T	CD8Tcm	HES1	-0.53	59.7	9.62e-11
0	Immune cells	CD8T	CD8Tcm	FABP4	-1.11	59.0	1.53e-10
0	Immune cells	CD8T	CD8Tcm	FCGR2B	-0.28	49.3	1.69e-10
0	Immune cells	CD8T	CD8Tcm	CCL2	-0.79	62.3	4.51e-10
0	Immune cells	CD8T	CD8Tcm	RCAN1	-0.28	61.6	5.16e-10
0	Immune cells	CD8T	CD8Tcm	UGDH	-0.39	64.0	6.7e-10
0	Immune cells	CD8T	CD8Tcm	C4BPB	-0.27	43.5	8.6e-10
0	Immune cells	CD8T	CD8Tcm	PPP1R16A	-0.35	59.8	8.98e-10
0	Immune cells	CD8T	CD8Tcm	TMEM45A	-0.29	55.8	1.07e-09
0	Immune cells	CD8T	CD8Tcm	SDS	-0.28	49.6	1.21e-09
0	Immune cells	CD8T	CD8Tcm	LPCAT2	-0.26	47.6	4.42e-09
0	Immune cells	CD8T	CD8Tcm	FBP1	-0.42	59.2	4.84e-09
0	Immune cells	CD8T	CD8Tcm	CES1	-0.36	53.6	5.74e-09
0	Immune cells	CD8T	CD8Tcm	FGA	-0.6	63.3	6.39e-09
0	Immune cells	CD8T	CD8Tcm	VMO1	-0.28	39.3	8.01e-09
0	Immune cells	CD8T	CD8Tcm	IGF2	-0.6	66.6	9.88e-09
0	Immune cells	CD8T	CD8Tcm	PLG	-0.45	60.5	1.2e-08
0	Immune cells	CD8T	CD8Tcm	LACTB2	-0.3	63.3	1.47e-08
0	Immune cells	CD8T	CD8Tcm	CXCL10	-0.47	27.5	1.76e-08
0	Immune cells	CD8T	CD8Tcm	AKR1C2	-0.48	63.4	2.52e-08
0	Immune cells	CD8T	CD8Tcm	KIAA0101	-0.29	56.0	3.62e-08
0	Immune cells	CD8T	CD8Tcm	TNFRSF12A	-0.28	63.9	7.26e-08
0	Immune cells	CD8T	CD8Tcm	NID1	-0.34	59.3	2.97e-07
0	Immune cells	CD8T	CD8Tcm	CLDN1	-0.61	64.4	6.13e-07
0	Immune cells	CD8T	CD8Tcm	GAGE2A	-0.88	65.5	6.33e-07
0	Immune cells	CD8T	CD8Tcm	APOA2	-1.85	97.3	7.97e-07
0	Immune cells	CD8T	CD8Tcm	IGF2BP2	-0.25	47.5	1.73e-06
0	Immune cells	CD8T	CD8Tcm	IL4I1	-0.31	64.9	1.87e-06
0	Immune cells	CD8T	CD8Tcm	SELM	-0.27	65.9	2.26e-06
0	Immune cells	CD8T	CD8Tcm	FAM198B	-0.3	48.3	2.96e-06
0	Immune cells	CD8T	CD8Tcm	GPX2	-0.61	64.5	3.67e-06
0	Immune cells	CD8T	CD8Tcm	IGKC	-1.82	67.6	7.8e-06
0	Immune cells	CD8T	CD8Tcm	VCAM1	-0.28	49.5	8.42e-06
1	Malignant cells	Malignant	Malignant	APOA2	1.69	100.0	0
1	Malignant cells	Malignant	Malignant	SERPINA1	1.62	100.0	0
1	Malignant cells	Malignant	Malignant	FABP1	1.61	100.0	0
1	Malignant cells	Malignant	Malignant	AKR1C1	1.5	100.0	0
1	Malignant cells	Malignant	Malignant	APOM	1.49	99.9	0
1	Malignant cells	Malignant	Malignant	RBP4	1.47	100.0	0
1	Malignant cells	Malignant	Malignant	ALB	1.47	100.0	0
1	Malignant cells	Malignant	Malignant	AKR1C3	1.43	100.0	0
1	Malignant cells	Malignant	Malignant	SPINK1	1.43	100.0	0
1	Malignant cells	Malignant	Malignant	AKR1C4	1.41	100.0	0
1	Malignant cells	Malignant	Malignant	AMBP	1.4	100.0	0
1	Malignant cells	Malignant	Malignant	RPL22L1	1.38	100.0	0
1	Malignant cells	Malignant	Malignant	APOA1	1.38	100.0	0
1	Malignant cells	Malignant	Malignant	VTN	1.37	100.0	0
1	Malignant cells	Malignant	Malignant	APOH	1.35	100.0	0
1	Malignant cells	Malignant	Malignant	TTR	1.34	100.0	0
1	Malignant cells	Malignant	Malignant	GAGE2A	1.32	100.0	0
1	Malignant cells	Malignant	Malignant	AKR1B10	1.32	95.3	0
1	Malignant cells	Malignant	Malignant	AFP	1.3	99.9	0
1	Malignant cells	Malignant	Malignant	AGT	1.29	100.0	0
1	Malignant cells	Malignant	Malignant	MGST1	1.27	99.9	0
1	Malignant cells	Malignant	Malignant	APOB	1.27	100.0	0
1	Malignant cells	Malignant	Malignant	KRT18	1.26	100.0	0
1	Malignant cells	Malignant	Malignant	DDT	1.25	100.0	0
1	Malignant cells	Malignant	Malignant	NPW	1.24	99.8	0
1	Malignant cells	Malignant	Malignant	BCHE	1.23	99.8	0
1	Malignant cells	Malignant	Malignant	SQSTM1	1.22	100.0	0
1	Malignant cells	Malignant	Malignant	TM4SF5	1.19	99.8	0
1	Malignant cells	Malignant	Malignant	NTS	1.18	99.7	0
1	Malignant cells	Malignant	Malignant	AHSG	1.17	99.6	0
1	Malignant cells	Malignant	Malignant	TF	1.17	100.0	0
1	Malignant cells	Malignant	Malignant	GPX2	1.15	99.0	0
1	Malignant cells	Malignant	Malignant	RARRES2	1.15	100.0	0
1	Malignant cells	Malignant	Malignant	CLU	1.14	100.0	0
1	Malignant cells	Malignant	Malignant	CHCHD10	1.13	99.9	0
1	Malignant cells	Malignant	Malignant	FGL1	1.12	99.8	0
1	Malignant cells	Malignant	Malignant	LAPTM4B	1.1	100.0	0
1	Malignant cells	Malignant	Malignant	CXCL17	1.1	89.1	0
1	Malignant cells	Malignant	Malignant	CP	1.09	100.0	0
1	Malignant cells	Malignant	Malignant	GC	1.09	100.0	0
1	Malignant cells	Malignant	Malignant	PRAP1	1.08	99.9	0
1	Malignant cells	Malignant	Malignant	CFH	1.08	100.0	0
1	Malignant cells	Malignant	Malignant	KRT8	1.07	100.0	0
1	Malignant cells	Malignant	Malignant	GPC3	1.07	100.0	0
1	Malignant cells	Malignant	Malignant	ORM1	1.05	99.3	0
1	Malignant cells	Malignant	Malignant	TFPI	1.04	100.0	0
1	Malignant cells	Malignant	Malignant	IFITM3	1.03	100.0	0
1	Malignant cells	Malignant	Malignant	FGG	1.02	100.0	0
1	Malignant cells	Malignant	Malignant	FGB	1.02	99.8	0
1	Malignant cells	Malignant	Malignant	ANGPTL8	1.02	98.8	0
1	Malignant cells	Malignant	Malignant	RPL7	1.01	100.0	0
1	Malignant cells	Malignant	Malignant	MDK	1.0	99.3	0
1	Malignant cells	Malignant	Malignant	F2	1.0	99.8	0
1	Malignant cells	Malignant	Malignant	LBP	0.97	99.8	0
1	Malignant cells	Malignant	Malignant	MPST	0.95	99.8	0
1	Malignant cells	Malignant	Malignant	ATP5G1	0.93	100.0	0
1	Malignant cells	Malignant	Malignant	ALDH1A1	0.92	99.8	0
1	Malignant cells	Malignant	Malignant	NQO1	0.92	99.6	0
1	Malignant cells	Malignant	Malignant	MAL2	0.92	99.9	0
1	Malignant cells	Malignant	Malignant	TSPAN8	0.91	99.4	0
1	Malignant cells	Malignant	Malignant	ORM2	0.9	99.0	0
1	Malignant cells	Malignant	Malignant	ASGR1	0.89	99.6	0
1	Malignant cells	Malignant	Malignant	CLDN1	0.88	100.0	0
1	Malignant cells	Malignant	Malignant	TMEM176A	0.87	99.7	0
1	Malignant cells	Malignant	Malignant	ANGPTL3	0.87	99.5	0
1	Malignant cells	Malignant	Malignant	RPL8	0.87	100.0	0
1	Malignant cells	Malignant	Malignant	CTHRC1	0.87	99.8	0
1	Malignant cells	Malignant	Malignant	DHCR24	0.87	100.0	0
1	Malignant cells	Malignant	Malignant	S100P	0.86	92.0	0
1	Malignant cells	Malignant	Malignant	PRDX4	0.86	99.9	0
1	Malignant cells	Malignant	Malignant	SERPINF1	0.85	99.8	0
1	Malignant cells	Malignant	Malignant	FGA	0.85	99.5	0
1	Malignant cells	Malignant	Malignant	NME1	0.84	99.9	0
1	Malignant cells	Malignant	Malignant	APOC3	0.83	97.0	0
1	Malignant cells	Malignant	Malignant	UGT2B4	0.82	99.6	0
1	Malignant cells	Malignant	Malignant	LRG1	0.82	99.3	0
1	Malignant cells	Malignant	Malignant	PCSK1N	0.82	99.2	0
1	Malignant cells	Malignant	Malignant	FDPS	0.82	99.5	0
1	Malignant cells	Malignant	Malignant	AKR1C2	0.82	99.3	0
1	Malignant cells	Malignant	Malignant	CYB5A	0.82	99.5	0
1	Malignant cells	Malignant	Malignant	PROC	0.81	99.8	0
1	Malignant cells	Malignant	Malignant	PTGDS	0.81	86.4	0
1	Malignant cells	Malignant	Malignant	FXYD2	0.81	99.5	0
1	Malignant cells	Malignant	Malignant	GDF15	0.81	97.9	0
1	Malignant cells	Malignant	Malignant	AGR2	0.8	92.8	0
1	Malignant cells	Malignant	Malignant	ETFB	0.8	99.9	0
1	Malignant cells	Malignant	Malignant	ITIH2	0.8	99.7	0
1	Malignant cells	Malignant	Malignant	UGDH	0.79	99.7	0
1	Malignant cells	Malignant	Malignant	DMKN	0.79	99.6	0
1	Malignant cells	Malignant	Malignant	TM4SF4	0.78	99.8	0
1	Malignant cells	Malignant	Malignant	NDUFB9	0.77	100.0	0
1	Malignant cells	Malignant	Malignant	KNG1	0.76	99.5	0
1	Malignant cells	Malignant	Malignant	ASPH	0.76	100.0	0
1	Malignant cells	Malignant	Malignant	SLC22A18	0.76	98.6	0
1	Malignant cells	Malignant	Malignant	PSMB5	0.75	99.8	0
1	Malignant cells	Malignant	Malignant	TRNP1	0.75	99.6	0
1	Malignant cells	Malignant	Malignant	GGH	0.75	99.6	0
1	Malignant cells	Malignant	Malignant	PON2	0.75	99.8	0
1	Malignant cells	Malignant	Malignant	CFB	0.75	99.9	0
1	Malignant cells	Malignant	Malignant	TMEM176B	0.75	99.8	0
1	Malignant cells	Malignant	Malignant	EIF3E	0.75	100.0	0
1	Malignant cells	Malignant	Malignant	KDELR2	0.74	100.0	0
1	Malignant cells	Malignant	Malignant	ANG	0.74	98.1	0
1	Malignant cells	Malignant	Malignant	RPL5	0.73	100.0	0
1	Malignant cells	Malignant	Malignant	HPX	0.73	99.5	0
1	Malignant cells	Malignant	Malignant	MPC2	0.73	99.9	0
1	Malignant cells	Malignant	Malignant	COX7A2L	0.72	99.9	0
1	Malignant cells	Malignant	Malignant	FXYD1	0.72	96.8	0
1	Malignant cells	Malignant	Malignant	GPX3	0.72	98.8	0
1	Malignant cells	Malignant	Malignant	PRDX2	0.71	100.0	0
1	Malignant cells	Malignant	Malignant	SLIRP	0.71	100.0	0
1	Malignant cells	Malignant	Malignant	SERPING1	0.71	99.9	0
1	Malignant cells	Malignant	Malignant	HRG	0.71	94.0	0
1	Malignant cells	Malignant	Malignant	PRDX5	0.71	100.0	0
1	Malignant cells	Malignant	Malignant	TSPAN6	0.71	99.5	0
1	Malignant cells	Malignant	Malignant	KDELR3	0.7	98.6	0
1	Malignant cells	Malignant	Malignant	TKT	0.7	99.7	0
1	Malignant cells	Malignant	Malignant	NPM1	0.7	100.0	0
1	Malignant cells	Malignant	Malignant	TCEB1	0.69	100.0	0
1	Malignant cells	Malignant	Malignant	PEBP1	0.68	99.8	0
1	Malignant cells	Malignant	Malignant	CNPY2	0.68	99.8	0
1	Malignant cells	Malignant	Malignant	STEAP1	0.67	99.0	0
1	Malignant cells	Malignant	Malignant	YIF1A	0.67	99.8	0
1	Malignant cells	Malignant	Malignant	HIST1H1C	0.67	99.3	0
1	Malignant cells	Malignant	Malignant	ASGR2	0.67	99.4	0
1	Malignant cells	Malignant	Malignant	PLG	0.67	99.5	0
1	Malignant cells	Malignant	Malignant	PRDX6	0.66	99.9	0
1	Malignant cells	Malignant	Malignant	CFI	0.66	99.6	0
1	Malignant cells	Malignant	Malignant	POLR2F	0.65	99.8	0
1	Malignant cells	Malignant	Malignant	LYPLA1	0.65	99.9	0
1	Malignant cells	Malignant	Malignant	S100A13	0.65	99.6	0
1	Malignant cells	Malignant	Malignant	RCN1	0.65	99.8	0
1	Malignant cells	Malignant	Malignant	EBP	0.65	98.9	0
1	Malignant cells	Malignant	Malignant	MTHFD2L	0.65	99.1	0
1	Malignant cells	Malignant	Malignant	NGFRAP1	0.64	99.6	0
1	Malignant cells	Malignant	Malignant	CFHR1	0.64	96.5	0
1	Malignant cells	Malignant	Malignant	CDKN2B-AS1	0.64	93.8	0
1	Malignant cells	Malignant	Malignant	TMEM141	0.64	98.8	0
1	Malignant cells	Malignant	Malignant	FST	0.64	97.7	0
1	Malignant cells	Malignant	Malignant	TMEM205	0.64	99.5	0
1	Malignant cells	Malignant	Malignant	GCLM	0.64	99.3	0
1	Malignant cells	Malignant	Malignant	PPP1R16A	0.63	98.8	0
1	Malignant cells	Malignant	Malignant	DRD4	0.63	90.5	0
1	Malignant cells	Malignant	Malignant	TPM2	0.63	99.4	0
1	Malignant cells	Malignant	Malignant	CDKN2A	0.63	98.9	0
1	Malignant cells	Malignant	Malignant	PKIB	0.62	98.4	0
1	Malignant cells	Malignant	Malignant	LACTB2	0.62	98.9	0
1	Malignant cells	Malignant	Malignant	ZFAS1	0.62	100.0	0
1	Malignant cells	Malignant	Malignant	POLR2K	0.62	99.8	0
1	Malignant cells	Malignant	Malignant	QPRT	0.62	99.3	0
1	Malignant cells	Malignant	Malignant	IGF2	0.62	98.1	0
1	Malignant cells	Malignant	Malignant	SLC17A3	0.61	97.9	0
1	Malignant cells	Malignant	Malignant	GCHFR	0.61	99.4	0
1	Malignant cells	Malignant	Malignant	DEFB1	0.61	82.3	0
1	Malignant cells	Malignant	Malignant	HMGCS1	0.61	95.2	0
1	Malignant cells	Malignant	Malignant	FKBP11	0.61	99.2	0
1	Malignant cells	Malignant	Malignant	SERPINA6	0.61	98.6	0
1	Malignant cells	Malignant	Malignant	SCCPDH	0.6	99.3	0
1	Malignant cells	Malignant	Malignant	TST	0.6	98.3	0
1	Malignant cells	Malignant	Malignant	ALG3	0.6	99.8	0
1	Malignant cells	Malignant	Malignant	SLC39A4	0.6	98.7	0
1	Malignant cells	Malignant	Malignant	SELM	0.6	99.4	0
1	Malignant cells	Malignant	Malignant	NUPR1	0.59	99.4	0
1	Malignant cells	Malignant	Malignant	PROS1	0.59	99.8	0
1	Malignant cells	Malignant	Malignant	GCSH	0.59	99.0	0
1	Malignant cells	Malignant	Malignant	NDUFA4	0.59	100.0	0
1	Malignant cells	Malignant	Malignant	AADAC	0.59	96.4	0
1	Malignant cells	Malignant	Malignant	EBPL	0.59	99.6	0
1	Malignant cells	Malignant	Malignant	A1BG	0.58	99.1	0
1	Malignant cells	Malignant	Malignant	HULC	0.58	94.2	0
1	Malignant cells	Malignant	Malignant	AZGP1	0.58	93.2	0
1	Malignant cells	Malignant	Malignant	APOE	0.58	100.0	0
1	Malignant cells	Malignant	Malignant	DNPH1	0.57	99.6	0
1	Malignant cells	Malignant	Malignant	MRPL13	0.57	99.8	0
1	Malignant cells	Malignant	Malignant	SHMT2	0.57	99.4	0
1	Malignant cells	Malignant	Malignant	PHGDH	0.57	98.6	0
1	Malignant cells	Malignant	Malignant	TOMM22	0.57	99.6	0
1	Malignant cells	Malignant	Malignant	CES1	0.57	97.6	0
1	Malignant cells	Malignant	Malignant	RSL24D1	0.56	99.9	0
1	Malignant cells	Malignant	Malignant	MRPL15	0.55	99.4	0
1	Malignant cells	Malignant	Malignant	TMEM97	0.55	97.9	0
1	Malignant cells	Malignant	Malignant	C8orf4	0.55	80.8	0
1	Malignant cells	Malignant	Malignant	AP1M2	0.55	93.9	0
1	Malignant cells	Malignant	Malignant	MDH2	0.55	99.9	0
1	Malignant cells	Malignant	Malignant	SEC61G	0.55	100.0	0
1	Malignant cells	Malignant	Malignant	AHCY	0.55	98.8	0
1	Malignant cells	Malignant	Malignant	CALD1	0.55	100.0	0
1	Malignant cells	Malignant	Malignant	PRAME	0.55	98.8	0
1	Malignant cells	Malignant	Malignant	PHLDA2	0.54	96.2	0
1	Malignant cells	Malignant	Malignant	C6orf48	0.54	99.4	0
1	Malignant cells	Malignant	Malignant	C4BPB	0.54	95.6	0
1	Malignant cells	Malignant	Malignant	C3	0.54	97.7	0
1	Malignant cells	Malignant	Malignant	C8orf59	0.54	99.9	0
1	Malignant cells	Malignant	Malignant	RB1CC1	0.54	99.8	0
1	Malignant cells	Malignant	Malignant	GOT1	0.54	98.1	0
1	Malignant cells	Malignant	Malignant	TRAM1	0.54	100.0	0
1	Malignant cells	Malignant	Malignant	EEF1B2	0.53	100.0	0
1	Malignant cells	Malignant	Malignant	CD151	0.53	99.8	0
1	Malignant cells	Malignant	Malignant	LSM2	0.53	99.8	0
1	Malignant cells	Malignant	Malignant	COA3	0.53	99.6	0
1	Malignant cells	Malignant	Malignant	CSTA	0.53	99.2	0
1	Malignant cells	Malignant	Malignant	MTTP	0.53	99.0	0
1	Malignant cells	Malignant	Malignant	WDR72	0.53	98.6	0
1	Malignant cells	Malignant	Malignant	RNF5	0.53	99.0	0
1	Malignant cells	Malignant	Malignant	ADI1	0.52	99.6	0
1	Malignant cells	Malignant	Malignant	SNCG	0.52	91.7	0
1	Malignant cells	Malignant	Malignant	TNFRSF12A	0.52	95.6	0
1	Malignant cells	Malignant	Malignant	HTATIP2	0.52	98.8	0
1	Malignant cells	Malignant	Malignant	UQCRH	0.52	100.0	0
1	Malignant cells	Malignant	Malignant	ZFAND1	0.52	98.8	0
1	Malignant cells	Malignant	Malignant	SERPIND1	0.52	98.1	0
1	Malignant cells	Malignant	Malignant	MSRB2	0.51	99.4	0
1	Malignant cells	Malignant	Malignant	PERP	0.51	98.9	0
1	Malignant cells	Malignant	Malignant	ACOT13	0.51	98.9	0
1	Malignant cells	Malignant	Malignant	TDO2	0.51	95.8	0
1	Malignant cells	Malignant	Malignant	PAH	0.51	98.2	0
1	Malignant cells	Malignant	Malignant	COPS5	0.51	99.9	0
1	Malignant cells	Malignant	Malignant	TFR2	0.5	98.4	0
1	Malignant cells	Malignant	Malignant	DCAF13	0.5	99.4	0
1	Malignant cells	Malignant	Malignant	UQCC2	0.5	99.7	0
1	Malignant cells	Malignant	Malignant	SLPI	0.5	92.1	0
1	Malignant cells	Malignant	Malignant	SQLE	0.5	96.2	0
1	Malignant cells	Malignant	Malignant	LEAP2	0.5	97.3	0
1	Malignant cells	Malignant	Malignant	PON1	0.5	93.3	0
1	Malignant cells	Malignant	Malignant	EEF1E1	0.5	99.1	0
1	Malignant cells	Malignant	Malignant	PTGR1	0.49	94.3	0
1	Malignant cells	Malignant	Malignant	MARCKSL1	0.49	99.1	0
1	Malignant cells	Malignant	Malignant	SERINC2	0.49	96.6	0
1	Malignant cells	Malignant	Malignant	CPB2	0.49	98.1	0
1	Malignant cells	Malignant	Malignant	IGFBP1	0.49	85.3	0
1	Malignant cells	Malignant	Malignant	TM7SF2	0.49	94.1	0
1	Malignant cells	Malignant	Malignant	DSP	0.49	97.5	0
1	Malignant cells	Malignant	Malignant	PCBD1	0.49	99.2	0
1	Malignant cells	Malignant	Malignant	NR1H4	0.49	97.1	0
1	Malignant cells	Malignant	Malignant	GSTA1	0.48	73.8	0
1	Malignant cells	Malignant	Malignant	NID1	0.48	94.4	0
1	Malignant cells	Malignant	Malignant	CAMK2N1	0.48	98.8	0
1	Malignant cells	Malignant	Malignant	TRIM16	0.48	97.0	0
1	Malignant cells	Malignant	Malignant	AK4	0.48	98.5	0
1	Malignant cells	Malignant	Malignant	GOLT1A	0.48	96.9	0
1	Malignant cells	Malignant	Malignant	RDX	0.48	99.4	0
1	Malignant cells	Malignant	Malignant	TRIM16L	0.48	96.2	0
1	Malignant cells	Malignant	Malignant	DUSP9	0.48	94.3	0
1	Malignant cells	Malignant	Malignant	FKBP10	0.48	98.8	0
1	Malignant cells	Malignant	Malignant	PPIC	0.48	98.0	0
1	Malignant cells	Malignant	Malignant	CYC1	0.48	99.4	0
1	Malignant cells	Malignant	Malignant	MGST2	0.48	99.4	0
1	Malignant cells	Malignant	Malignant	TATDN1	0.48	98.9	0
1	Malignant cells	Malignant	Malignant	ARPC1A	0.47	99.4	0
1	Malignant cells	Malignant	Malignant	POLR2H	0.47	99.5	0
1	Malignant cells	Malignant	Malignant	HPGD	0.47	94.3	0
1	Malignant cells	Malignant	Malignant	TRIB3	0.47	94.8	0
1	Malignant cells	Malignant	Malignant	C14orf1	0.47	98.0	0
1	Malignant cells	Malignant	Malignant	SNRPE	0.47	99.9	0
1	Malignant cells	Malignant	Malignant	TMEM14A	0.47	97.4	0
1	Malignant cells	Malignant	Malignant	SMARCA1	0.47	98.4	0
1	Malignant cells	Malignant	Malignant	SNRPF	0.47	99.9	0
