DC	Mono/Macro	CD8T	Malignant	Epithelial	Treg	Fibroblasts	Tprolif	B	Endothelial	Mast
RP11-386I14.4	0.22099	0.19406	0.07941	0.02424	0.03996	0.05214	0.1069	0.11379	0.07546	0.14812	0.09119
PTGFR	0	0.00012	4e-04	0.00382	0.00138	0	0.00163	0	0	0	0
IFI44L	0.14376	0.25126	0.10765	0.14996	0.18109	0.02874	0.16888	0.15044	0.0883	0.4741	0.06139
IFI44	0.17798	0.2332	0.14115	0.09081	0.07996	0.13326	0.18756	0.22968	0.04737	0.31802	0.066
ADGRL4	0	0	0.00088	0.00054	0.00144	0	0.00118	0	0	1.25668	0
RP11-339D23.1	2e-04	0.00014	0	0.00715	0.00211	0	0	0	0	0	0
RP5-933B4.1	0.00092	0.00048	0.00031	0.01233	0.00774	0	0	0	0	0	0
RP5-887A10.1	0.00082	0.00026	6e-04	0.00074	0.00155	0	0.00314	0.00162	0.21079	0	0
ADGRL2	0.00867	0.00515	0.00066	0.18849	0.0953	0.00403	0.13662	0.00777	0	0.40065	0
LINC01361	0	0	0	0.00093	0.00058	0	0	0	0	0	0
RP11-475O6.1	0	0.00035	0	0.0095	0.00916	0.00167	0.00191	0	0.00639	0.01003	0
RP5-836J3.1	0	0	0	0.00639	0.00847	0	0	0.00041	0	0	0
TTLL7	0.00247	0.00152	0.00449	0.01168	0.018	0	0.12329	0.01323	0.00345	0.0168	0.05249
RP11-486G15.2	0.00173	0.00049	0.00296	0.0222	0.02499	0.00217	0.02344	0.00357	0.00696	0.02152	0
PRKACB	0.29403	0.4046	0.24283	0.23189	0.13694	0.23738	0.19708	0.41694	0.12376	0.07244	0.1954
SAMD13	0.00646	0.01115	0.00101	0.03049	0.00772	0	0.00282	0.00701	0	0.01761	0.01198
DNASE2B	0.00912	0.00723	0	0.00031	2e-04	0	0	0.00649	0	0	0
RPF1	0.13829	0.14303	0.15153	0.24013	0.06585	0.15631	0.11565	0.18271	0.12622	0.21745	0.184
GNG5	1.33241	1.22677	0.4973	1.47346	0.61397	0.88221	1.00475	1.53734	0.50268	1.28308	0.82095
CTBS	0.33485	0.30573	0.1016	0.23709	0.12488	0.14272	0.17064	0.2697	0.15005	0.20051	0.12418
SSX2IP	0.02623	0.02329	0.02663	0.06213	0.02001	0.01248	0.01914	0.05586	0.01142	0.0203	0
LPAR3	0.0024	0.00077	0.00241	0.00139	0.00025	0	0	3e-04	0	0	0
MCOLN2	0.01602	0.02342	0.05329	0.00215	0.00099	0.01848	0.00541	0.02819	0.06977	0.00984	0.01162
WDR63	0	0.00047	0.00124	0.00114	2e-04	0	0	0.00131	0	0	0
MCOLN3	0.04432	0.01177	0.00724	0.01286	0.01107	0.00221	0.00289	0.01057	0	0.00357	0
SYDE2	0.00077	0.00037	0.00906	0.04367	0.03099	0.00132	0.01378	0.00394	0	0.00214	0.01241
C1orf52	0.12934	0.13743	0.19185	0.20159	0.10112	0.14391	0.20453	0.20284	0.15719	0.16208	0.21957
BCL10	0.28939	0.28042	0.18682	0.21247	0.10356	0.17471	0.21629	0.29472	0.25759	0.30453	0.23595
RP11-131L23.1	5e-04	5e-04	0.00022	0.00114	0.00074	0.00129	0	0	0	0	0
DDAH1	0.01166	0.00863	0.0075	0.33814	0.15254	0.0093	0.07774	0.01109	0.01179	0.09518	0.00952
RP11-131L23.2	0	0	2e-04	0.00255	0.00099	0	0.00152	0	0	0	0
RP4-621F18.2	0	0	0	0.00374	0.00541	0	0.08462	0	0	0	0
RP11-290M5.4	0	0	0	0.00045	0.00159	0	0.00506	0	0	0	0
CYR61	0.00675	0.00404	0.01007	0.21053	0.15947	0.00545	1.11269	0.01002	0.00532	0.70315	0.03635
ZNHIT6	0.06886	0.07632	0.09655	0.1559	0.11811	0.10872	0.13197	0.10997	0.1155	0.11829	0.05124
COL24A1	0.00089	0.00142	0.00084	0.0068	0.00415	0.00137	0.003	0	0.0076	0	0
ODF2L	0.07248	0.08223	0.42124	0.08318	0.10164	0.34352	0.3126	0.15468	0.18218	0.7899	0.06771
RP4-612B15.3	0.0037	0.00265	0.00533	0.00401	0.00598	0.00632	0.00176	0.00699	0.00194	0.00425	0
SH3GLB1	0.78992	0.55121	0.37909	0.38586	0.19042	0.45467	0.56762	0.64663	0.28066	0.64109	0.47608
SEP15	0.6635	0.67541	0.42066	0.9176	0.39668	0.50175	0.7527	0.68042	0.39343	0.65994	0.3338
HS2ST1	0.1475	0.12068	0.02327	0.17846	0.09197	0.02209	0.10554	0.11525	0.02939	0.11069	0.13129
LINC01140	0.00207	0.00143	0.00031	0.00598	0.00485	0	0.00277	0.00109	0	0	0.11512
LMO4	0.33343	0.41348	0.31362	0.70518	0.58232	0.09554	0.68902	0.53388	0.31341	0.22696	1.57259
PKN2	0.17078	0.20472	0.13396	0.34643	0.36618	0.11106	0.2619	0.22884	0.15178	0.35741	0.15411
GTF2B	0.22313	0.23982	0.34936	0.29446	0.11008	0.31362	0.19566	0.26878	0.23007	0.12417	0.33133
CCBL2	0.10455	0.09059	0.06397	0.09919	0.03898	0.06259	0.12844	0.13969	0.04528	0.06982	0.02504
RBMXL1	0.06815	0.05979	0.05871	0.09454	0.05403	0.06497	0.11329	0.08869	0.0461	0.0605	0.06073
GBP3	0.12004	0.15993	0.11341	0.09964	0.06768	0.12127	0.16825	0.1667	0.05523	0.1194	0
GBP1	0.32397	0.4881	0.11311	0.04384	0.04411	0.17527	0.38562	0.52113	0.08039	0.16336	0.01219
GBP2	0.54073	0.43292	0.30455	0.13095	0.0985	0.63876	0.38152	0.40989	0.10416	0.28434	0.03912
GBP7	0.00136	0.00155	0.00114	0.00221	0.0016	0.00123	0	0.00027	0	0	0
GBP4	0.12	0.24552	0.13651	0.04896	0.04549	0.27266	0.18283	0.23193	0.04791	0.27095	0.00761
GBP5	0.09011	0.15052	0.24974	0.00623	0.02767	0.55392	0.03979	0.18967	0.07471	0.01881	0.02643
LRRC8B	0.0366	0.04226	0.04145	0.09828	0.05293	0.06508	0.05272	0.05105	0.05653	0.08341	0.02048
FLJ27354	0.01791	0.02266	0.00568	0.0019	0.00206	0.01119	0.00627	0.02305	0.00308	0.04307	0
LRRC8C	0.17599	0.27484	0.10253	0.00971	0.01135	0.10564	0.08796	0.23709	0.07135	0.30438	0.0122
RP5-943J3.2	0.00199	0.00404	0.00377	0.00984	0.00667	0.0016	0	0.00555	0.02263	0	0
LRRC8D	0.06345	0.08502	0.02874	0.10827	0.04701	0.04114	0.0465	0.0794	0.01979	0.03409	0.01354
RP11-302M6.5	0	0	0	0.00067	0	0	0	0	0	0	0
ZNF326	0.15376	0.14008	0.12829	0.27632	0.19411	0.15763	0.18391	0.20709	0.14178	0.26194	0.19661
RP4-665J23.1	0.00719	0.00665	0.00247	0.1564	0.05094	0.00567	0.02631	0.00854	0.00244	0.00734	0
RP4-665J23.2	0	0.00019	0.00036	0.00294	0.0024	0	0	0	0	0	0
ZNF644	0.24124	0.26989	0.31257	0.32338	0.25336	0.24893	0.33282	0.298	0.28987	0.35588	0.18214
HFM1	0.00049	0	0	0.0052	0.00058	0	0.00834	0	0	0.00167	0
CDC7	0.01945	0.00807	0.0097	0.02491	0.01821	0.01937	0.07484	0.06041	0.00692	0.06366	0
TGFBR3	0.00716	0.00454	0.08777	0.04613	0.02916	0.06932	0.09758	0.02017	0.0051	0.73606	0
BRDT	0	0	0.00227	5e-05	0	0.00097	0	0.00093	0	0	0
EPHX4	0	0	0.00301	0.03618	0.00481	0	0	0.00308	0	0.07379	0
BTBD8	0.00381	0.00526	0.00319	0.01844	0.02185	0.00848	0.00253	0.00159	0	0.01302	0
KIAA1107	0.01713	0.01641	0.00554	0.03895	0.03437	0.00241	0.02317	0.00454	0.00739	0.0218	0
RP4-621B10.8	0.00043	0	0.00036	0.00042	0.00082	0	0	0.00044	0	0	0
GLMN	0.03144	0.02984	0.06553	0.07447	0.03235	0.06928	0.05643	0.06361	0.04304	0.03182	0
RPAP2	0.06119	0.07731	0.114	0.14583	0.08902	0.10897	0.11343	0.10925	0.06025	0.10177	0.07306
GFI1	0.00173	0.00494	0.05849	0.00212	0.00459	0.05883	0.00152	0.0302	0.00222	0.00316	0.02962
EVI5	0.17142	0.24468	0.00946	0.30452	0.1342	0.01323	0.21608	0.16727	0.03832	0.14303	0.0879
RPL5	1.83093	1.96413	2.1692	2.81323	1.53752	2.48057	2.55196	2.0605	2.30238	2.14179	2.87101
FAM69A	0.01446	0.0165	0.02229	0.04959	0.02033	0.03307	0.04797	0.02749	0.03503	0.00421	0
MTF2	0.16133	0.19317	0.18424	0.19993	0.14923	0.1962	0.19325	0.29352	0.20296	0.30082	0.07773
TMED5	0.63029	0.52265	0.21202	0.43286	0.22034	0.17774	0.31597	0.52057	0.23756	0.19369	0.21666
CCDC18	0.02795	0.02857	0.01393	0.02355	0.00914	0.013	0.02004	0.13755	0.01889	0.01488	0.02378
DR1	0.21405	0.22742	0.21512	0.24141	0.1248	0.25801	0.27177	0.37974	0.15042	0.19859	0.16252
FNBP1L	0.028	0.01642	0.01274	0.2818	0.17373	0.00622	0.19558	0.02822	0.01331	0.21554	0.02076
BCAR3	0.05335	0.05808	0.00344	0.07243	0.0411	0.0016	0.06683	0.02884	0.06518	0.05672	0
RP5-1033H22.2	0.00188	0.00284	0.00073	0.05173	0.01966	0	0.00139	0.00306	0	0.00713	0
RP4-561L24.3	0.00162	0.00135	0.00457	0.00136	0.00109	0	0.00304	0.00068	0	0	0
DNTTIP2	0.29435	0.31914	0.4018	0.28544	0.12619	0.27149	0.21814	0.41746	0.25673	0.23404	0.24622
GCLM	0.1453	0.14211	0.15905	0.70989	0.27604	0.08564	0.12599	0.20203	0.0834	0.10567	0.10677
ABCA4	7e-04	0	0.00038	0.00711	0.00619	0	0.0025	0.00055	0	0	0
ARHGAP29	0.00538	0.00766	0.00193	0.20889	0.09321	0.00545	0.77342	0.00725	0.00555	1.30456	0.15535
RP11-148B18.1	0	0.00013	0	0.00185	0.00105	0	0.00215	0	0	0	0
ABCD3	0.0968	0.09609	0.04412	0.27064	0.16357	0.04539	0.12309	0.10946	0.03494	0.10049	0.05014
F3	0.04296	0.01373	0.00485	0.11553	0.08667	0.00565	0.06843	0.01203	0.00834	0.04463	0
SLC44A3	0.00171	0.00424	0.00513	0.17221	0.0515	0.00558	0.00835	0.00302	0.00394	0	0
CNN3	0.01767	0.01859	0.01106	0.33951	0.11315	0.01889	1.09543	0.01895	0.00704	0.7463	0.00889
RP4-639F20.1	0.00058	8e-04	0.00114	0.02198	0.00593	0.00147	0.01012	0.0013	0	0.01903	0
ALG14	0.04139	0.0473	0.00694	0.20823	0.07035	0.02196	0.09535	0.06352	0.04029	0.04607	0
TMEM56	0.00525	0.00326	0.00454	0.15839	0.04805	0.00417	0.03774	0.00693	0.0117	0.00684	0
TMEM56-RWDD3	0.00194	0.00142	0.00163	0.0033	0.00189	0.00147	0	0.00067	0	0	0
RP11-57H12.3	0	0	0	0.00138	0.00136	0	0.00875	0	0	0	0
RWDD3	0.00579	0.00707	0.00343	0.01264	0.01244	0.00532	0.00652	0.00311	0.00118	0.00305	0.01163
PTBP2	0.04655	0.05621	0.06506	0.26065	0.14187	0.06161	0.11397	0.079	0.059	0.35502	0.05403
DPYD	0.27864	0.35433	0.0672	0.1347	0.08263	0.09476	0.13693	0.25769	0.01524	0.12179	0.05579
SNX7	0.03118	0.03019	0.00458	0.20554	0.05808	0.003	0.11901	0.04921	0.00682	0.07941	0
PLPPR4	0	0	0	3e-04	0.00025	0	0.03964	0	0	0.01055	0
PALMD	0.00093	0.00048	7e-04	0.04978	0.0235	0.00082	0.0317	0.00059	0	1.12744	0.01283
FRRS1	0.06545	0.01994	0.00221	0.11639	0.0718	0.00547	0.00964	0.0205	0.00515	0.0131	0.01405
AGL	0.07652	0.08434	0.07812	0.25542	0.10154	0.08723	0.09681	0.09371	0.05266	0.1093	0.01321
RP5-884G6.2	0.0017	0.00209	0	0.01231	0.00281	0	0.00126	0.00398	0.00311	0	0
SLC35A3	0.10021	0.09588	0.08145	0.19455	0.11325	0.06803	0.08418	0.12005	0.08851	0.14057	0.06963
MFSD14A	0.11704	0.12274	0.09963	0.1417	0.08053	0.09261	0.14609	0.12289	0.09558	0.14211	0.09815
SASS6	0.04889	0.03385	0.01969	0.06462	0.02894	0.03576	0.03271	0.1567	0.01473	0.00976	0
TRMT13	0.06361	0.08429	0.07902	0.15002	0.1211	0.07338	0.1051	0.08515	0.0911	0.12695	0.07314
LRRC39	0.00591	0.00653	0.00132	0.00167	0.00235	0	0.00675	0.00113	0	0.00861	0
DBT	0.07172	0.08474	0.0434	0.1328	0.07066	0.05032	0.09243	0.07442	0.04698	0.05662	0.01773
RTCA-AS1	0.00582	0.00198	0	0.00332	0.00097	0.00115	0.00457	0.00183	0	0.00451	0
RTCA	0.21741	0.17554	0.1207	0.18312	0.06377	0.13687	0.11824	0.25811	0.0627	0.13698	0.1201
CDC14A	0.02819	0.03534	0.12926	0.02395	0.02085	0.09454	0.04811	0.07328	0.03225	0.07035	0.03187
GPR88	0	0.00022	0.00035	0.00374	0.00248	0.00142	0.00293	0.00045	0	0	0
VCAM1	0.12254	0.41254	0.04144	0.05708	0.05411	0.00989	0.19353	0.14011	0.00254	0.41824	0.01173
EXTL2	0.03598	0.0393	0.01039	0.13534	0.0772	0.01424	0.18757	0.04117	0.00815	0.06277	0.06751
RP4-549L20.3	0.00791	0.00914	0.00975	0.01793	0.01916	0.00136	0.02042	0.00996	0.00209	0.09666	0.0113
SLC30A7	0.16943	0.18725	0.11902	0.21256	0.12	0.10277	0.14071	0.1689	0.10117	0.29402	0.10469
DPH5	0.04793	0.06853	0.04454	0.1513	0.04719	0.07025	0.08964	0.1011	0.03666	0.0646	0.08638
RP11-421L21.2	0.00243	0.00353	0.00193	0.00144	0.00051	0.0043	0	0.00346	0.0017	0	0
RP11-421L21.3	0.00929	0.01568	0.00923	0.04983	0.02132	0.00871	0.02351	0.01622	0.01757	0.04396	0
RP4-575N6.4	0	0.00034	0.00737	0.00013	0	0.00199	0	0.0052	0.006	0.01115	0
S1PR1	0.00911	0.0166	0.09058	0.00284	0.00377	0.05276	0.00751	0.02534	0.09803	0.56175	0.06958
OLFM3	0	0	0	0.00042	0.00031	0	0	0	0	0	0
RP11-202K23.1	0.00049	0.00067	0	0.01463	0.00426	0.00118	0	0.00106	0	0	0
RP5-936J12.1	0	0	0	9e-04	0.00204	0	0	0	0	0	0
COL11A1	0	0	0	0.00056	0.00019	0	0.01573	0	0	0	0
RNPC3	0.06302	0.07364	0.05456	0.11557	0.17758	0.07392	0.08403	0.08573	0.05221	0.15555	0.0552
AMY2B	0.00617	0.01348	0.00395	0.01147	0.01989	0.00477	0.00428	0.01055	0.00288	0.01437	0
PRMT6	0.03422	0.03836	0.01797	0.10055	0.02623	0.02324	0.04538	0.04968	0.01807	0.01548	0.02131
NTNG1	0	0	0.00035	0.00031	5e-04	0	0	0	0.012	0	0
VAV3	0.14772	0.12214	0.07215	0.02842	0.01559	0.27584	0.03226	0.14137	0.05662	0.05761	0.05187
VAV3-AS1	0.00017	0.00017	0.00067	0.00021	0	0.0026	0	0.0013	0.00713	0	0
RP11-356N1.2	0.02021	0.01567	0	0.00041	0.00025	0	0.00082	0.01844	0	0	0
SLC25A24	0.42744	0.27826	0.07492	0.13601	0.07411	0.06933	0.262	0.37816	0.03177	0.12642	0.0851
RP11-483I13.5	0.0028	0.0029	0.00228	0.00294	0.00311	0.00155	0	0.00622	0	0.00135	0
FAM102B	0.20017	0.17697	0.1525	0.08162	0.05143	0.104	0.09458	0.23372	0.06982	0.16933	0.14291
HENMT1	0.04	0.04472	0.04106	0.08995	0.03746	0.036	0.02418	0.08187	0.01247	0.01718	0.01383
PRPF38B	0.44059	0.58005	0.69011	0.37999	0.31149	0.60225	0.55823	0.74516	0.47813	0.54365	0.33719
STXBP3	0.26312	0.24933	0.16175	0.23601	0.12922	0.19259	0.27758	0.30002	0.10174	0.15167	0.13892
AKNAD1	0.0026	8e-04	0.00041	0.00249	0.00547	0.00182	0.02104	6e-04	0	0.01605	0
RP11-475E11.9	0.00041	0	0.00023	0.00042	0.00029	0.0015	0	0	0	0	0
GPSM2	0.02402	0.02006	0.0311	0.04939	0.02601	0.02992	0.05461	0.28612	0.06042	0.02217	0
CLCC1	0.06085	0.05782	0.02845	0.12304	0.08289	0.0409	0.09811	0.08153	0.0831	0.05026	0.00896
WDR47	0.06803	0.05294	0.07519	0.02939	0.01193	0.04088	0.06698	0.06833	0.02614	0.07796	0.0176
TAF13	0.12964	0.14223	0.09042	0.13333	0.0596	0.05613	0.15325	0.1143	0.06013	0.20136	0.10358
RP5-1065J22.8	0.00903	0.01079	0.00914	0.02839	0.03091	0.01198	0.04454	0.01835	0.01254	0.03575	0
TMEM167B	0.22278	0.20421	0.12545	0.18686	0.09107	0.13781	0.11738	0.19194	0.10949	0.11665	0.10903
SCARNA2	0.001	0.00135	0.00334	0.00124	0.00256	0.00211	0.00801	0.00113	0.01288	0.0025	0
KIAA1324	0.00033	0.00308	0.0166	0.09808	0.06493	0.03915	0.00074	0.01619	0.01031	0.0105	0
SARS	0.2732	0.25773	0.22641	0.63367	0.2374	0.26658	0.55573	0.28487	0.22486	0.30163	0.20862
CELSR2	0.00436	0.00385	0.00156	0.00875	0.0086	0.00099	0.03295	0.00272	0	0	0
PSRC1	0.00511	0.00726	0.00228	0.01581	0.00545	0.00285	0.02972	0.11646	0	0	0
SORT1	0.1389	0.10269	0.00262	0.07435	0.0416	0.00148	0.32437	0.11497	0.00741	0.05985	0.03294
PSMA5	0.36673	0.41111	0.35391	0.76218	0.23851	0.58761	0.45033	0.66727	0.23345	0.35876	0.21133
SYPL2	0	0	0	0.00051	0.00087	0	0.01659	0	0	0	0
ATXN7L2	0.00412	0.00361	0.00907	0.00668	0.00558	0.01005	0.01319	0.0061	0.00153	0.01948	0.01132
CYB561D1	0.00439	0.00532	0.01162	0.01455	0.01687	0.01499	0.01365	0.01614	0.00342	0.01471	0
AMIGO1	0	0.00032	0.00106	0.00736	0.00353	0	0.00401	0.00036	0	0.00259	0
GNAI3	0.6598	0.62321	0.38445	0.3759	0.17804	0.27016	0.44362	0.68204	0.30949	0.50463	0.36838
GNAT2	0.00021	0.00033	0	0.00032	0.00035	0	0	0	0	0	0
AMPD2	0.08269	0.11539	0.05132	0.08381	0.05458	0.03642	0.04471	0.0696	0.02826	0.05629	0.05588
GSTM4	0.04795	0.07126	0.01244	0.10706	0.03841	0.02742	0.11113	0.06135	0.02109	0.01998	0.00943
GSTM2	0.00402	0.00777	0.01355	0.00318	0.00324	0.01965	0.02199	0.006	0.02573	0.00152	0.02274
GSTM1	0.00545	0.0038	0.00109	2e-04	0.00033	0.00092	0.0089	0.01196	0	0	0
GSTM5	0.00064	0.00076	0	0.00032	0	0	0.04269	0.00398	0.00084	0	0
GSTM3	0.03142	0.02406	0.05558	0.3158	0.09817	0.01453	0.35826	0.03734	0.02483	0.09142	0.10958
EPS8L3	0.00339	0.00313	0.00848	0.17996	0.12832	0.00128	0.00633	0.00419	0.00388	0.01212	0
RP11-195M16.3	0.00015	0.0011	0	0.0018	0.00104	0	0	0.00134	0	0.01153	0
CSF1	0.17782	0.07099	0.2072	0.07195	0.04599	0.21043	0.16073	0.17403	0.04028	0.11363	0.3845
AHCYL1	0.37391	0.36513	0.08844	0.47426	0.25045	0.12113	0.43756	0.39784	0.09433	0.38798	0.22753
STRIP1	0.03931	0.04235	0.05145	0.05193	0.04491	0.04699	0.06408	0.05187	0.04642	0.07163	0
RP4-773N10.4	0.0033	0.00228	0.00202	0.00746	0.00707	0.0031	0.01321	0.00457	0.00621	0.02809	0
KCNC4-AS1	4e-04	0	0.00047	0.00047	0.00062	0	0	0	0	0	0
KCNC4	0.02046	0.00871	0.01637	0.13408	0.11976	0.00395	0.10074	0.01499	0.0094	0.12716	0.01321
RP5-1074L1.1	0.00037	0.00093	0.00086	0.00206	0.00078	0	0	0.00181	0.00081	0	0
RBM15	0.05865	0.04772	0.05633	0.06321	0.07138	0.06161	0.04891	0.11505	0.05305	0.07211	0.05093
SLC16A4	0.00926	0.00661	0.02699	0.1067	0.0644	0.01872	0.07365	0.02451	0.0263	0.03987	0.00499
RP5-1074L1.4	0.00752	0.00837	0.00716	0.03529	0.04593	0.00632	0.01511	0.02123	0.00342	0.01446	0
LAMTOR5	0.73364	0.60372	0.40814	1.04464	0.38115	0.61765	0.79471	0.75528	0.49878	0.74476	0.50401
RP11-284N8.3	0.00261	0.00622	0.09885	0.00182	0.00589	0.029	0.01677	0.03472	0.0379	0.01988	0
KCNA3	0.00101	0.00372	0.05221	0.00075	0.00115	0.01441	0.00167	0.01065	0.00873	0.00618	0
CD53	0.9509	1.09967	0.68459	0.03855	0.07148	0.70122	0.18029	0.92357	0.57303	0.06144	0.42032
RP11-96K19.2	0.00101	0.00069	0.00495	0.00019	0	0.00233	0	0.00086	0	0	0
LRIF1	0.15725	0.10109	0.10332	0.20813	0.07095	0.07478	0.10752	0.19891	0.08902	0.05323	0.04993
RP11-96K19.5	0.00928	0.0105	0.00811	0.00533	0.00226	0.01156	0.00472	0.01147	0.00485	0.01877	0.01466
DRAM2	0.52542	0.69937	0.09532	0.28996	0.12568	0.10071	0.27231	0.42723	0.27356	0.2096	0.03908
CEPT1	0.20672	0.33951	0.04673	0.12684	0.10711	0.05144	0.11954	0.19468	0.12571	0.14009	0.03527
RP5-1180E21.5	0.00935	0.01209	0.02482	0.01389	0.00785	0.01052	0.0099	0.01045	0.01914	0.01448	0.00856
DENND2D	0.13628	0.1358	0.20585	0.1136	0.06574	0.16675	0.0206	0.19895	0.06781	0.03449	0.03919
CHI3L2	0.00478	0.00696	0.03135	0.00138	0.00188	0.01413	0.0046	0.01747	0.07548	0	0
PIFO	0.001	6e-04	0.00204	0.01325	0.00262	0	0.00193	0.00176	0	0.00286	0
OVGP1	0.00176	0.00479	0.00072	0.08453	0.02931	0.00272	0.00217	0.00657	0.00433	0.01406	0
WDR77	0.11191	0.14076	0.03578	0.29569	0.11724	0.05175	0.07291	0.16732	0.05251	0.08963	0.07976
ATP5F1	0.7692	0.7945	0.30856	1.10722	0.37308	0.46369	0.62595	0.95873	0.29715	0.3878	0.44014
C1orf162	0.88998	1.14302	0.0913	0.03596	0.04838	0.04205	0.17767	0.92323	0.10972	0.04587	0.53731
TMIGD3	0.09503	0.08059	0.0014	0.00204	0.00354	0	0.01575	0.06305	0	0.01395	0
ADORA3	0.1584	0.18232	0	0.00389	0.00569	0	0.01611	0.0993	0	0.00498	0.02564
RAP1A	0.87466	0.85593	0.50917	0.33345	0.17314	0.84344	0.45776	0.87363	0.32549	0.57658	0.36397
LINC01160	0.00144	0.00067	0.00057	3e-05	0	0.00565	0	0.00051	0	0.00236	0
FAM212B	0.02092	0.02295	0.01078	0.01544	0.01198	0.00445	0.1162	0.02385	0.02351	0.05924	0.0125
FAM212B-AS1	0.00044	0.00048	7e-04	0.00127	0.00036	0	0.0368	0.00083	0	0	0
DDX20	0.04869	0.0477	0.04178	0.05904	0.03026	0.03746	0.0534	0.07531	0.05538	0.02288	0.0492
KCND3	0	0.00111	0.00298	0.02072	0.01213	0.00068	0.00875	0.00093	0.00407	0	0
RP11-88H9.2	0	2e-04	0.00075	0.00616	0.00152	0	0	0	0	0	0
CTTNBP2NL	0.1729	0.17411	0.00905	0.09724	0.11411	0.08629	0.15902	0.13702	0.03909	0.43774	0.01253
WNT2B	0.00721	0.0068	0.00822	0.0175	0.03064	0.00779	0.02618	0.00549	0.01836	0.04181	0.01184
RP4-671G15.2	0	0.00078	0	0.0012	0.00083	0.00119	0.0025	0.00056	0	0	0
ST7L	0.03496	0.03487	0.03202	0.07751	0.04821	0.03453	0.06983	0.04435	0.02678	0.11001	0.03889
CAPZA1	1.04815	1.01646	0.63221	0.59428	0.29112	0.69189	0.56355	1.14107	0.55752	0.53658	0.2106
MOV10	0.06759	0.06818	0.03419	0.10969	0.1038	0.04427	0.07343	0.08452	0.03025	0.10036	0
RP11-426L16.3	0.00025	0.00027	0.00039	0.00157	0.00239	0	0	0	0	0	0
RHOC	0.65109	0.47516	0.26317	0.89744	0.39034	0.58436	1.07224	0.55927	0.0737	1.23015	0.08954
PPM1J	0.00174	0.00184	0.00071	0.00812	0.00255	0.00114	0.00814	0.00152	0.00713	0	0
RP11-426L16.9	0	0.00024	0.00029	0.00054	0.00862	0	0	0	0	0.00703	0
FAM19A3	0.00182	0	0	2e-04	0	0	0	0.00379	0	0	0
LINC01356	0.00189	0.00452	0	0.00017	0.00022	0	0	0.00145	0	0	0
RP3-522D1.1	0.02272	0.0499	0	0.00395	0.00137	0	0.00635	0.01688	0	0	0
SLC16A1	0.1394	0.12879	0.12054	0.20566	0.08972	0.18677	0.14009	0.1934	0.0542	0.1379	0.0228
SLC16A1-AS1	0.0578	0.05751	0.05128	0.06859	0.08204	0.06557	0.09138	0.07183	0.12541	0.04232	0
RP11-31F15.2	0.0013	0.00295	0.00776	0.00496	0.00529	0.01221	0.01291	0.00533	0.01146	0.00438	0
LRIG2	0.03241	0.04841	0.03396	0.06669	0.07161	0.03373	0.07442	0.04161	0.02979	0.04359	0.03238
MAGI3	0.00591	0.00822	0.02003	0.12265	0.09525	0.0046	0.07335	0.02472	0.00162	0.09572	0.00761
PHTF1	0.03551	0.03552	0.0462	0.07375	0.04511	0.04205	0.04845	0.06433	0.02546	0.06725	0.04618
RSBN1	0.11709	0.12648	0.20297	0.12689	0.08949	0.21572	0.1717	0.17917	0.11004	0.12295	0.19123
RP5-1073O3.2	0.00033	0.00109	7e-04	6e-05	5e-04	0.00138	0	0	0	0.0043	0
PTPN22	0.14664	0.11275	0.68543	0.03241	0.04325	0.60467	0.01765	0.25396	0.32153	0.04878	0.15061
AP4B1-AS1	0.00104	0.00285	0.00936	0.00195	0.00268	0.00875	0.00453	0.00494	0.01275	0	0
BCL2L15	0.00115	0.00296	0.00727	0.16729	0.10379	0.00226	0	0.00616	0.00847	0.00647	0
AP4B1	0.03245	0.03772	0.03806	0.04696	0.03624	0.04425	0.03375	0.04075	0.04311	0.03098	0.03353
DCLRE1B	0.07621	0.06909	0.0145	0.01983	0.01026	0.00758	0.03719	0.06893	0.0023	0	0.02377
HIPK1-AS1	0.05776	0.03377	0.01434	0.00785	0.00749	0.01	0.02669	0.03113	0.01364	0.01006	0.00952
HIPK1	0.23418	0.25192	0.3414	0.23045	0.16102	0.22282	0.27278	0.27697	0.17612	0.27635	0.34065
OLFML3	0.00444	0.01165	0.00198	0.06268	0.02869	0	0.29148	0.00991	0	0.00135	0
SYT6	0.00329	0.00213	0	1e-04	0	0	0	0	0	0	0
TRIM33	0.25055	0.18857	0.17872	0.22659	0.18862	0.17747	0.20223	0.24059	0.18023	0.21546	0.21688
BCAS2	0.50923	0.44673	0.53568	0.35192	0.14028	0.56369	0.33636	0.59977	0.40667	0.22713	0.42086
DENND2C	0.00692	0.00424	0.00423	0.02233	0.01552	0.00136	0.01941	0.00429	0.01294	0.08368	0.03375
NRAS	0.27542	0.19897	0.09194	0.24585	0.09581	0.08436	0.09557	0.28223	0.12548	0.22363	0.06088
CSDE1	0.97924	0.91273	0.50144	0.80623	0.3578	0.63213	0.79273	0.82811	0.47014	0.67083	0.549
SIKE1	0.15444	0.15594	0.14197	0.20995	0.1116	0.14909	0.18565	0.20457	0.11585	0.11283	0.07305
TSPAN2	0.00164	0.00144	0.03962	0.00335	0.00164	0.00702	0.04812	0.00807	0.00495	0.06267	0
NGF	0	0	0	0.00015	0.00056	0	0.14134	0	0	0	0
VANGL1	0.01846	0.01533	0.00542	0.0635	0.02051	0.00983	0.04324	0.05633	0	0.0571	0
